"","disp","lambda","lambda_dev","alpha_brho","alpha_brho_dev","alpha_acam","alpha_acam_dev","water","lambda_m0","alpha_brho_m0","alpha_acam_m0"
"1",0.491809811136871,544.942941924052,0.358280457207776,-0.0446457293058414,0.171518259621001,0.00861624879153709,-0.0162033858997013,1,545.30122238126,0.12687253031516,-0.00758713710816416
"2",0.401757123438358,578.005918406586,22.5326984052342,-0.0485598559759571,0.211544724638225,0.00958469367947123,-0.0151939923103271,1,600.538616811821,0.162984868662268,-0.00560929863085591
"3",0.411674369677666,561.117578162884,18.813520252654,-0.0515574207297137,0.226619710069595,0.00596196908427143,-0.0147227287959826,1,579.931098415538,0.175062289339881,-0.00876075971171119
"4",0.376139022900077,625.586279775935,-8.20898642306351,-0.0457141549179663,0.174649346800995,0.000132123116498123,-0.00526168376265236,1,617.377293352872,0.128935191883029,-0.00512956064615423
"5",0.442407524482145,550.551328842173,21.1962756484878,-0.0438436865179066,0.208506646144157,0.0111601897341294,-0.0234560468896075,1,571.74760449066,0.16466295962625,-0.0122958571554781
"6",0.44506749627993,543.267920368305,-0.684141794552019,-0.0510669783076988,0.201193640914901,0.008321503688015,-0.00814069117504844,1,542.583778573753,0.150126662607203,0.000180812512966562
"7",0.408259192814611,557.44135135037,5.3791893701241,-0.0449433387180691,0.188790114346939,0.00581760425616739,-0.0102719387000326,1,562.820540720495,0.14384677562887,-0.00445433444386519
"8",0.448820431707202,529.109610425296,16.5404475816962,-0.0423798246557974,0.131340207722432,0.00827266671564882,-0.00911364269890937,1,545.650058006993,0.0889603830666348,-0.00084097598326055
"9",0.451103806849499,580.8634709844,3.78466491794815,-0.0453137426825528,0.13462563893999,0.0049134714051031,-0.00704352732261428,1,584.648135902348,0.089311896257437,-0.00213005591751119
"10",0.465428862867883,607.043435224989,6.7563614547753,-0.0448835714609804,0.154090757754594,0.00313799888811308,-0.00435402597215339,1,613.799796679764,0.109207186293614,-0.00121602708404032
"11",0.42224983547773,587.179253224495,-6.68533586671422,-0.0465109923301574,0.184247782617203,0.0115610045941916,-0.0196596935354189,1,580.493917357781,0.137736790287046,-0.00809868894122736
"12",0.351275816022963,595.401620909861,3.52235486040327,-0.0455787801057067,0.224342942075817,0.00403928190329634,-0.0155269722713608,1,598.923975770265,0.17876416197011,-0.0114876903680645
"13",0.353300938420681,607.724671819657,20.1946836513947,-0.0519648003694712,0.199812061714087,0.00344341338996947,-0.0145805680416247,1,627.919355471052,0.147847261344616,-0.0111371546516552
"14",0.360150985596599,657.558769107983,13.5537827764303,-0.0468214936964822,0.14980896355485,-0.000387866409926165,-0.00724505790028577,1,671.112551884413,0.102987469858368,-0.00763292431021193
"15",0.445960595525649,559.817150243637,7.32405307054186,-0.0462318290064358,0.173230918260077,0.00484258292664662,-0.00814889934687557,1,567.141203314178,0.126999089253641,-0.00330631642022895
"16",0.429093272546336,604.770458487915,6.41038308316027,-0.0463729383257086,0.156719225278428,0.0110630622998046,-0.0204810316642995,1,611.180841571075,0.11034628695272,-0.00941796936449493
"17",0.3716366750884,579.328519364161,11.7884639527978,-0.0463378001543439,0.150898604094603,0.00954925608994067,-0.0142292504086535,1,591.116983316959,0.104560803940259,-0.00467999431871285
"18",0.358469123365837,584.101085344548,18.345712253518,-0.0459040889427512,0.185342960199211,0.00895142618917028,-0.016640987102454,1,602.446797598066,0.13943887125646,-0.00768956091328376
"19",0.411430878142198,641.092845956404,26.0261387474071,-0.0461425928043162,0.0626169375342702,0.00527452090777657,-0.00846828478106887,1,667.118984703811,0.0164743447299539,-0.0031937638732923
"20",0.435227544954152,546.30521548246,6.48032208710698,-0.0390656495729301,0.221520301245404,0.00666095111901682,-0.016025539059645,1,552.785537569567,0.182454651672474,-0.00936458794062817
"21",0.365677482610904,587.00860012963,3.15728077897433,-0.0499559493388124,0.183071643869408,0.00575351807131285,-0.014089899832311,1,590.165880908604,0.133115694530595,-0.00833638176099817
"22",0.434281161375313,565.767225561296,-10.8758693043336,-0.0503562704987521,0.147005032432072,0.00408689435894097,-0.00648636691213313,1,554.891356256962,0.0966487619333198,-0.00239947255319215
"23",0.398090854512514,613.608500153888,0.307705581489016,-0.0473856958722339,0.169543178501327,0.0091811687959015,-0.0165546929367812,1,613.916205735377,0.122157482629093,-0.00737352414087973
"24",0.362144816784065,573.478573372916,2.29796669092852,-0.0436277984775852,0.202950601781519,0.00561456823112104,-0.0110756024762754,1,575.776540063844,0.159322803303934,-0.00546103424515438
"25",0.385184555541546,603.972303388357,9.27304779529575,-0.0508186683806584,0.176141340962571,0.00202539845345646,-0.0116023170862641,1,613.245351183652,0.125322672581913,-0.0095769186328076
"26",0.504000753362992,575.98438414558,14.5269299002374,-0.038563234467951,0.159645663017247,0.00940895750264957,-0.0165206049702011,1,590.511314045817,0.121082428549296,-0.00711164746755155
"27",0.456959283702937,597.133434652597,0.12108676750158,-0.0451913558019655,0.141746520593006,0.00913922568275609,-0.0143859243123437,1,597.254521420098,0.0965551647910406,-0.00524669862958765
"28",0.464120121039475,492.311742700753,12.7034544358374,-0.0386500243972279,0.168208709132971,0.00965249191239063,-0.0140616968685628,1,505.01519713659,0.129558684735743,-0.00440920495617212
"29",0.438628926317084,557.834112861511,-0.561299516411398,-0.0429887246122365,0.139772573498747,0.00489055539507031,-0.00923735327377778,1,557.2728133451,0.0967838488865109,-0.00434679787870747
"30",0.494300564014278,596.129933257891,5.97952729339833,-0.0455753208646164,0.158719659674174,0.00751903599114376,-0.0124829822460815,1,602.109460551289,0.113144338809557,-0.00496394625493774
