"","disp","lambda","lambda_dev","alpha_brho","alpha_brho_dev","alpha_acam","alpha_acam_dev","water","lambda_m0","alpha_brho_m0","alpha_acam_m0"
"1",0.546857485394225,68.8509879602919,-2.83777391096148,-0.0195238336827126,-0.47920086449587,-0.0531870674004582,0.0181682416282437,1,66.0132140493304,-0.498724698178583,-0.0350188257722145
"2",0.569631591646382,78.0289663961219,-12.1565529667142,-0.0281421218694031,-0.418754516214094,-0.0563438864495056,0.015189166953386,1,65.8724134294076,-0.446896638083497,-0.0411547194961196
"3",0.542047172391184,76.9006956655201,7.02027337877575,-0.0218594784767639,-0.337720793307063,-0.0509634798083709,0.00480495753999873,1,83.9209690442959,-0.359580271783827,-0.0461585222683721
"4",0.653003706163823,79.0481073171279,3.57875096012962,-0.0290813408641013,-0.333903769828913,-0.0550532327622026,0.00437980338362161,1,82.6268582772576,-0.362985110693015,-0.050673429378581
"5",0.589907042570087,68.7481759186629,-6.30527327540103,-0.0217081557887213,-0.239150587224079,-0.0479161071608099,0.00707761771585727,1,62.4429026432618,-0.260858743012801,-0.0408384894449526
"6",0.526445979052972,74.6893518727846,-1.37041347494753,-0.0216079695354733,-0.44822226744468,-0.057330810655883,0.0237538198094437,1,73.318938397837,-0.469830236980153,-0.0335769908464393
"7",0.622611272705331,68.5390247266839,-1.63408028196714,-0.0220334395760185,-0.421173376081194,-0.0527109903299869,0.0177296736477673,1,66.9049444447168,-0.443206815657212,-0.0349813166822197
"8",0.519377030153058,72.0137153004422,-4.93716510019842,-0.0253179307784689,-0.426364972665407,-0.0485343005886789,0.00875844327879842,1,67.0765502002438,-0.451682903443876,-0.0397758573098805
"9",0.596177905280784,73.5643830707264,5.80623345963015,-0.0239402932242061,-0.442645536710147,-0.0548302782488976,0.0145466034131704,1,79.3706165303566,-0.466585829934354,-0.0402836748357272
"10",0.581772452021828,72.6255967519119,-6.20694459612732,-0.0221799073801422,-0.365231334461519,-0.0511738354925603,0.0171999443406382,1,66.4186521557846,-0.387411241841661,-0.0339738911519221
"11",0.556166442508299,63.745441666229,-4.78596279768568,-0.0240847585217434,-0.309978644283448,-0.0517952542431476,0.0095306524237641,1,58.9594788685434,-0.334063402805191,-0.0422646018193835
"12",0.60544884110409,87.6670539903959,-4.82962757721815,-0.0275881751521431,-0.360705114920635,-0.0603857638707105,0.0166606077818639,1,82.8374264131778,-0.388293290072778,-0.0437251560888466
"13",0.616652426797351,63.6615408849722,2.67601713511006,-0.02402433095644,-0.358768044437482,-0.050626972906568,0.0100077477541885,1,66.3375580200822,-0.382792375393922,-0.0406192251523795
"14",0.527376007203962,74.1770152612723,-3.01172109727296,-0.0242599703582413,-0.469015168555569,-0.0574119430968297,0.0274013385738196,1,71.1652941639993,-0.49327513891381,-0.0300106045230101
"15",0.526050567519308,77.6175804678072,-8.78170671559856,-0.0302834551035301,-0.398172070098426,-0.0625148935957764,0.0263499174128492,1,68.8358737522086,-0.428455525201956,-0.0361649761829271
"16",0.518248813211309,81.6103602635761,-6.15938624674464,-0.0275474847099043,-0.450309213960092,-0.0546540618446116,0.0199227270722049,1,75.4509740168315,-0.477856698669996,-0.0347313347724066
"17",0.518158502648862,63.1175452811772,-10.538674858682,-0.0273591146354499,-0.289896743010654,-0.0492389746312249,0.0122429719668096,1,52.5788704224952,-0.317255857646104,-0.0369960026644153
"18",0.568172781197841,67.6666978178679,-6.8171902279695,-0.0257341902631627,-0.370042844536711,-0.0555435758988634,0.0142218482110519,1,60.8495075898984,-0.395777034799874,-0.0413217276878115
"19",0.523074897701548,82.1238013491276,-1.58788957435114,-0.0289036673057,-0.436004664022216,-0.0629574179679432,0.0234377937522447,1,80.5359117747765,-0.464908331327916,-0.0395196242156985
"20",0.575524921803264,63.5166057701429,-7.27172639423282,-0.0154448397123573,-0.288811794226899,-0.0481209428405211,0.00985401515075483,1,56.24487937591,-0.304256633939257,-0.0382669276897662
"21",0.699557632565237,65.5917832034067,-3.49830023340403,-0.0150360837607601,-0.281675658695743,-0.0521647029494026,0.00993607561513542,1,62.0934829700026,-0.296711742456503,-0.0422286273342671
"22",0.480201332132423,74.2919038177523,-5.19854495577102,-0.0206262470061614,-0.456279640172309,-0.0528028464837364,0.0172085143184247,1,69.0933588619813,-0.47690588717847,-0.0355943321653117
"23",0.574456989936636,85.1764610448819,-7.73935768273103,-0.0265024070308046,-0.334139394253325,-0.0645645713758697,0.0247669850271277,1,77.4371033621509,-0.360641801284129,-0.039797586348742
"24",0.536740385066902,57.7774227500266,-2.17770618482936,-0.0173879300328956,-0.354913283414653,-0.0466250184519242,0.0148406304860487,1,55.5997165651973,-0.372301213447548,-0.0317843879658754
"25",0.59952194342943,91.7513779585635,1.58186953336267,-0.0369204866536947,-0.395023348154422,-0.0640659137723103,0.0199372740922489,1,93.3332474919262,-0.431943834808117,-0.0441286396800614
"26",0.496400951094907,81.9973012476007,-8.0686391029828,-0.0282185965176985,-0.47237268274429,-0.0628281651958443,0.0330459331548052,1,73.9286621446179,-0.500591279261988,-0.0297822320410391
"27",0.576144662795656,70.0521130883186,-3.27682400896986,-0.0299647836372797,-0.394787627851061,-0.0556401525569224,0.0188777627686941,1,66.7752890793488,-0.424752411488341,-0.0367623897882283
"28",0.630535240494281,80.9534443544123,-1.184302134511,-0.0347771257535973,-0.457647589838821,-0.0540769392443352,0.0112312565341708,1,79.7691422199013,-0.492424715592418,-0.0428456827101644
