"disp","lambda","alpha_brho","alpha_acam","water","focal"
0.578376023895537,460.464107270907,-0.0445143322529832,0.0203234126542952,1,"BRHO"
0.50344680902429,468.627997620901,-0.0501609614209099,0.0107157827836236,1,"BRHO"
0.438061873184738,554.870321211592,-0.0464586430820142,0.0047148618783054,1,"BRHO"
0.55916665004907,424.85928047257,-0.0378382433912552,0.0224038276982134,1,"BRHO"
0.508357026026951,474.482107346834,-0.0418489488644177,0.0226790371690673,1,"BRHO"
0.529717187390115,472.937731945581,-0.0416080223959752,0.017392926927629,1,"BRHO"
0.561060083919158,513.677986935751,-0.0397476001864766,0.0055799368894794,1,"BRHO"
0.491394399065667,534.728279961597,-0.0455432196953109,0.00414021781532118,1,"BRHO"
0.59069661015437,477.869359826424,-0.0467923826108867,0.0176820744391063,1,"BRHO"
0.522229681762283,505.243980493695,-0.0440426911480093,0.00592230164917326,1,"BRHO"
0.54638101254616,489.968258306479,-0.0387413586562414,0.00974792677083036,1,"BRHO"
0.589282067051078,494.015708818412,-0.0376551203395556,0.0180775678908105,1,"BRHO"
0.488228424525968,470.072457782251,-0.0403715503148012,0.0104696188536568,1,"BRHO"
0.596839351176079,444.815295709362,-0.0431376837995101,0.0173184177924198,1,"BRHO"
0.492765817600188,463.242558964245,-0.0429590832300271,0.013641306723386,1,"BRHO"
0.628246568234077,358.151588068614,-0.0368199850103056,0.0195671920603184,1,"BRHO"
0.551138151590321,544.641126700177,-0.0456546494123265,0.00106053360259,1,"BRHO"
0.54707918793149,542.593430924819,-0.0444603275871866,0.00699778634967937,1,"BRHO"
0.688258822370483,357.187607823223,-0.0390767146061393,0.0264686576542405,1,"BRHO"
0.574220919193666,429.396763364619,-0.0377672907182839,0.0231059200295234,1,"BRHO"
0.594215187713071,431.327948821009,-0.0425312596793578,0.0231941819786717,1,"BRHO"
0.548691072273611,524.27875910773,-0.0473639958309688,0.00920384743436154,1,"BRHO"
0.629117692253024,455.29999902661,-0.0394869785152795,0.024143449617142,1,"BRHO"
0.54891481413739,491.535383931108,-0.0400312975128854,0.00560354533846134,1,"BRHO"
0.448960451032308,498.426996546406,-0.0379452435669824,0.0140731024267642,1,"BRHO"
0.501844131517532,483.439086604083,-0.0435916010062548,0.0188718661473961,1,"BRHO"
0.555189708437064,489.697277198084,-0.047095227294696,0.00968547270671804,1,"BRHO"
0.56239490038475,458.468774615126,-0.0396010853101109,0.0150898989592026,1,"BRHO"
0.538010232488953,464.506457249312,-0.0353268196105614,0.0146911084069709,1,"BRHO"
0.523767284949,465.916904169275,-0.0382897769594542,0.0135559567650789,1,"BRHO"
0.483698183011491,489.412766623295,-0.0448965653588963,0.00904836463738686,1,"BRHO"
0.553960890057302,486.606922652209,-0.0443641164281189,0.00766532744576403,1,"BRHO"
0.467715887946696,517.928978103405,-0.0446325000140813,0.00761585573542272,1,"BRHO"
0.522614859635095,465.611014215726,-0.0441487405681058,0.0108601437979448,1,"BRHO"
0.488187514832073,503.416646964816,-0.045215897410747,0.0100436692439255,1,"BRHO"
0.617800225736988,436.623460304074,-0.0445621245150773,0.0228167483017269,1,"BRHO"
0.516966271798355,447.581845184548,-0.0362777678676943,0.0170591483339364,1,"BRHO"
0.575489162246486,506.762745175869,-0.0415892912603897,0.00694265348732624,1,"BRHO"
0.503312021072745,463.234031717318,-0.0499945504139578,0.0177204740083516,1,"BRHO"
0.557714383944337,459.192876683238,-0.0386025145837048,0.00687833083105823,1,"BRHO"
0.522914769444214,478.849540440565,-0.0441173987900305,0.0123194973249509,1,"BRHO"
0.46185533212504,543.148267455358,-0.0440306795322483,0.00941065474731638,1,"BRHO"
0.558320054642038,486.96408803974,-0.0422868930719118,0.020570842016484,1,"BRHO"
0.602679510822501,514.882425244784,-0.0451873310170237,0.0124549030545115,1,"BRHO"
0.504611878407127,473.28932590248,-0.0383123290950722,0.00828743556494769,1,"BRHO"
0.542144245807721,493.783991886106,-0.0442467609065574,0.00430566100092416,1,"BRHO"
0.503106791073934,549.909116208732,-0.0531172941469946,0.00872261838534588,1,"BRHO"
0.436760877354895,529.607788288024,-0.0418656812528178,0.00561726851701009,1,"BRHO"
0.54715807412373,449.91714104507,-0.0392743701698239,0.0198245029909886,1,"BRHO"
0.626088698285605,472.52785988505,-0.0362969445867753,0.0133718581521334,1,"BRHO"
0.535146410966398,577.078424277177,-0.0448743757414225,0.00805386816681148,1,"BRHO"
0.503826661187683,507.295959385091,-0.0460528760533621,0.0153711094025972,1,"BRHO"
0.510265084646508,516.840982993984,-0.0501372389458843,0.00986084540053347,1,"BRHO"
0.53443662242323,410.233887112635,-0.0367787043002104,0.0138425690413592,1,"BRHO"
0.612346413913545,405.718253156869,-0.0314775321816549,0.0162290444006649,1,"BRHO"
0.525557080019614,424.919820675483,-0.0439230491206867,0.0203108974516976,1,"BRHO"
0.447042493682347,492.080479803419,-0.0418019469904249,0.0079508761778063,1,"BRHO"
0.576503703673972,493.53870774748,-0.0384372291058837,0.0173510194443531,1,"BRHO"
0.532167663391977,520.140373510701,-0.0453832505578057,0.0097624979117291,1,"BRHO"
0.573606159465524,457.160984234468,-0.0393341269687214,0.0103996982171445,1,"BRHO"
0.58708187935806,505.293176932549,-0.0452533405560659,0.00492659746534843,1,"BRHO"
0.488962875365376,538.674219355272,-0.0421118038529205,0.00890772285461072,1,"BRHO"
0.495711884640166,490.84687220365,-0.0477790753845445,0.0122925197982571,1,"BRHO"
0.615895539713905,476.753854459767,-0.0356340293350475,0.0165803358858551,1,"BRHO"
0.444111821815869,511.384054857567,-0.0452245262416662,0.0129548804056539,1,"BRHO"
0.533885952254343,462.183438494327,-0.0425240207012278,0.0160954643503124,1,"BRHO"
0.440699145159534,492.206723759682,-0.038819091649973,0.0126341076687532,1,"BRHO"
0.540380096425054,488.355919040977,-0.0399158772522931,0.010821081640949,1,"BRHO"
0.616493383101107,461.997285638493,-0.0415017768125489,0.017903254677653,1,"BRHO"
0.57476411112181,477.610582400793,-0.0462356356832547,0.00946505787351696,1,"BRHO"
0.508841191497269,514.105257291723,-0.04324374997417,0.008087353784146,1,"BRHO"
0.510041459614549,498.683110864557,-0.0463470900217247,0.0120408989268581,1,"BRHO"
0.532308037421985,509.225245182258,-0.0382251399659479,0.00317333583551795,1,"BRHO"
0.571835659222323,471.923826534341,-0.0347478850419652,0.00998879530244754,1,"BRHO"
0.56729820053974,492.566893817305,-0.0440448939967919,0.0139504201558404,1,"BRHO"
0.512487106822381,492.8541414427,-0.0362889254474646,0.00899482730110988,1,"BRHO"
0.514518634670614,491.109500177826,-0.0396834347040505,0.0107045886889821,1,"BRHO"
0.593211754696701,484.300780324642,-0.0409456338698633,0.00750839039542959,1,"BRHO"
0.513301563084128,533.707426039892,-0.0464714177456325,0.00738624946440925,1,"BRHO"
0.550361626765759,496.738935337701,-0.0437781884661714,0.0201878957000374,1,"BRHO"
0.553159153834925,454.458609608132,-0.0416906387800199,0.013748580620965,1,"BRHO"
0.51287929940894,525.292199415364,-0.0482255426325566,0.00485815621274677,1,"BRHO"
0.529393980407402,437.150048132635,-0.0333638315358564,0.01385267673432,1,"BRHO"
0.552768988499698,459.616898953907,-0.0462929114263618,0.0153814215640013,1,"BRHO"
0.628664188761057,445.174770063751,-0.0378081031034352,0.02009211237091,1,"BRHO"
0.596505311865872,405.39079800673,-0.0387854142205201,0.0219439858649077,1,"BRHO"
0.552625511304066,469.046222407436,-0.0395479010127545,0.017692737637332,1,"BRHO"
0.658119842457454,470.134763903461,-0.0325570813035358,0.0124782762347957,1,"BRHO"
0.641766108963398,407.7807393392,-0.0268114112337132,0.0165636147269304,1,"BRHO"
0.627822823981943,535.155154166192,-0.039110319045189,0.01404140777741,1,"BRHO"
0.493398313109309,498.338082731965,-0.045990228077764,0.00942829513478797,1,"BRHO"
0.546462373877628,493.87386856702,-0.0469324496885146,0.0172085617242822,1,"BRHO"
0.455880953902924,525.828668010289,-0.0371245865842826,0.0015998703940373,1,"BRHO"
0.477239050224986,511.983071408472,-0.0456005241755473,0.0139113159414897,1,"BRHO"
0.61201916937843,451.871828923459,-0.0389956860702889,0.0172539241594119,1,"BRHO"
0.567437770743692,416.086390672823,-0.035967710394831,0.014738205301278,1,"BRHO"
0.407916675000286,465.345455641371,-0.0434624578735111,0.0110121947144176,1,"BRHO"
0.676258585229142,438.058631725619,-0.0447909574762382,0.0156895582519864,1,"BRHO"
0.397647531387336,539.338158559344,-0.0430729521538565,0.00555705773836092,1,"BRHO"
0.467635990969902,526.978313556078,-0.0443807834223922,0.012618193050293,1,"BRHO"
0.682885055496786,470.971468784361,-0.044781178414894,0.0140406266031527,1,"BRHO"
0.474189845999261,467.731694859092,-0.0436230170272722,0.0171615099311499,1,"BRHO"
0.587453089335437,478.562133551053,-0.0405331822354384,0.00527217351985689,1,"BRHO"
0.59102304035177,464.675857034745,-0.0406410055566976,0.01304644136041,1,"BRHO"
0.501258522290593,548.198693653638,-0.0421332704574223,0.0222065922426061,1,"BRHO"
0.513755012218785,519.397107185626,-0.038532806894776,0.00946950663139354,1,"BRHO"
0.568639808463141,475.18188528467,-0.0469317588910525,0.00997102481485002,1,"BRHO"
0.551503877730566,468.074337941789,-0.0380886223782217,0.0175683378393057,1,"BRHO"
0.53317235476721,522.460553141625,-0.0536573934605519,0.0117877380771871,1,"BRHO"
0.559135649064794,443.849972622804,-0.0429206895259812,0.0174704490418259,1,"BRHO"
0.417866742792163,531.1384290268,-0.043286828305416,0.00518846697385244,1,"BRHO"
0.69224415841568,471.105119931474,-0.040437610264807,0.0183064458363928,1,"BRHO"
0.544169524034276,477.390771971334,-0.0474430568494399,0.013342375824845,1,"BRHO"
0.643122607064952,484.131158548426,-0.0450743348209684,0.0135942445448225,1,"BRHO"
0.527400323620312,486.495709581618,-0.0423292117569022,0.0129599636172215,1,"BRHO"
0.571967430079987,451.294329277129,-0.0349746014943334,0.0216511401198069,1,"BRHO"
0.469022138736067,512.336780545222,-0.047243689255827,0.0088899960829297,1,"BRHO"
0.508693251744809,528.468133392541,-0.0463219255903465,0.00972019566043559,1,"BRHO"
0.612004254670458,456.089686759486,-0.046314307750848,0.00870608604390226,1,"BRHO"
0.541639379186861,497.685585255493,-0.0331677783595567,0.0178027762586994,1,"BRHO"
0.663482214642557,441.128277108167,-0.0431545923867982,0.0189949505580375,1,"BRHO"
0.483670490304409,469.363427544101,-0.042047986926137,0.0135452159007086,1,"BRHO"
0.492601095832989,528.918102822721,-0.045149467781958,0.00702260506831998,1,"BRHO"
0.566650576624944,419.956702590196,-0.0251167553676387,0.0166429873037595,1,"BRHO"
0.484746169888754,493.170824439962,-0.0436564455261398,0.00618947253596272,1,"BRHO"
0.531666083337819,495.193188578153,-0.0452504466967139,0.0085188698153424,1,"BRHO"
0.602171114597646,489.718267568612,-0.0434570489390462,0.0128196935663134,1,"BRHO"
0.550647462276196,486.625001242597,-0.043717456058201,0.0136871925415046,1,"BRHO"
0.573975415155907,513.151703874811,-0.0471725020545539,0.0122027202045566,1,"BRHO"
0.657339357814428,409.310307684342,-0.040977591185122,0.0211751352551457,1,"BRHO"
0.658601123626975,516.298919304104,-0.0481719547003664,0.00791637149225256,1,"BRHO"
0.548858686797552,487.56492551407,-0.0446496325389372,0.0136662569392243,1,"BRHO"
0.704711040218173,428.34499375522,-0.0470620510302344,0.0169000083558737,1,"BRHO"
0.488356539121424,507.207193196229,-0.0449255194378707,0.0135190931640923,1,"BRHO"
0.522880253548762,500.803344643872,-0.0519887315012364,0.0129879147598562,1,"BRHO"
0.52666553663858,490.434435376179,-0.0394830268389471,0.021015363141455,1,"BRHO"
0.550799498127316,529.219733845291,-0.0496896643869801,0.0134482565922711,1,"BRHO"
0.492556692365283,495.829823122557,-0.0445671107080549,0.0110970010937091,1,"BRHO"
0.527749348055323,476.029496668837,-0.0401474296542022,0.0132809166951862,1,"BRHO"
0.580099499587147,416.917057647343,-0.0375170350491871,0.0224476596575401,1,"BRHO"
0.608998021506833,478.758048247706,-0.040432250412265,0.00847879377773171,1,"BRHO"
0.472683184693287,528.584026605694,-0.0465131128002155,0.0128618044848402,1,"BRHO"
0.573165812962359,466.020820643433,-0.0445387263974728,0.0112563790476241,1,"BRHO"
0.575578551350253,455.836610399441,-0.0393755405574378,0.0156948078893523,1,"BRHO"
0.556734025176174,500.129338075111,-0.0441481873546092,0.0102363436863214,1,"BRHO"
0.527287122166298,435.427141641643,-0.0324076536579916,0.0201936370235058,1,"BRHO"
0.576057179607637,437.398240568982,-0.0394625362511873,0.015360405434411,1,"BRHO"
0.522460460619087,476.099790501284,-0.047244976820882,0.0174018597869274,1,"BRHO"
0.58999251683376,493.743197820075,-0.0364194605818728,0.00197611446973189,1,"BRHO"
0.436400535726082,572.833457474122,-0.0464051102873535,0.00538405978179936,1,"BRHO"
0.428797072182668,569.160659541957,-0.0456109395162621,0.012294885443619,1,"BRHO"
0.521466091431127,462.567114022191,-0.0420703359972298,0.0171953559291053,1,"BRHO"
0.511338509147542,517.088317728895,-0.043429073766403,0.00832964390012667,1,"BRHO"
0.547392719802955,486.357576686476,-0.0443082456908044,0.00791670364804016,1,"BRHO"
0.581765868256637,484.480810425518,-0.0492831957966007,0.0162791453748375,1,"BRHO"
0.568290514336664,425.201029786358,-0.036354256832112,0.0139387173220999,1,"BRHO"
0.523271566996725,438.470228378648,-0.0387295601040442,0.0180557572754576,1,"BRHO"
0.503228734409787,508.384483622545,-0.0486628803245819,0.00882484783437532,1,"BRHO"
0.520420394493084,509.973548213041,-0.0407414519596006,0.0139349355514271,1,"BRHO"
0.499842211403101,543.017697482962,-0.0531939822284582,0.016779109437816,1,"BRHO"
0.698863896890601,410.558080158842,-0.0295015977357022,0.0200797192740104,1,"BRHO"
0.554938732183196,486.550743749257,-0.0433285560154752,0.0120102532551432,1,"BRHO"
0.596301556536616,427.099106093156,-0.0412144846628559,0.0128425555818946,1,"BRHO"
0.545822663589239,458.556209914875,-0.0414284207335705,0.0169828891291911,1,"BRHO"
0.569964228934121,435.875185498032,-0.0425834467029493,0.0253529716791758,1,"BRHO"
0.57366126129438,453.705754709625,-0.0422025060417315,0.0154709152132996,1,"BRHO"
0.508916397567265,461.251162930756,-0.0404043069682851,0.0128981025663143,1,"BRHO"
0.518632710076518,496.239366361489,-0.0459287874723061,0.00754961083359291,1,"BRHO"
0.474677402922476,541.466282791933,-0.0410837775346464,0.00660275142233011,1,"BRHO"
0.637355658108103,418.353566990472,-0.047004544049585,0.0253288575222003,1,"BRHO"
0.529483715327761,450.983195341826,-0.0340270526809602,0.0150549363759554,1,"BRHO"
0.559289193461352,493.151482372954,-0.0386638778340509,0.00715473232471898,1,"BRHO"
0.627787050914206,415.534223610306,-0.0414962994914879,0.0176599839762297,1,"BRHO"
0.55923006958619,470.824314213046,-0.0373729463494487,0.00707270178944558,1,"BRHO"
0.625048209680195,455.96882213869,-0.0432629858263312,0.0134532405642782,1,"BRHO"
0.437325424195874,542.180864197528,-0.0454481285506204,0.0111197674224567,1,"BRHO"
0.493542049127044,558.022874114484,-0.0456838211568918,0.00939239374200468,1,"BRHO"
0.475406652821022,558.947098927217,-0.0474077582662082,0.0068628469441949,1,"BRHO"
0.547534765300592,448.01015630851,-0.0433283663392198,0.00820529784467316,1,"BRHO"
0.517371025707141,446.890465501106,-0.0376273237592874,0.0143474022116613,1,"BRHO"
0.514084805705808,467.642004760216,-0.0415063156270029,0.0107365172613848,1,"BRHO"
0.572475890587897,444.009499779985,-0.0372717896080294,0.0131130131129666,1,"BRHO"
0.711795846314505,411.050258956615,-0.03737547131631,0.0191280454485237,1,"BRHO"
0.552269737512558,491.052572415866,-0.0457476702393804,0.0153344452393552,1,"BRHO"
0.555883612526283,482.370909890452,-0.0494545926431789,0.0107889985652651,1,"BRHO"
0.475413949047458,499.459254519213,-0.0467163467257784,0.0035556732275916,1,"BRHO"
0.491348961999939,514.478107177085,-0.0416308965421712,0.00974685698588163,1,"BRHO"
0.499231787244059,508.306237937804,-0.0390824796380641,0.0118671546880157,1,"BRHO"
0.626434446907099,436.800586389402,-0.0330233618169133,0.0152523799730045,1,"BRHO"
0.547594928870028,485.620067267052,-0.0426095161624575,0.0127337411773282,1,"BRHO"
0.506030774315726,468.952844497255,-0.0417381613308378,0.00721252259151638,1,"BRHO"
0.484711369554384,515.498609161812,-0.0440967169004872,0.000395888834126778,1,"BRHO"
0.577474342930752,498.739277855349,-0.0400736157081395,0.00238518048356875,1,"BRHO"
0.527951202740811,418.489212021865,-0.0338204783022643,0.0203572274854534,1,"BRHO"
0.645702216197735,406.596012174558,-0.0378283717217115,0.0204247850542443,1,"BRHO"
0.510523430295356,476.488377692865,-0.0411539698610277,0.0115712959022245,1,"BRHO"
0.469636468375007,479.651599826724,-0.0460892400793128,0.00624257836373303,1,"BRHO"
0.57080359791393,426.494887662476,-0.0411749531047976,0.0186878788305633,1,"BRHO"
0.570004073727179,465.581741735941,-0.0468493196543167,0.0185242474039104,1,"BRHO"
0.640486250927415,458.253553979864,-0.0320628510573131,0.0216264931259507,1,"BRHO"
0.634107897454134,465.284846599275,-0.0395920521126068,0.00836387194413876,1,"BRHO"
0.592262323415126,408.645734777349,-0.0366492688487384,0.0171009750280256,1,"BRHO"
0.658921348637882,434.279158872337,-0.028732933830308,0.0209820899490077,1,"BRHO"
0.615981116940274,469.265582488872,-0.0278554346682168,0.013078360618655,1,"BRHO"
0.448607688668197,569.557509603845,-0.0493008529549506,0.0060962387223112,1,"BRHO"
0.499084001727722,539.814710583769,-0.0515684505599456,0.00971606253943842,1,"BRHO"
0.588116270909066,477.75301979238,-0.0397906804224394,0.0102440822465868,1,"BRHO"
0.607019086475012,475.309329563019,-0.0424497824264363,0.0241018643158455,1,"BRHO"
0.541519626916386,452.46159101734,-0.0369683431272445,0.0183186810649657,1,"BRHO"
0.57585789492464,442.735418861941,-0.040792761600004,0.0181072433194675,1,"BRHO"
0.596517233373097,432.704558613251,-0.0356791260301243,0.024384988332895,1,"BRHO"
0.544193491609772,468.133079994417,-0.0438441433060143,0.00769969861236353,1,"BRHO"
0.472206330815226,553.696725441417,-0.0448552043911359,0.00531767813720794,1,"BRHO"
0.451654863067981,532.355409347781,-0.0463231149559288,0.0095223630422921,1,"BRHO"
0.592899654081618,461.515311672982,-0.0426049526029308,0.0190710186233088,1,"BRHO"
0.606945966910907,437.246563673673,-0.0389034317933638,0.0206189217229636,1,"BRHO"
0.561865516773643,420.407823746941,-0.0418052038337897,0.0224702150296004,1,"BRHO"
0.570003465512728,475.060351409507,-0.0458847546507149,0.0113732103467033,1,"BRHO"
0.563976459308709,473.848574753585,-0.0468033729560161,0.014064949146057,1,"BRHO"
0.634128631769709,412.442921613714,-0.0283785214783953,0.0195581106262568,1,"BRHO"
0.760746737087382,396.204415658222,-0.0282393420100868,0.025599515916262,1,"BRHO"
0.670976255079982,497.601469216615,-0.0443502643249193,0.0194220080472511,1,"BRHO"
0.517881406044096,442.07327705863,-0.0364540723575736,0.0157365954362931,1,"BRHO"
0.521782415193379,569.466642230294,-0.0471686483448463,0.00838434588541232,1,"BRHO"
0.473001618423136,525.954532745548,-0.0497775687116399,0.0123606397939292,1,"BRHO"
0.474679536815239,510.173793410489,-0.0467118108874603,0.00670416124230201,1,"BRHO"
0.565945022273019,473.895945949891,-0.0402178935124231,0.0143085218666681,1,"BRHO"
0.620650415444434,461.224600429385,-0.0384540611868359,0.0191482467870669,1,"BRHO"
0.645561632551501,398.099685694229,-0.0312599808818411,0.0205755376455151,1,"BRHO"
0.477047739060015,490.756099400024,-0.0424480737292403,0.0147728304092923,1,"BRHO"
0.564389614646141,428.586821857613,-0.045362005942743,0.0180035871452859,1,"BRHO"
0.503966931553521,513.311397790562,-0.0479600535492881,0.0120182272950525,1,"BRHO"
0.468061129777621,484.946173270724,-0.0456375437563772,0.0123771173923454,1,"BRHO"
0.582750848325941,447.867621558127,-0.0344150367341968,0.0201088028837448,1,"BRHO"
0.527186346315018,433.97144380041,-0.0398848120075788,0.0157942809522482,1,"BRHO"
0.561123766139051,433.892044095925,-0.0324215816374515,0.0109291866621606,1,"BRHO"
0.551952041051227,496.673811518584,-0.0489396980495631,0.0170423555221284,1,"BRHO"
0.607275972675169,449.863987448591,-0.0415840061290279,0.0242972814221952,1,"BRHO"
0.606966514715863,380.258733858533,-0.0429830011938564,0.019606325319279,1,"BRHO"
0.726203326266404,426.642750420919,-0.0425974223889622,0.0171818380541763,1,"BRHO"
0.622906516401614,457.683309431216,-0.0418269019118572,0.0143897330874446,1,"BRHO"
0.543092838299984,453.047255809243,-0.0310180219604493,0.0115659589236219,1,"BRHO"
0.624057315253563,450.033589965759,-0.0424906588204402,0.0207344588094011,1,"BRHO"
0.633613934676525,426.483980331603,-0.0427509736001692,0.0196528681405333,1,"BRHO"
0.5982277830989,491.027331706458,-0.043746151866098,0.00625144277826683,1,"BRHO"
0.441982930694742,512.350330586607,-0.0400652651527844,0.00701060061542758,1,"BRHO"
0.513980631872475,443.565133616995,-0.0438325353203531,0.00936565264921793,1,"BRHO"
0.515922533027832,521.152635078077,-0.0476339011165282,0.0102211983021056,1,"BRHO"
0.526209802249041,530.214246296073,-0.0501275050387025,0.00626511463801472,1,"BRHO"
0.559408467614061,453.409819352313,-0.0484337474484873,0.0162761239607569,1,"BRHO"
0.618572443749632,396.276271132672,-0.0334141311019459,0.0253344574317883,1,"BRHO"
0.550106066122017,492.020765546477,-0.0482429735514879,0.0127820900675977,1,"BRHO"
0.681128232465337,398.226517628052,-0.0307059894244797,0.0304214509514823,1,"BRHO"
0.505134740580228,542.507640163578,-0.042825017870691,0.0101535790815023,1,"BRHO"
0.460840722052948,503.017891532435,-0.0381959828136496,0.00918894142904278,1,"BRHO"
0.628226239497997,403.425899380427,-0.0407996867088604,0.0178712055611007,1,"BRHO"
0.5756104856581,478.480286221946,-0.0394124378761089,0.0208949418450171,1,"BRHO"
0.675051057100987,376.187348910273,-0.0349561195058864,0.0102525385728423,1,"BRHO"
0.492907221680488,519.299068879701,-0.0463575168223652,0.012742677024902,1,"BRHO"
0.497800206888226,460.901126670496,-0.0392212424593711,0.0172663726145189,1,"BRHO"
0.548190138568787,478.39315618025,-0.0381082735355683,0.0141714449191607,1,"BRHO"
0.54984328939881,515.053041340585,-0.0459190534379276,0.00641877502721055,1,"BRHO"
0.53132900087875,429.034512887058,-0.0368891444063085,0.0189509933191095,1,"BRHO"
0.615636253399482,480.251673372326,-0.0394160267478182,0.0123621603184119,1,"BRHO"
0.619366760189199,429.195480415346,-0.0375056415436913,0.0200636621822538,1,"BRHO"
0.451407996079616,513.577997333575,-0.0439794197914278,0.0149515216447372,1,"BRHO"
0.564257415196271,471.847594823065,-0.0407953499647887,0.0182363723597842,1,"BRHO"
0.549169067528219,495.833290118316,-0.0456840592230228,0.00768590805273799,1,"BRHO"
0.575063691828231,412.429356089134,-0.038142744403462,0.0180722974551063,1,"BRHO"
0.504721342384902,539.07801142961,-0.0414458815648332,0.00645077239626323,1,"BRHO"
0.587335460868843,482.739660959535,-0.0458890400514685,0.0154836025660028,1,"BRHO"
0.480033192757928,503.45503843803,-0.0502058628970237,0.00996277280252168,1,"BRHO"
0.527150712180827,466.268362463339,-0.0412103697165029,0.016166010960943,1,"BRHO"
0.517468642407699,494.939136298824,-0.0411160597876997,0.0146760500720934,1,"BRHO"
0.513629553938164,441.753073991872,-0.0330154655643606,0.0152231616352845,1,"BRHO"
0.495705745487134,505.149656158383,-0.0391925189872968,0.00865118680411952,1,"BRHO"
0.606556536054286,487.304539093798,-0.0493565510544973,0.0141573488817189,1,"BRHO"
0.519711905580488,462.349183492323,-0.0382245313543058,0.0173682792095162,1,"BRHO"
0.597435614074792,406.488323038117,-0.0426472330265628,0.0185655371828961,1,"BRHO"
0.557655973182191,513.493990878734,-0.0413504668010559,0.0109461263899452,1,"BRHO"
0.551925215786905,466.20917481839,-0.0409656233537974,0.0137469202798597,1,"BRHO"
0.638965480936228,427.467966826298,-0.0414544035106386,0.0190545130734745,1,"BRHO"
0.590645115068869,442.134592103748,-0.0371662401907227,0.012225274359081,1,"BRHO"
0.534080307727168,490.816194921248,-0.0418153014473203,0.0132577050430579,1,"BRHO"
0.486148339087474,489.807933708636,-0.0496559383085266,0.00846026650117477,1,"BRHO"
0.527453360529366,508.700076557621,-0.0459918338676515,0.00562659081153576,1,"BRHO"
0.560679682710141,436.941972465532,-0.0408428237494829,0.0144392105029788,1,"BRHO"
0.460228877306866,495.301471933654,-0.0402729779822389,0.00696869772111834,1,"BRHO"
0.522249045758469,493.979794819784,-0.0408149689012752,0.019470960684766,1,"BRHO"
0.625483443179096,497.323244617934,-0.0400445193439748,0.0081779723746291,1,"BRHO"
0.484047111123096,517.393154770056,-0.0444599484816212,0.00769690097329139,1,"BRHO"
0.514408244130421,527.8233442746,-0.0432327674073516,0.0195796449625056,1,"BRHO"
0.551520247955086,492.456544499339,-0.049327949482051,0.01377017240763,1,"BRHO"
0.59415068029939,419.059829043894,-0.0347274919511338,0.0122180549842413,1,"BRHO"
0.507072519382506,516.970608059073,-0.0383816435155855,0.00451275984987873,1,"BRHO"
0.47436243579347,509.52064157004,-0.0424654207258729,0.00918313672383907,1,"BRHO"
0.452377917419975,515.053170807596,-0.0492225422521728,0.00749518483259765,1,"BRHO"
0.614175273700197,410.809378451398,-0.02464371446421,0.0190079335912035,1,"BRHO"
0.54186362428005,446.527187010173,-0.0398832715216739,0.013029245540409,1,"BRHO"
0.48189877808627,493.435008985866,-0.0390188690359626,0.0101435501972791,1,"BRHO"
0.54140676818393,462.315062256153,-0.046754340323822,0.0124592124927734,1,"BRHO"
0.48155931359519,485.779413902084,-0.0383327333181666,0.00955608878210919,1,"BRHO"
