unique.ID,block,water,microbe,rep,bkgrd,focal,ACAM,BRHO,BRHO.flowering,date,BRHO.flowering.followup,date.followup,sample.collected,num.living.bg.indiv,num.dead.bg.indiv,num.focal.indiv,date,notes
153,38,0.6,1,1,ACAM,BRHO,6,focal,no,4/10/24,yes,4/15/24,,,,,,
174,39,1,1,1,ACAM,BRHO,12,focal,yes,4/10/24,,,,,,,,
328,39,0.6,1,3,BRHO,ACAM,focal,48,yes,4/10/24,,,,,,,,
245,39,0.6,1,4,ACAM,BRHO,18,focal,yes,4/10/24,,,,,,,,
221,39,0.75,1,3,ACAM,BRHO,0,focal,no,4/10/24,buds,4/15/24,,,,,,
335,39,1,1,3,BRHO,ACAM,focal,24,yes,4/10/24,,,,,,,,
233,39,1,1,3,ACAM,BRHO,6,focal,no,4/10/24,no,4/15/24,,,,,,
220,39,0.6,1,3,ACAM,BRHO,84,focal,no,4/10/24,buds,4/15/24,,,,,,
249,39,0.6,1,4,ACAM,BRHO,60,focal,no,4/10/24,buds,4/15/24,,,,,,
355,40,0.75,1,5,BRHO,ACAM,focal,24,yes,4/10/24,,,,,,,,
169,40,0.75,1,1,ACAM,BRHO,60,focal,yes,4/10/24,,,,,,,,
229,40,0.75,1,3,ACAM,BRHO,60,focal,buds,4/10/24,yes,4/15/24,,,,,,
284,40,0.75,1,5,ACAM,BRHO,12,focal,no,4/10/24,buds,4/15/24,,,,,,
271,40,0.6,1,5,ACAM,BRHO,0,focal,yes,4/10/24,,,,,,,,
334,40,1,1,3,BRHO,ACAM,focal,12,yes,4/10/24,,,,,,,,
291,40,1,1,5,ACAM,BRHO,0,focal,no,4/10/24,buds,4/15/24,,,,,,
319,40,0.75,1,2,BRHO,ACAM,focal,24,no,4/10/24,yes,4/15/24,,,,,,
168,41,0.75,1,1,ACAM,BRHO,48,focal,yes,4/10/24,,,,,,,,
254,41,0.75,1,4,ACAM,BRHO,12,focal,yes,4/10/24,,,,,,,,
260,41,0.75,1,4,ACAM,BRHO,84,focal,yes,4/10/24,,,,,,,,
263,41,1,1,4,ACAM,BRHO,6,focal,buds,4/10/24,yes,4/15/24,,,,,,
305,41,0.75,1,1,BRHO,ACAM,focal,0,NA,4/10/24,,,,,,,,
318,41,0.75,1,2,BRHO,ACAM,focal,12,yes,4/10/24,,,,,,,,
354,41,0.75,1,5,BRHO,ACAM,focal,12,yes,4/10/24,,,,,,,,
235,41,1,1,3,ACAM,BRHO,18,focal,buds,4/10/24,yes,4/15/24,,,,,,
11,42,0.75,0,1,ACAM,BRHO,0,focal,yes,4/10/24,,,,,,,,
45,42,0.75,0,2,ACAM,BRHO,18,focal,yes,4/10/24,,,,,,,,
80,42,0.75,0,3,ACAM,BRHO,84,focal,yes,4/10/24,,,,,,,,
14,42,0.75,0,1,ACAM,BRHO,12,focal,yes,4/10/24,,,,,,,,
116,42,1,0,4,ACAM,BRHO,24,focal,yes,4/10/24,,,,,,,,
272,34,0.6,1,5,ACAM,BRHO,3,focal,yes,4/10/24,,,,,,,,
282,34,0.75,1,5,ACAM,BRHO,3,focal,yes,4/10/24,,,,,,,,
361,34,0.75,1,6,ACAM,BRHO,12,focal,yes,4/10/24,,,,,,,,
292,34,1,1,5,ACAM,BRHO,3,focal,no,4/10/24,buds,4/15/24,,,,,,
283,34,0.75,1,5,ACAM,BRHO,6,focal,yes,4/10/24,,,,,,,,
273,34,0.6,1,5,ACAM,BRHO,6,focal,yes,4/10/24,,,,,,,,
