"focal","water","post_num","igr","equil","alpha_inter","microbe"
"ACAM",1,1068,0.0154478601107808,147,-0.0265279900098703,1
"ACAM",1,321,0.109114502784488,155,-0.0246499023696643,1
"ACAM",1,1001,1.01623286207659,133,-0.0211966163579286,1
"ACAM",1,1840,-0.253642010790143,150,-0.028508285922908,1
"ACAM",1,2911,-0.431734083710217,148,-0.0292754264051286,1
"ACAM",1,2034,0.153607816426515,131,-0.0291550307707615,1
"ACAM",1,272,-0.145283065861469,155,-0.0261960928383599,1
"ACAM",1,1312,1.19860597768554,152,-0.0171152106593157,1
"ACAM",1,2406,1.12324389747477,145,-0.0182156396365216,1
"ACAM",1,452,0.278282601251766,140,-0.0258587545992319,1
"ACAM",1,898,1.1756101450693,145,-0.0182844816906629,1
"ACAM",1,1292,-0.0871810494021577,150,-0.0263722235708706,1
"ACAM",1,1197,0.197892557196417,142,-0.026312020685803,1
"ACAM",1,1360,0.548144871092623,135,-0.0239874164642652,1
"ACAM",1,1042,0.88550371752694,150,-0.0193217990857029,1
"ACAM",1,687,0.462421837819647,129,-0.0272610803574724,1
"ACAM",1,1858,0.978910740412735,141,-0.0202433646191385,1
"ACAM",1,2110,0.959805052100806,140,-0.0201056662362459,1
"ACAM",1,795,0.876382767538995,136,-0.0217374017445921,1
"ACAM",1,676,-0.37593804940568,149,-0.0285523194136666,1
"ACAM",1,425,0.220751459390818,134,-0.0277740888712645,1
"ACAM",1,775,0.723535814032235,139,-0.0224703715511891,1
"ACAM",1,2850,-0.214744090097343,154,-0.027387226007694,1
"ACAM",1,2797,0.263852762620673,149,-0.024332272257497,1
"ACAM",1,112,1.15861369236058,152,-0.0170717592069976,1
"ACAM",1,1954,0.428705964467592,129,-0.0262875700730295,1
"ACAM",1,2007,1.23632840485381,131,-0.0197271052320911,1
"ACAM",1,1722,-0.144061028327429,151,-0.0270057927490593,1
"ACAM",1,1586,1.09917761299243,134,-0.0203926024209425,1
"ACAM",1,1614,0.767761133035132,138,-0.0218847908492074,1
"ACAM",1,2583,0.00708628845268649,149,-0.0264725186773095,1
"ACAM",1,2356,1.16478133144668,144,-0.0183173956963643,1
"ACAM",1,163,0.63506422875403,135,-0.0246744654582947,1
"ACAM",1,1320,0.46812765778126,134,-0.025312741295079,1
"ACAM",1,1162,0.272430808244271,146,-0.0244919192942999,1
"ACAM",1,2448,0.51587995298524,147,-0.0229979094222047,1
"ACAM",1,1404,0.0818332739756819,134,-0.0286722096370162,1
"ACAM",1,95,1.02543765984818,134,-0.0211730692112594,1
"ACAM",1,2345,0.0174964770276817,143,-0.026816565368917,1
"ACAM",1,800,-0.239371666828255,149,-0.0284129081891798,1
"ACAM",1,2136,0.207709152996023,135,-0.0277453220944695,1
"ACAM",1,1570,0.267536366843111,139,-0.0261608023309914,1
"ACAM",1,1867,1.06868342063062,158,-0.0178420210516896,1
"ACAM",1,1426,0.205787349712494,152,-0.0245714946565632,1
"ACAM",1,962,0.119123332884068,140,-0.0278456706159741,1
"ACAM",1,147,0.164085693715016,131,-0.0290471556872296,1
"ACAM",1,1363,0.665697693074299,131,-0.0245092170671132,1
"ACAM",1,2764,0.853919458260901,140,-0.0209081185930408,1
"ACAM",1,445,0.20531380832676,143,-0.0262780051330448,1
"ACAM",1,799,1.29218518728394,142,-0.0171248268574719,1
"ACAM",1,1525,0.386513744282171,135,-0.0258831787500983,1
"ACAM",1,1186,0.18926634601281,150,-0.0245512812695127,1
"ACAM",1,954,0.297321806026285,151,-0.0233415989850087,1
"ACAM",1,71,1.04498960993331,137,-0.0200528534653396,1
"ACAM",1,84,0.302282230995555,135,-0.0269457676664085,1
"ACAM",1,737,0.759589132160016,131,-0.024503444201425,1
"ACAM",1,1111,1.17244212774231,138,-0.0192462241011127,1
"ACAM",1,1726,0.347022867107969,157,-0.0222108360651777,1
"ACAM",1,1447,-0.472122882204673,155,-0.0293508407037368,1
"ACAM",1,872,0.576008178966331,135,-0.0245171853454964,1
"ACAM",1,1944,0.577756701492057,143,-0.0233657293877008,1
"ACAM",1,2142,0.136149177557351,144,-0.0268112592222095,1
"ACAM",1,448,0.010506447037061,144,-0.0276953174228727,1
"ACAM",1,156,0.43745527762123,141,-0.0244000504895672,1
"ACAM",1,1544,0.191506960343019,149,-0.0256186487735871,1
"ACAM",1,2664,0.136527310574448,144,-0.0260751799852882,1
"ACAM",1,730,0.196305620292885,137,-0.0265709458008382,1
"ACAM",1,1769,1.12866277791102,131,-0.0206606772805377,1
"ACAM",1,85,0.796403898894768,140,-0.0224920319087896,1
"ACAM",1,753,0.668227966739212,135,-0.0241945482404237,1
"ACAM",1,2921,1.50541701325383,131,-0.0174566533198779,1
"ACAM",1,426,0.430773340081995,147,-0.0229490757594451,1
"ACAM",1,2447,0.316889552342084,144,-0.0249739120581707,1
"ACAM",1,918,0.676743364930672,142,-0.0223019721722019,1
"ACAM",1,943,-0.283139287009003,147,-0.0288483342631247,1
"ACAM",1,422,-0.114907607285487,148,-0.0274553455768728,1
"ACAM",1,2752,0.524985232473846,141,-0.0242817694284148,1
"ACAM",1,666,0.943202785849815,132,-0.0225115011153937,1
"ACAM",1,278,-0.0292352771886926,153,-0.0256922295941393,1
"ACAM",1,1004,-0.00359196479095354,158,-0.0245001660944343,1
"ACAM",1,561,-0.287207353362289,152,-0.0276895605496584,1
"ACAM",1,2396,0.835895540179816,130,-0.0235602823846516,1
"ACAM",1,2658,0.505257670149687,130,-0.0264011274056817,1
"ACAM",1,949,-0.565047005721499,154,-0.0294152735538526,1
"ACAM",1,749,1.05526078725467,140,-0.0198307915558345,1
"ACAM",1,379,0.595426018454116,140,-0.0241810820204839,1
"ACAM",1,1920,0.742813056801954,140,-0.0220548570033693,1
"ACAM",1,2929,0.972144994100567,131,-0.0217592827712871,1
"ACAM",1,2274,0.0314094210410268,147,-0.026642064154914,1
"ACAM",1,2462,0.40821496792311,150,-0.0230865934191314,1
"ACAM",1,81,1.29929726734352,132,-0.0196424368233233,1
"ACAM",1,447,0.240887037251,140,-0.0261819908324266,1
"ACAM",1,1438,0.450853014837738,142,-0.0237060784805354,1
"BRHO",0.6,1368,5.69700213580098,93,-0.00673580037120211,1
"BRHO",0.6,1528,5.22532458470532,112,-0.014145689858534,1
"BRHO",0.6,1452,5.51929204818954,106,-0.00964723188393078,1
"BRHO",0.6,2271,5.43732400755272,102,-0.0117933849965612,1
"BRHO",0.6,612,5.53968441731324,101,-0.0102593388789005,1
"BRHO",0.6,132,5.46268685103211,98,-0.0124428234261949,1
"BRHO",0.6,1254,5.37197161087855,102,-0.0127184879397534,1
"BRHO",0.6,862,5.54861573792209,116,-0.00901712318392202,1
"BRHO",0.6,1551,5.42901873342862,114,-0.0102318049217828,1
"BRHO",0.6,520,5.39969950428974,95,-0.0124384936308159,1
"BRHO",0.6,829,5.43498824604067,97,-0.0122543310200342,1
"BRHO",0.6,748,5.6511437855272,99,-0.00807717462489337,1
"BRHO",0.6,1801,5.31078990852793,101,-0.0139004907100838,1
"BRHO",0.6,1021,5.71089197427656,100,-0.0075301693912425,1
"BRHO",0.6,1153,5.43880160890693,95,-0.0118092419971088,1
"BRHO",0.6,319,5.2688173073638,109,-0.0145228885671914,1
"BRHO",0.6,1967,5.46719108321585,112,-0.00930711865501511,1
"BRHO",0.6,2879,5.38446136405735,94,-0.014504225150841,1
"BRHO",0.6,883,5.41339092148054,109,-0.0115250417284588,1
"BRHO",0.6,2212,5.69198659931296,100,-0.00726805933918854,1
"BRHO",0.6,992,5.49695071910259,101,-0.0113339876689805,1
"BRHO",0.6,331,5.62084474855418,97,-0.00912435533207714,1
"BRHO",0.6,651,5.42604374326825,102,-0.011905578206449,1
"BRHO",0.6,2965,5.32354783817579,100,-0.0145971324402108,1
"BRHO",0.6,1446,5.44801403225992,112,-0.0111315770492678,1
"BRHO",0.6,1688,5.32821653865228,118,-0.0111184647586755,1
"BRHO",0.6,1766,5.56544310520973,94,-0.00967704241620638,1
"BRHO",0.6,83,5.45570729883224,93,-0.0127948635992627,1
"BRHO",0.6,587,5.31617187865893,109,-0.012901206149334,1
"BRHO",0.6,1593,5.40912013091461,114,-0.0112370480428632,1
"BRHO",0.6,2982,5.09968776503582,123,-0.0150790616099108,1
"BRHO",0.6,855,5.22749569155538,110,-0.0154773787576458,1
"BRHO",0.6,2314,5.57012242903108,107,-0.00908544946327661,1
"BRHO",0.6,2505,5.38853179482558,113,-0.0103977341076792,1
"BRHO",0.6,1810,5.3415791156409,108,-0.011616830257096,1
"BRHO",0.6,2467,5.37958404152072,101,-0.0134074073163505,1
"BRHO",0.6,746,5.47593692777411,93,-0.0125663704474307,1
"BRHO",0.6,2296,5.37121592613626,98,-0.0147174734756794,1
"BRHO",0.6,2784,5.28286795158316,122,-0.0123985535196284,1
"BRHO",0.6,2658,5.31667000324191,111,-0.0132850777800002,1
"BRHO",0.6,2487,5.63083391479316,110,-0.00727510084757936,1
"BRHO",0.6,262,5.52960564378261,100,-0.0105242583445187,1
"BRHO",0.6,2924,5.28788067483025,107,-0.0140709659036604,1
"BRHO",0.6,600,5.53162617579051,97,-0.0100626134748362,1
"BRHO",0.6,1792,5.46041791447552,105,-0.0119001575869677,1
"BRHO",0.6,1894,5.2481168811431,102,-0.0153959244305062,1
"BRHO",0.6,95,5.11403244957699,117,-0.0151890831932544,1
"BRHO",0.6,1340,5.61120991845539,96,-0.00911043638981463,1
"BRHO",0.6,1812,5.49396729538934,97,-0.0118450585164864,1
"BRHO",0.6,1033,5.35565856153057,109,-0.0126434919204198,1
"BRHO",0.6,1971,5.61812699698578,95,-0.009493659025129,1
"BRHO",0.6,2471,5.38611536446042,109,-0.0124895431985383,1
"BRHO",0.6,721,5.41737768046942,110,-0.0113246096418323,1
"BRHO",0.6,960,5.27256989514816,104,-0.0144027033029312,1
"BRHO",0.6,1060,5.33818365375521,102,-0.0128464533228027,1
"BRHO",0.6,2297,5.55838953281561,98,-0.0100394767376838,1
"BRHO",0.6,141,5.47220906739623,101,-0.0102921515905171,1
"BRHO",0.6,2329,5.52678046264863,97,-0.0105890900523117,1
"BRHO",0.6,1143,5.6192211597798,114,-0.00718112162810375,1
"BRHO",0.6,2140,5.46802205096882,98,-0.0119611933128383,1
"BRHO",0.6,2066,5.25222504494848,113,-0.0137392320219737,1
"BRHO",0.6,76,5.48557197758149,100,-0.0101362333225789,1
"BRHO",0.6,1422,5.40335260037578,103,-0.0134196448614581,1
"BRHO",0.6,655,5.68520124268498,93,-0.00701322235452765,1
"BRHO",0.6,730,5.29922556744205,98,-0.0153365182244317,1
"BRHO",0.6,2615,5.53002728864731,105,-0.00937507513754438,1
"BRHO",0.6,1432,5.30783240171295,122,-0.0121055622861252,1
"BRHO",0.6,1820,5.52623442643,95,-0.0119253978964188,1
"BRHO",0.6,784,5.48157895746738,119,-0.00887904781100829,1
"BRHO",0.6,1780,5.46801260995825,112,-0.010013462487182,1
"BRHO",0.6,528,5.48175775575667,101,-0.0117249749144687,1
"BRHO",0.6,25,5.28555901634924,107,-0.0138811953799718,1
"BRHO",0.6,69,5.55085967503292,100,-0.0110578054197239,1
"BRHO",0.6,11,5.33040287183634,113,-0.0128468620367532,1
"BRHO",0.6,1287,5.49773038643899,98,-0.0113221189528714,1
"BRHO",0.6,185,5.60753464639166,112,-0.00792039212008219,1
"BRHO",0.6,1991,5.35101402458057,112,-0.0129617501899433,1
"BRHO",0.6,196,5.25701652184295,105,-0.0136158824348771,1
"BRHO",0.6,2647,5.62446162700137,97,-0.0084384168867304,1
"BRHO",0.6,1928,5.47587827241361,106,-0.00986636201208176,1
"BRHO",0.6,2810,5.27943461968596,117,-0.0124970134246072,1
"BRHO",0.6,1607,5.52845774209944,105,-0.00918817860223523,1
"BRHO",0.6,418,5.51834997987851,101,-0.00965498598243543,1
"BRHO",0.6,1746,5.25371557840995,106,-0.0154716893621507,1
"BRHO",0.6,1559,5.27039897538986,102,-0.0151011824705511,1
"BRHO",0.6,1805,5.5739944869939,109,-0.00873222131964129,1
"BRHO",0.6,504,5.35501630108995,108,-0.0127195105175309,1
"BRHO",0.6,1510,5.46824027536621,116,-0.0100661364134377,1
"BRHO",0.6,2800,5.43235745759299,100,-0.0120143497737316,1
"BRHO",0.6,535,5.24642044655576,117,-0.0138316441484873,1
"BRHO",0.6,907,5.25798037351906,107,-0.014833381266302,1
"BRHO",0.6,903,5.5633902471276,95,-0.0093069127486794,1
"BRHO",0.6,1400,5.58076687900935,110,-0.00783566618366867,1
"BRHO",0.6,2052,5.55624370683123,96,-0.0101948807310491,1
"BRHO",0.6,382,5.53183965572577,101,-0.0111329261980385,1
"BRHO",0.6,1227,5.51137146111016,89,-0.0127261939973594,1
"BRHO",0.6,2274,5.39106360655734,111,-0.0118750422202584,1
"BRHO",0.6,1087,5.49424561997951,100,-0.0111776611671066,1
"BRHO",0.6,738,5.29289942711439,97,-0.0151843977653025,1
"BRHO",0.6,938,5.33782229994586,95,-0.0154711094173674,1
"BRHO",0.6,157,5.26731685042021,120,-0.0135395463751022,1
"BRHO",0.6,2385,5.6666776983505,103,-0.00695823901794339,1
"BRHO",0.6,2122,5.29040537890409,120,-0.0118409629899524,1
"BRHO",0.6,2612,5.573817848598,109,-0.00903132581263395,1
"BRHO",0.6,2721,5.49432312042406,116,-0.0101508370061803,1
"BRHO",0.6,2025,5.39681705178317,100,-0.0119023987105783,1
"BRHO",0.6,2421,5.59307309538709,97,-0.0101071663456847,1
"BRHO",0.6,1972,5.51760140698679,100,-0.0102474247852754,1
"BRHO",0.6,519,5.55560332049719,96,-0.0111618409848311,1
"BRHO",0.6,454,5.44274996424207,107,-0.0108028614088522,1
"BRHO",0.6,1331,5.61563578322441,110,-0.00892250897296137,1
"BRHO",0.6,1040,5.28898409873782,115,-0.0137367508678879,1
"BRHO",0.6,2104,5.455614415505,100,-0.0119127863107399,1
"BRHO",0.6,2491,5.22831167604197,111,-0.0145600831548764,1
"BRHO",0.6,2407,5.42789194157017,100,-0.0125576443280938,1
"BRHO",0.6,2946,5.52536130039748,92,-0.0101898116078621,1
"BRHO",0.6,1808,5.45408425411154,105,-0.0112100635529818,1
"BRHO",0.6,826,5.42273244530613,103,-0.0119931054049439,1
"BRHO",0.6,929,5.51595268271394,94,-0.0114942774574992,1
"BRHO",0.6,1672,5.46626943618225,105,-0.0111329417593192,1
"BRHO",0.6,1361,5.55514044916981,102,-0.00969471510011564,1
"BRHO",0.6,2054,5.53380449352381,108,-0.00862215467896199,1
"BRHO",0.6,1318,5.41080401213911,102,-0.0127701982711945,1
"BRHO",0.6,1954,5.602240503387,99,-0.00887090224049459,1
"BRHO",0.6,1299,5.54883891047614,91,-0.0104900359254269,1
"BRHO",0.6,166,5.5850011435001,99,-0.00959695469672842,1
"BRHO",0.6,802,5.19143187215672,118,-0.0144377699178869,1
"BRHO",0.6,546,5.6245998680557,116,-0.00698739576558842,1
"BRHO",0.6,1970,5.53696104061715,101,-0.0113217157423216,1
"BRHO",0.6,1165,5.47006457105315,95,-0.0110579959682424,1
"BRHO",0.6,2448,5.54517270648122,94,-0.00954641733565252,1
"BRHO",0.6,27,5.42312698251993,99,-0.0131021361902512,1
"BRHO",0.6,2729,5.52125073894452,96,-0.00955339721806226,1
"BRHO",0.6,1923,5.46623274622343,114,-0.0103432396048877,1
"BRHO",0.6,1352,5.35996562656184,106,-0.0118597972201962,1
"BRHO",0.6,1116,5.26823029639884,109,-0.0134341704507559,1
"BRHO",0.6,1876,5.51557146243811,94,-0.0101990114459249,1
"BRHO",0.6,2636,5.58823660135621,104,-0.00826054228024323,1
"BRHO",0.6,419,5.45139900930009,105,-0.0117370777049922,1
"BRHO",0.6,951,5.27135854006888,114,-0.0128967235543017,1
"BRHO",0.6,1622,5.61819126042918,103,-0.00727501615438384,1
"BRHO",0.6,809,5.50615158682283,111,-0.00953959893536208,1
"BRHO",0.6,685,5.24303789258376,102,-0.0153818150528496,1
"BRHO",0.6,2818,5.53047342127776,104,-0.0103322572599707,1
"BRHO",0.6,2034,5.5423060824336,109,-0.00961913868300303,1
"BRHO",0.6,35,5.58016532699437,115,-0.0077885667253406,1
"BRHO",0.6,2820,5.65872786348417,99,-0.00743780657967828,1
"BRHO",0.6,1126,5.16429937803868,124,-0.0146661052000636,1
"BRHO",0.6,1550,5.52232894043944,101,-0.010442798420764,1
"BRHO",0.6,1282,5.30469477515467,110,-0.0123587943578242,1
"BRHO",0.6,1404,5.47782851398991,115,-0.00907625140490887,1
"BRHO",0.6,1686,5.56928904220242,95,-0.00960463867012139,1
"BRHO",0.6,2369,5.49968769765467,92,-0.0127151353679867,1
"BRHO",0.6,1642,5.11784966317599,122,-0.0148494451647678,1
"BRHO",0.6,2513,5.42087457755274,112,-0.0118767012516257,1
"BRHO",0.6,650,5.6232565586566,102,-0.00882268095427573,1
"BRHO",0.6,2132,5.25554890864027,114,-0.0138038412423606,1
"BRHO",0.6,1996,5.42382458590372,97,-0.012746286473178,1
"BRHO",0.6,2889,5.53368006198999,98,-0.0108253802662146,1
"BRHO",0.6,2760,5.57830831385523,93,-0.0100772399523153,1
"BRHO",0.6,1842,5.62902132293218,111,-0.00796815700504363,1
"BRHO",0.6,201,5.40012793703879,100,-0.0126484401507953,1
"BRHO",0.6,1874,5.45047939096754,114,-0.0104585443003678,1
"BRHO",0.6,1843,5.45188106792334,93,-0.013878997050882,1
"BRHO",0.6,310,5.22536594835069,114,-0.0151058192375675,1
"BRHO",0.6,326,5.45912716056864,92,-0.0136846013359056,1
"BRHO",0.6,2157,5.24217237489115,117,-0.0132279589973573,1
"BRHO",0.6,2363,5.33905657075721,108,-0.0126702259245658,1
"BRHO",0.6,2346,5.49823065033937,111,-0.0103129110032009,1
"BRHO",0.6,193,5.31177273681157,114,-0.0119240520220718,1
"BRHO",0.6,1426,5.51528514276666,99,-0.010714565111375,1
"BRHO",0.6,1486,5.49711267272973,98,-0.0120705998095719,1
"BRHO",0.6,1169,5.72730928243934,100,-0.00716525316266957,1
"BRHO",0.6,700,5.57209890186917,110,-0.00844741589577039,1
"BRHO",0.6,403,5.42089538261373,94,-0.0143859107427727,1
"BRHO",0.6,1119,5.44274428805722,99,-0.012413848233085,1
"BRHO",0.6,877,5.43916254580064,103,-0.0115324824863118,1
"BRHO",0.6,1728,5.34501702720645,103,-0.0144220273651963,1
"BRHO",0.6,1893,5.25931914710026,120,-0.0124651228323274,1
"BRHO",0.6,2328,5.66688688284191,96,-0.00772562634277554,1
"BRHO",0.6,525,5.53574087849591,102,-0.0102428876438858,1
"BRHO",0.6,1086,5.49383085661215,108,-0.0108539451505579,1
"BRHO",0.6,1277,5.48273638915435,108,-0.0109260428439194,1
"BRHO",0.6,5,5.42888913932083,99,-0.011321847323999,1
"BRHO",0.6,1965,5.56662764905382,92,-0.00892668296445269,1
"BRHO",0.6,708,5.54925802263923,103,-0.00945808100061118,1
"BRHO",0.6,2501,5.20673670969571,118,-0.0151495122318149,1
"BRHO",0.6,1912,5.56571318456522,93,-0.00947756882668108,1
"BRHO",0.6,2154,5.57730125454808,107,-0.00828339394198469,1
"BRHO",0.6,1123,5.51936595920786,104,-0.0100220286471405,1
"BRHO",0.6,1385,5.27616548896614,116,-0.0132220980693202,1
"BRHO",0.6,187,5.30560263432909,102,-0.0150306271636488,1
"BRHO",0.6,2769,5.3126844507678,119,-0.0124214759365125,1
"BRHO",0.6,2682,5.57630128726218,91,-0.0107178271117083,1
"BRHO",0.6,543,5.31810257815956,99,-0.0141450579932945,1
"BRHO",0.6,256,5.47598859589063,94,-0.0127347898717012,1
"BRHO",0.6,2267,5.58137599422855,93,-0.00972930894639626,1
"BRHO",0.6,2319,5.53083566510803,89,-0.0107457058839641,1
"BRHO",0.6,2009,5.37848201146788,106,-0.0136114643483786,1
"BRHO",0.6,392,5.57357889002927,107,-0.00967752667815977,1
"BRHO",0.6,2393,5.55888207504524,109,-0.00974974976988881,1
"BRHO",0.6,1025,5.43388928772082,111,-0.00987433887473273,1
"BRHO",0.6,1838,5.63170541141881,103,-0.00785527680217764,1
"BRHO",0.6,1248,5.50281075373669,100,-0.0103068567467066,1
"BRHO",0.6,233,5.50332506761236,107,-0.0088378672501473,1
"BRHO",0.6,2893,5.45532509028548,92,-0.0117363340357461,1
"BRHO",0.6,2749,5.56078874695431,94,-0.0102458855626707,1
"BRHO",0.6,1401,5.39826114719678,97,-0.0131027156685045,1
"BRHO",0.6,2752,5.44288794911809,100,-0.0108251295322779,1
"BRHO",0.6,921,5.45781588908393,102,-0.0117028037918807,1
"BRHO",0.6,2744,5.62218630750451,100,-0.00837586359522098,1
"BRHO",0.6,481,5.52696102917609,111,-0.00862494859225063,1
"BRHO",0.6,2365,5.62174773005253,101,-0.0073213825042735,1
"BRHO",0.6,1101,5.61514270092451,91,-0.00960115225546711,1
"BRHO",0.6,101,5.4137525842852,95,-0.0121707684675921,1
"BRHO",0.6,71,5.4756406215995,99,-0.0119243631098898,1
"BRHO",0.6,2098,5.565712701911,102,-0.00944230081782473,1
"BRHO",0.6,2196,5.63716815686558,97,-0.00940101608821723,1
"BRHO",0.6,2669,5.40859223671368,107,-0.0115273516993666,1
"BRHO",0.6,57,5.16891943480954,112,-0.014908364650134,1
"BRHO",0.6,2841,5.63318933305723,111,-0.00676747090066271,1
"BRHO",0.6,2449,5.65790421106969,99,-0.00736812596723415,1
"BRHO",0.6,1702,5.39302405697239,104,-0.0124919238134445,1
"BRHO",0.6,1643,5.44031361281335,113,-0.0111182127796698,1
"BRHO",0.6,337,5.57878043185884,97,-0.0105359795541354,1
"BRHO",0.6,2291,5.11371885784069,117,-0.0154964266141819,1
"BRHO",0.6,31,5.7222021824095,96,-0.00700573136098228,1
"BRHO",0.6,2756,5.55512460628944,116,-0.00849044814671281,1
"BRHO",0.6,2013,5.73613010004275,96,-0.00671337950763713,1
"BRHO",0.6,1822,5.44070429334138,101,-0.0125185368590595,1
"BRHO",0.6,810,5.48969481824674,99,-0.0101007897048466,1
"BRHO",0.6,376,5.35386774634833,119,-0.0117193521525758,1
"BRHO",0.6,2178,5.24578485607191,120,-0.0120784471613206,1
"BRHO",0.6,950,5.40750542641466,114,-0.0115374203987185,1
"BRHO",0.6,2381,5.32584667584408,118,-0.0120104262318132,1
"BRHO",0.6,311,5.57757136452124,95,-0.008398118172619,1
"BRHO",0.6,2185,5.37650642713912,100,-0.0133953560438105,1
"BRHO",0.6,1638,5.35976149997646,106,-0.0119775859285592,1
"BRHO",0.6,308,5.50829161860448,106,-0.0101853911493608,1
"BRHO",0.6,1488,5.60699023623045,99,-0.00791298032496184,1
"BRHO",0.6,2048,5.35713133795591,106,-0.0125416477208874,1
"BRHO",0.6,697,5.40179242268822,108,-0.0118375102102621,1
"BRHO",0.6,888,5.59176227297808,110,-0.00832871614862021,1
"BRHO",0.6,2736,5.21095941705981,109,-0.0147489408139479,1
"BRHO",0.6,975,5.33525663480084,103,-0.0141591481499936,1
"BRHO",0.6,1348,5.35162868962788,109,-0.0120171712372932,1
"BRHO",0.6,252,5.44148632965761,105,-0.0121163421553554,1
"BRHO",0.6,2224,5.27867290064652,103,-0.0153338322425237,1
"BRHO",0.6,2724,5.68485106261556,97,-0.00745832593570513,1
"BRHO",0.6,238,5.34189992564417,102,-0.0129821546045513,1
"BRHO",0.6,1210,5.59455089361721,96,-0.00827230642732783,1
"BRHO",0.6,2238,5.33692420026195,114,-0.0118113893606885,1
"BRHO",0.6,1022,5.22737542538323,117,-0.0142988094404371,1
"BRHO",0.6,1376,5.3323869950533,95,-0.015276958153478,1
"BRHO",0.6,77,5.24743249452972,105,-0.0155983761033802,1
"BRHO",0.6,589,5.26851207313855,99,-0.0143960493878331,1
"BRHO",0.6,404,5.46694071202226,121,-0.00930938252025662,1
"BRHO",0.6,2555,5.48820923774133,106,-0.0110129473128907,1
"BRHO",0.6,654,5.52245584409773,103,-0.0100605169187905,1
"BRHO",0.6,2524,5.41000923680508,114,-0.0105481877779429,1
"BRHO",0.6,1988,5.61379292697477,96,-0.00876587532491398,1
"BRHO",0.6,124,5.36180619409641,104,-0.0131176859292414,1
"BRHO",0.6,846,5.57060814332006,99,-0.00972254708500338,1
"BRHO",0.6,1438,5.48866695409998,104,-0.0111175741237275,1
"BRHO",0.6,1137,5.32847417885537,103,-0.0139394656405143,1
"BRHO",0.6,792,5.40217365743724,95,-0.0136924793870285,1
"BRHO",0.6,498,5.32556181452543,106,-0.0136308631903467,1
"BRHO",0.6,606,5.35783340873181,102,-0.0134284814040915,1
"BRHO",0.6,1662,5.51647586659906,115,-0.00830642362988333,1
"BRHO",0.6,997,5.62903264097756,100,-0.00769360858461864,1
"BRHO",0.6,260,5.48906158059277,103,-0.0110365022080303,1
"BRHO",0.6,1895,5.61489816341794,122,-0.00694562934178991,1
"BRHO",0.6,1235,5.42421584082565,104,-0.0118552355014259,1
"BRHO",0.6,2179,5.29869664361978,103,-0.0131501095640074,1
"BRHO",0.6,2055,5.39735630854871,101,-0.0128690302082744,1
"BRHO",0.6,1418,5.59085617493121,90,-0.00998231706623399,1
"BRHO",0.6,737,5.60648203202851,113,-0.00759178184619062,1
"BRHO",0.6,2374,5.31529171866465,102,-0.0145839538206914,1
"BRHO",0.6,1224,5.34683860571641,119,-0.0105188411934815,1
"BRHO",0.6,1859,5.2960878387636,110,-0.0135258856090828,1
"BRHO",0.6,2063,5.51455747646191,114,-0.00945014009197449,1
"BRHO",0.6,248,5.52085084471538,107,-0.00999927067326472,1
"BRHO",0.6,229,5.40077747294265,99,-0.012622822561656,1
"BRHO",0.6,1832,5.50491175554542,111,-0.010748473756919,1
"BRHO",0.6,1182,5.52608756326996,101,-0.0102408042529288,1
"BRHO",0.6,2399,5.45829911104671,95,-0.0130264487714435,1
"BRHO",0.6,1873,5.63961930524222,92,-0.00859552538701746,1
"BRHO",0.6,2392,5.56013447212512,98,-0.0106173656985019,1
"BRHO",0.6,2146,5.48208881802011,102,-0.00968939753953078,1
"BRHO",0.6,1644,5.59583069787205,113,-0.00733612471329283,1
"BRHO",0.6,359,5.52258761433566,96,-0.00956593468351304,1
"BRHO",0.6,1056,5.39319564353248,114,-0.0117874115623754,1
"BRHO",0.6,909,5.65539665596507,90,-0.00800308431833099,1
"BRHO",0.6,1188,5.34513814299019,101,-0.0135834962581963,1
"BRHO",0.6,2458,5.20088822760937,117,-0.0151347121138952,1
"BRHO",0.6,2531,5.61717545439889,98,-0.00936346163674326,1
"BRHO",0.6,2867,5.51772467615019,108,-0.00974954719675805,1
"BRHO",0.6,1823,5.43628033362243,107,-0.0113882013514642,1
"BRHO",0.6,2638,5.48004423027265,112,-0.00991459701690874,1
"BRHO",0.6,2352,5.59707334308581,104,-0.00869448186514017,1
"BRHO",0.6,1566,5.3200208633937,105,-0.0129801099545925,1
"BRHO",0.6,743,5.57049457953817,112,-0.00728340715707523,1
"BRHO",0.6,1052,5.43829507997965,114,-0.00999986250294648,1
"BRHO",0.6,833,5.62518045090277,96,-0.00811955169160447,1
"BRHO",0.6,945,5.56593520231059,104,-0.00965059662916805,1
"BRHO",0.6,2255,5.67124932164602,104,-0.00680289716963714,1
"BRHO",0.6,249,5.29266923899332,106,-0.0137764732762427,1
"BRHO",0.6,1191,5.50496494428124,97,-0.0111047291828824,1
"BRHO",0.6,2419,5.45450593127652,96,-0.0129620347505751,1
"BRHO",0.6,197,5.58545727422398,97,-0.00905360603536501,1
"BRHO",0.6,898,5.47309695798193,106,-0.0112819618738587,1
"BRHO",0.6,1717,5.30539072654039,96,-0.0142393712253904,1
"BRHO",0.6,2578,5.32678834491056,105,-0.0139800648636704,1
"BRHO",0.6,2248,5.46793069114184,110,-0.00963791450882575,1
"BRHO",0.6,2287,5.49996997566838,99,-0.011623090235091,1
"BRHO",0.6,1186,5.35003330837176,92,-0.0154611745369994,1
