"focal","water","post_num","igr","dens","alpha_inter","microbe"
"ACAM",0.6,2222,-1.91634456505322,105,-0.0507462274731852,1
"ACAM",0.6,3550,-2.26397551397582,104,-0.0610418375344085,1
"ACAM",0.6,408,-1.87909049221872,110,-0.0465837728653545,1
"ACAM",0.6,3962,-2.02197906924176,104,-0.0533532145928029,1
"ACAM",0.6,2253,-2.03949992114365,107,-0.0513290018544313,1
"ACAM",0.6,1051,-2.30081025928847,110,-0.0585100391685005,1
"ACAM",0.6,3816,-1.91313862589928,114,-0.0455037189406208,1
"ACAM",0.6,2205,-1.63602998129015,106,-0.0443603631657233,1
"ACAM",0.6,2152,-1.91782389374079,105,-0.0502574151501942,1
"ACAM",0.6,1336,-2.29190164122252,118,-0.0549055449917199,1
"ACAM",0.6,2863,-2.27793760133907,111,-0.0567593345490403,1
"ACAM",0.6,2939,-2.39024507330065,121,-0.0568737150866875,1
"ACAM",0.6,1550,-2.00509639873085,108,-0.0508469148092187,1
"ACAM",0.6,198,-2.03380475921363,115,-0.0484754310295046,1
"ACAM",0.6,2362,-2.22723170200102,110,-0.0557773191552349,1
"ACAM",0.6,1058,-2.16193855987603,103,-0.0568220065244029,1
"ACAM",0.6,1977,-2.2539249733773,106,-0.05867331114319,1
"ACAM",0.6,560,-2.13237943430802,113,-0.0517215887469975,1
"ACAM",0.6,1144,-2.09152997840795,108,-0.0529954196447548,1
"ACAM",0.6,1097,-2.42727528389209,118,-0.0605482426521071,1
"ACAM",0.6,3713,-2.04717925209733,115,-0.0482520686795188,1
"ACAM",0.6,3638,-2.20721127012643,103,-0.0586596607318406,1
"ACAM",0.6,1410,-2.21787379557635,109,-0.055338496023858,1
"ACAM",0.6,2375,-2.2342527709844,111,-0.05615250198165,1
"ACAM",0.6,2662,-2.35257283750873,115,-0.0578104397557674,1
"ACAM",0.6,200,-2.39023400178075,116,-0.0588004210437438,1
"ACAM",0.6,2264,-2.2080857404154,110,-0.055070644028472,1
"ACAM",0.6,588,-1.96461759250905,104,-0.0524177738973409,1
"ACAM",0.6,1860,-1.79853247561032,103,-0.0485351285920237,1
"ACAM",0.6,1844,-1.96347802382145,111,-0.0478334764763285,1
"ACAM",0.6,1738,-1.93894604950381,112,-0.0479127601761464,1
"ACAM",0.6,3001,-2.34282130022381,117,-0.056212050603735,1
"ACAM",0.6,2670,-1.85561809685961,111,-0.0466193958444536,1
"ACAM",0.6,2333,-1.74365749123608,103,-0.0480169430644205,1
"ACAM",0.6,2453,-1.78834860878376,107,-0.0475841916130921,1
"ACAM",0.6,1286,-2.07746272968972,114,-0.049594601871998,1
"ACAM",0.6,1024,-2.16449541027781,116,-0.0509038871088944,1
"ACAM",0.6,1642,-2.08702303226213,106,-0.0528742994248877,1
"ACAM",0.6,1719,-2.20261529719993,105,-0.0577277872553241,1
"ACAM",0.6,551,-2.17941763316414,106,-0.0571345115066156,1
"ACAM",0.6,2299,-2.22350152456293,111,-0.0557209956609068,1
"ACAM",0.6,3345,-2.28130201588264,118,-0.0530115977347686,1
"ACAM",0.6,1009,-1.91638265803358,110,-0.04755643047882,1
"ACAM",0.6,1426,-2.41304624092236,118,-0.0597711275934686,1
"ACAM",0.6,1650,-2.16066711867947,112,-0.0523769006913192,1
"ACAM",0.6,3294,-1.90446031413144,110,-0.0481600109415345,1
"ACAM",0.6,2187,-2.23989728327804,107,-0.0568621115784069,1
"ACAM",0.6,2800,-2.08006699890948,110,-0.0518224873217224,1
"ACAM",0.6,3134,-2.08886992046761,113,-0.0498148858594615,1
"ACAM",0.6,1118,-2.38601556825543,110,-0.0630714451014311,1
"ACAM",0.6,3040,-2.14982085893747,106,-0.0556048586731746,1
"ACAM",0.6,3538,-2.39034195079186,117,-0.0589859047935309,1
"ACAM",0.6,1079,-2.36973400882099,110,-0.0616517380816236,1
"ACAM",0.6,3745,-2.16521845714424,114,-0.0509582588642827,1
"ACAM",0.6,3809,-1.89257894021084,111,-0.0460610798311672,1
"ACAM",0.6,3089,-2.18588406017377,109,-0.0556498625727857,1
"ACAM",0.6,2752,-1.96340197391889,118,-0.0448883662655618,1
"ACAM",0.6,3952,-2.07551383944821,110,-0.0504414641184609,1
"ACAM",0.6,3071,-1.95281624048856,105,-0.0508867645795573,1
"ACAM",0.6,2354,-2.26479730869163,105,-0.0601973031275092,1
"ACAM",0.6,28,-1.80521341791308,106,-0.0482266216490969,1
"ACAM",0.6,498,-2.2304379868298,106,-0.0576520758397887,1
"ACAM",0.6,129,-1.97643719822909,116,-0.0457327475231899,1
"ACAM",0.6,3691,-1.99472559045036,115,-0.0475103990549119,1
"ACAM",0.6,1905,-2.11135168309512,120,-0.0483790093836238,1
"ACAM",0.6,2947,-2.11402003547695,103,-0.0562021692938869,1
"ACAM",0.6,3982,-2.01426204169048,120,-0.0459825661409881,1
"ACAM",0.6,881,-2.11401174982335,110,-0.0514022974929772,1
"ACAM",0.6,2659,-2.35582054737231,118,-0.0563507356795179,1
"ACAM",0.6,3529,-2.25453524529752,113,-0.0557693611429614,1
"ACAM",0.6,1268,-2.19658155411903,118,-0.0506207062985015,1
"ACAM",0.6,292,-1.90419084606657,110,-0.0474010298667889,1
"ACAM",0.6,2036,-2.32256205082687,110,-0.0583692547324891,1
"ACAM",0.6,2722,-2.11910743279753,115,-0.0496013047860992,1
"ACAM",0.6,1588,-2.33729440101726,117,-0.0560962208964605,1
"ACAM",0.6,2593,-2.18520716884498,112,-0.0536347535224569,1
"ACAM",0.6,1909,-1.88080101882641,114,-0.0466661296850372,1
"ACAM",0.6,1150,-2.45990946337555,120,-0.0628652958038409,1
"ACAM",0.6,2624,-2.08740494578385,109,-0.0521471180816064,1
"ACAM",0.6,3903,-1.71748284913293,112,-0.04454157508973,1
"ACAM",0.6,2350,-1.98218983986663,106,-0.0512667207925877,1
"ACAM",0.6,1694,-2.12273286763091,110,-0.0528703251009957,1
"ACAM",0.6,3918,-2.04692610185519,109,-0.0515317013774467,1
"ACAM",0.6,2051,-2.25848962457821,112,-0.0566269095027845,1
"ACAM",0.6,777,-2.02342340166259,106,-0.0510840989703988,1
"ACAM",0.6,3407,-1.92456066645125,110,-0.0472950195530373,1
"ACAM",0.6,584,-2.33461154266086,112,-0.0586581160511457,1
"ACAM",0.6,1654,-2.16165552331852,105,-0.0563042711411715,1
"ACAM",0.6,3279,-2.30588496499742,114,-0.0566667813915217,1
"ACAM",0.6,1706,-2.18641936184368,104,-0.0571971789014049,1
"ACAM",0.6,1440,-2.20467901502685,113,-0.0542226801560134,1
"ACAM",0.6,2329,-2.3419134772985,120,-0.054575603054152,1
"ACAM",0.6,924,-2.40363725693818,119,-0.0578636151768064,1
"ACAM",0.6,2591,-2.25375184025848,112,-0.0557629934035921,1
"ACAM",0.6,446,-2.09476294249477,111,-0.0513295961138299,1
"ACAM",0.6,77,-2.27891871499732,114,-0.0548277040630636,1
"ACAM",0.6,2953,-2.06664129876093,111,-0.0504847872579838,1
"ACAM",0.6,1792,-1.96860862592088,114,-0.0479573180807322,1
"ACAM",0.6,3830,-2.23869934225384,104,-0.0602262516912442,1
"ACAM",0.6,1393,-2.25336746036826,106,-0.0589469442826835,1
"ACAM",0.6,2511,-2.2878745059258,117,-0.0546142538916775,1
"ACAM",0.6,2860,-2.28176308067229,111,-0.0572691113684158,1
"ACAM",0.6,493,-2.17067810521062,117,-0.0508402606379608,1
"ACAM",0.6,3752,-2.18310958245549,112,-0.0534671518525975,1
"ACAM",0.6,1232,-1.70962663838773,109,-0.0442137458198905,1
"ACAM",0.6,1415,-1.92895854353848,110,-0.0478381927877649,1
