"focal","water","post_num","igr","dens","alpha_inter","microbe"
"BRHO",0.6,3007,5.69071179746405,95,-0.00591953912579978,1
"BRHO",0.6,2389,5.67956233060768,111,-0.00518739629934501,1
"BRHO",0.6,406,5.61831022671574,99,-0.00754945123980158,1
"BRHO",0.6,1067,5.50461038616414,93,-0.0118650619943547,1
"BRHO",0.6,1317,5.44302836203644,98,-0.0108392630071078,1
"BRHO",0.6,228,5.55107798001627,118,-0.00712420747434795,1
"BRHO",0.6,2547,5.55398147237328,92,-0.00932898917751326,1
"BRHO",0.6,3996,5.67536648633216,94,-0.00562950994572705,1
"BRHO",0.6,1481,5.7248775547541,96,-0.00636592589761031,1
"BRHO",0.6,968,5.33236058842984,120,-0.0110312029962845,1
"BRHO",0.6,3993,5.6336985985808,98,-0.00778392498577404,1
"BRHO",0.6,3786,5.36258302290775,98,-0.0136097954644548,1
"BRHO",0.6,83,5.54237206032126,106,-0.00937778742321155,1
"BRHO",0.6,3942,5.72121095040893,92,-0.00725521587860801,1
"BRHO",0.6,2859,5.45595911975115,109,-0.0109778635206209,1
"BRHO",0.6,63,5.58742383353046,101,-0.00884329015411207,1
"BRHO",0.6,394,5.3440360078405,116,-0.0102923601736287,1
"BRHO",0.6,3002,5.39425718674587,110,-0.0102926694939253,1
"BRHO",0.6,331,5.42782761189779,102,-0.0115425447738075,1
"BRHO",0.6,2357,5.44292081234789,115,-0.00849701514858637,1
"BRHO",0.6,2710,5.55313436694951,108,-0.00813015213418751,1
"BRHO",0.6,3701,5.55546927708565,100,-0.0080140371068467,1
"BRHO",0.6,2077,5.47433196025678,105,-0.00960204644354383,1
"BRHO",0.6,847,5.34134997731803,106,-0.0118590608699541,1
"BRHO",0.6,382,5.19422151712243,113,-0.0139807899106588,1
"BRHO",0.6,3263,5.38238679550956,118,-0.0104760299108603,1
"BRHO",0.6,3630,5.60007685716839,105,-0.0088945458296602,1
"BRHO",0.6,2237,5.55735191579542,110,-0.00824527552226591,1
"BRHO",0.6,997,5.44223798612604,96,-0.0111443172406345,1
"BRHO",0.6,2885,5.67004675247537,93,-0.00678046820185286,1
"BRHO",0.6,3347,5.64017151654036,103,-0.00639256013102214,1
"BRHO",0.6,3320,5.62020690968169,120,-0.00612195255074417,1
"BRHO",0.6,3609,5.40612951041758,114,-0.0109006569263542,1
"BRHO",0.6,3660,5.59958145733541,104,-0.00793224398783478,1
"BRHO",0.6,3353,5.39472272035634,103,-0.0109981645387585,1
"BRHO",0.6,2897,5.50357573738209,105,-0.00913550550639927,1
"BRHO",0.6,2115,5.59682562707465,115,-0.0069576443244022,1
"BRHO",0.6,711,5.29196500800008,125,-0.0116922628046133,1
"BRHO",0.6,3157,5.51616436340044,103,-0.00918129573149453,1
"BRHO",0.6,3441,5.41032995126021,105,-0.0121867249187404,1
"BRHO",0.6,933,5.36101898220135,99,-0.0129576915530835,1
"BRHO",0.6,3992,5.42762287248142,109,-0.0100212858166808,1
"BRHO",0.6,1028,5.41862349915367,113,-0.00929549488524394,1
"BRHO",0.6,2288,5.38788265486111,108,-0.0116737741689797,1
"BRHO",0.6,3989,5.50364745581825,103,-0.00973323938108614,1
"BRHO",0.6,3371,5.42686276382496,111,-0.00939454204582678,1
"BRHO",0.6,1451,5.51420374219939,105,-0.00917390554807605,1
"BRHO",0.6,90,5.40549785312676,92,-0.0121385223159104,1
"BRHO",0.6,415,5.64869637089916,101,-0.0068852841973799,1
"BRHO",0.6,3721,5.54808228529529,125,-0.00651969585299166,1
"BRHO",0.6,1735,5.36699182381403,99,-0.0135532902094213,1
"BRHO",0.6,133,5.29760008860611,100,-0.0141370438128736,1
"BRHO",0.6,884,5.44022826963135,111,-0.0103986916147062,1
"BRHO",0.6,3115,5.70362929129524,98,-0.00524246844023128,1
"BRHO",0.6,516,5.27242852260878,116,-0.0134417262512703,1
"BRHO",0.6,623,5.2994654552455,117,-0.0114543701025169,1
"BRHO",0.6,263,5.5120089947179,93,-0.0104387873620258,1
"BRHO",0.6,3928,5.25267884001088,117,-0.0128259444647928,1
"BRHO",0.6,3424,5.52896039557618,108,-0.00911444811482619,1
"BRHO",0.6,748,5.71886073079188,104,-0.00540879104887318,1
"BRHO",0.6,1930,5.35899381688103,110,-0.012262386794556,1
"BRHO",0.6,2918,5.32558303535911,123,-0.00983626083191541,1
"BRHO",0.6,2128,5.61601065879802,96,-0.00796017015067018,1
"BRHO",0.6,226,5.42564120418019,106,-0.010613533751286,1
"BRHO",0.6,1241,5.37787509562348,100,-0.0116001635487303,1
"BRHO",0.6,2474,5.38910809059244,100,-0.0130974327878451,1
"BRHO",0.6,1936,5.69299867547626,94,-0.00534380587400253,1
"BRHO",0.6,356,5.51411573033854,102,-0.00987171780463123,1
"BRHO",0.6,3426,5.41213396320091,95,-0.0135955330356747,1
"BRHO",0.6,2920,5.42976827942429,108,-0.010410828990763,1
"BRHO",0.6,1308,5.50162711828272,106,-0.00882194320104599,1
"BRHO",0.6,3851,5.42708989468563,96,-0.0131566495643214,1
"BRHO",0.6,2426,5.58089501487516,101,-0.0092397853063424,1
"BRHO",0.6,1652,5.50171994339379,97,-0.00953230226216055,1
"BRHO",0.6,754,5.7031032032286,95,-0.00641939744685725,1
"BRHO",0.6,994,5.52433993118477,110,-0.0087600743189094,1
"BRHO",0.6,2315,5.65636635071114,101,-0.00657806628509639,1
"BRHO",0.6,1253,5.44572479528531,98,-0.01009297000381,1
"BRHO",0.6,3499,5.63762199069522,90,-0.0077335908187544,1
"BRHO",0.6,946,5.44775153919407,100,-0.0102478511248181,1
"BRHO",0.6,2351,5.34014143615176,131,-0.00974454004616808,1
"BRHO",0.6,3616,5.64623056381437,95,-0.00880915776549272,1
"BRHO",0.6,2792,5.23677130557214,118,-0.0134070131805143,1
"BRHO",0.6,2243,5.52780390958605,96,-0.0111730705112811,1
"BRHO",0.6,1217,5.3963217402866,106,-0.0117409935690526,1
"BRHO",0.6,594,5.33160251222751,102,-0.0132488728885818,1
"BRHO",0.6,2219,5.57490532913209,101,-0.00790558833575482,1
"BRHO",0.6,224,5.54484356387439,96,-0.00936919386677392,1
"BRHO",0.6,1982,5.47023155690071,95,-0.0120996645328075,1
"BRHO",0.6,2434,5.6126565996861,117,-0.00625317027807578,1
"BRHO",0.6,2293,5.65255937069993,98,-0.00794132596061781,1
"BRHO",0.6,2639,5.30962265366994,113,-0.012957701727791,1
"BRHO",0.6,1335,5.2960239818727,117,-0.0116731302271587,1
"BRHO",0.6,3922,5.6137724937835,113,-0.00633197997670057,1
"BRHO",0.6,3767,5.29368599896665,112,-0.0132250058019674,1
"BRHO",0.6,1892,5.69538423102615,100,-0.0057703061714898,1
"BRHO",0.6,3716,5.67000436267319,98,-0.00575145293111605,1
"BRHO",0.6,3111,5.72801680635778,92,-0.00551808494980571,1
"BRHO",0.6,3593,5.35150193326235,112,-0.0120313529775384,1
"BRHO",0.6,3271,5.63986686630705,118,-0.00588972445356097,1
"BRHO",0.6,1926,5.48820567723374,110,-0.0101251451666006,1
"BRHO",0.6,3444,5.69182815794953,100,-0.00641743629197828,1
"BRHO",0.6,1651,5.49227904543242,114,-0.00991918246012385,1
"BRHO",0.6,181,5.49622616426045,104,-0.00953555845331729,1
"BRHO",0.6,3852,5.66691488134654,106,-0.00556887053902981,1
"BRHO",0.6,1511,5.64477708325685,124,-0.0053119162062821,1
"BRHO",0.6,2509,5.64215641292855,118,-0.00618536978771868,1
"BRHO",0.6,3864,5.40959390532331,92,-0.012168024068057,1
"BRHO",0.6,176,5.5041856720108,103,-0.00933366720385198,1
"BRHO",0.6,3741,5.42457559131688,93,-0.0121877129009948,1
"BRHO",0.6,3921,5.32725769844875,120,-0.0105800656199669,1
"BRHO",0.6,2895,5.63876153554576,123,-0.00635415897544724,1
"BRHO",0.6,1153,5.54136497204967,99,-0.0100049229883238,1
"BRHO",0.6,3762,5.49969127996756,111,-0.00925863339562584,1
"BRHO",0.6,1820,5.64904842401005,96,-0.00741605769318586,1
"BRHO",0.6,2704,5.39459571043645,116,-0.0110908916334268,1
"BRHO",0.6,1647,5.64836882715202,103,-0.00629235293697894,1
"BRHO",0.6,1102,5.51260405908818,111,-0.00882935486257152,1
"BRHO",0.6,775,5.66395522734459,92,-0.00643129735734646,1
"BRHO",0.6,868,5.33520709172778,101,-0.013935472264786,1
"BRHO",0.6,3902,5.62794832068108,109,-0.00731069575808315,1
"BRHO",0.6,1706,5.3923786896003,103,-0.0127154956661861,1
"BRHO",0.6,1837,5.6065523665757,118,-0.00693438020278299,1
"BRHO",0.6,1427,5.51632462197125,113,-0.00810294279187485,1
"BRHO",0.6,466,5.33756158699284,96,-0.0136810448584896,1
"BRHO",0.6,3455,5.3605948233662,106,-0.0116881847338778,1
"BRHO",0.6,848,5.42518451429585,111,-0.0096844996539197,1
"BRHO",0.6,607,5.56112554461501,113,-0.00697687986889909,1
"BRHO",0.6,2177,5.44851635901111,100,-0.0116898326599579,1
"BRHO",0.6,2823,5.38497157002212,113,-0.0106779441711411,1
"BRHO",0.6,492,5.2521877282708,117,-0.0116226600125858,1
"BRHO",0.6,3254,5.57494212597046,116,-0.00690996941741256,1
"BRHO",0.6,537,5.35899241539495,104,-0.012767315076954,1
"BRHO",0.6,3804,5.72570426313516,97,-0.00517453528395123,1
"BRHO",0.6,1699,5.59983400362386,121,-0.00561781907185427,1
"BRHO",0.6,172,5.47993093500569,99,-0.00969607965023597,1
"BRHO",0.6,3714,5.45479716410945,97,-0.0108393548606982,1
"BRHO",0.6,2986,5.50395314815329,108,-0.0101543092340551,1
"BRHO",0.6,1871,5.40209494915754,110,-0.0106903755239929,1
"BRHO",0.6,770,5.35054253740351,108,-0.0121653455075319,1
"BRHO",0.6,3800,5.27988558324247,120,-0.011329884850271,1
"BRHO",0.6,2278,5.45676435157113,119,-0.00924311384538795,1
"BRHO",0.6,1489,5.54000120247299,98,-0.0106164724033126,1
"BRHO",0.6,887,5.51803417051192,112,-0.00772155937623738,1
"BRHO",0.6,399,5.33785384444487,105,-0.0129647953210144,1
"BRHO",0.6,130,5.36928620027854,101,-0.0123881466241948,1
"BRHO",0.6,3896,5.54755681134343,90,-0.010836044767918,1
"BRHO",0.6,3647,5.63251150652485,113,-0.00563912316345411,1
"BRHO",0.6,2162,5.44227680447033,99,-0.010065905010157,1
"BRHO",0.6,901,5.50863514638764,103,-0.0106328244480711,1
"BRHO",0.6,111,5.55350395008987,104,-0.0088216052763388,1
"BRHO",0.6,3885,5.36750038412027,107,-0.0122990317714697,1
"BRHO",0.6,2025,5.34478210565606,109,-0.0121914426350939,1
"BRHO",0.6,2335,5.3095468109414,115,-0.0129033103821752,1
"BRHO",0.6,1543,5.58057021726546,97,-0.0093543988215587,1
"BRHO",0.6,2274,5.40239672439913,111,-0.0114621006253084,1
"BRHO",0.6,2139,5.21569391701231,108,-0.0133698277679747,1
"BRHO",0.6,1758,5.48483958886795,117,-0.00897016418471222,1
"BRHO",0.6,1882,5.58145123458904,94,-0.00926063909492108,1
"BRHO",0.6,2513,5.52181715435019,96,-0.011200764838233,1
"BRHO",0.6,1295,5.37513978888738,102,-0.0120714962897386,1
"BRHO",0.6,2815,5.54249471639486,113,-0.00891353022595648,1
"BRHO",0.6,2647,5.7283745131455,97,-0.00581805605332066,1
"BRHO",0.6,2927,5.68284940526261,123,-0.00521603060129168,1
"BRHO",0.6,457,5.62312158139251,102,-0.00692877721295347,1
"BRHO",0.6,3127,5.47355069416951,122,-0.0086231054289201,1
"BRHO",0.6,2974,5.60301284344006,105,-0.00818531037645579,1
"BRHO",0.6,2537,5.53821715880048,112,-0.00812867471095267,1
"BRHO",0.6,165,5.59817694184002,101,-0.00760427126061567,1
"BRHO",0.6,1085,5.42288053144654,106,-0.0118763263129652,1
"BRHO",0.6,3292,5.39295296086907,103,-0.0120305115348735,1
"BRHO",0.6,3048,5.71874763467044,94,-0.00755283553199069,1
"BRHO",0.6,363,5.56378477801883,106,-0.00851533978151321,1
"BRHO",0.6,2305,5.3417062747221,106,-0.0124709677582873,1
"BRHO",0.6,1512,5.50799718031838,99,-0.0112039976340461,1
"BRHO",0.6,2705,5.60598537716278,100,-0.00812251402701614,1
"BRHO",0.6,3327,5.69557949179175,96,-0.00699002153022696,1
"BRHO",0.6,1254,5.35520005743258,106,-0.0125495712054519,1
"BRHO",0.6,177,5.69609346111824,102,-0.00541628274049292,1
"BRHO",0.6,3075,5.47113007746127,120,-0.00909864390970184,1
"BRHO",0.6,3039,5.39598578014481,110,-0.0115153232760544,1
"BRHO",0.6,3095,5.55003232049649,122,-0.00813897938668311,1
"BRHO",0.6,2314,5.44625015832745,113,-0.00970322382962631,1
"BRHO",0.6,3746,5.49146660349133,100,-0.0112426180638365,1
"BRHO",0.6,2110,5.42251048528667,114,-0.0100753868844575,1
"BRHO",0.6,3528,5.42299737407714,118,-0.00993271208789168,1
"BRHO",0.6,809,5.73546804062688,94,-0.00552056845149191,1
"BRHO",0.6,3548,5.54591868743923,97,-0.0102295814807015,1
"BRHO",0.6,343,5.53262191877068,102,-0.00871163013323803,1
"BRHO",0.6,728,5.46416241321374,103,-0.00972225201698374,1
"BRHO",0.6,3137,5.66776395757119,111,-0.00725050315506061,1
"BRHO",0.6,661,5.64081473290607,91,-0.00799872039371382,1
"BRHO",0.6,1354,5.12981014652397,116,-0.0141952298435015,1
"BRHO",0.6,1053,5.4207158264885,96,-0.0121449845136001,1
"BRHO",0.6,3367,5.33941089095593,97,-0.0123827295512633,1
"BRHO",0.6,418,5.54600104620009,99,-0.00958045847900048,1
"BRHO",0.6,222,5.70008315302299,120,-0.00536664424890605,1
"BRHO",0.6,3706,5.54222367663211,93,-0.0109721696345001,1
"BRHO",0.6,2418,5.40770867528588,108,-0.0117067560247203,1
"BRHO",0.6,627,5.62203154034872,117,-0.00588619241844329,1
"BRHO",0.6,826,5.68952334135432,102,-0.00553696653266525,1
"BRHO",0.6,2783,5.59185603225397,119,-0.00582326317488393,1
"BRHO",0.6,2718,5.65223523832848,118,-0.00655199342046155,1
"BRHO",0.6,425,5.62211308944073,96,-0.00747825337803632,1
"BRHO",0.6,232,5.51587609935382,108,-0.00828432268043725,1
"BRHO",0.6,2385,5.43804065443322,124,-0.00927249785775621,1
"BRHO",0.6,3522,5.48182903548253,113,-0.00927545026308908,1
"BRHO",0.6,941,5.44823290473057,117,-0.0101343637825898,1
"BRHO",0.6,613,5.57158510660795,105,-0.00782273325943169,1
"BRHO",0.6,677,5.4383896541373,110,-0.0112065931725599,1
"BRHO",0.6,2556,5.27655452843756,115,-0.012705463840787,1
"BRHO",0.6,3734,5.52185916080101,105,-0.0093333387945616,1
"BRHO",0.6,2856,5.64888996476749,106,-0.00609000589987714,1
"BRHO",0.6,3329,5.52170835933343,109,-0.00934920966732254,1
"BRHO",0.6,3796,5.67493528727978,91,-0.00634823756583714,1
"BRHO",0.6,2084,5.49583693026423,102,-0.0103342400420755,1
"BRHO",0.6,438,5.70144866927971,116,-0.00505402599648442,1
"BRHO",0.6,3098,5.37974185655367,101,-0.0112331726249241,1
"BRHO",0.6,2522,5.64894973011129,113,-0.00609668344841435,1
"BRHO",0.6,53,5.44544036730204,110,-0.00955927611679937,1
"BRHO",0.6,2844,5.45468586276537,111,-0.0096170728945661,1
"BRHO",0.6,1514,5.2436071145886,118,-0.0130690695447905,1
"BRHO",0.6,3438,5.55417902605533,95,-0.0107573658463509,1
"BRHO",0.6,3319,5.66951074952655,123,-0.00544439628653531,1
"BRHO",0.6,2085,5.66132742975348,105,-0.00731336968113654,1
"BRHO",0.6,3445,5.4457538444664,111,-0.01036610112961,1
"BRHO",0.6,1808,5.39520886955161,104,-0.0118817524152051,1
"BRHO",0.6,2313,5.31113131870802,106,-0.0138614275737384,1
"BRHO",0.6,1925,5.61235932080922,109,-0.0068600196289696,1
"BRHO",0.6,2260,5.54717265342253,93,-0.0107299356478171,1
"BRHO",0.6,2706,5.63416874385099,95,-0.00740164590291759,1
"BRHO",0.6,2851,5.68292002628952,117,-0.00507749207629147,1
"BRHO",0.6,3268,5.58171491911501,94,-0.00824252275175965,1
"BRHO",0.6,3235,5.31568773406358,115,-0.0125076808836337,1
"BRHO",0.6,993,5.50123162858647,102,-0.0111518770619791,1
"BRHO",0.6,2621,5.46618992252914,99,-0.00939743565796648,1
"BRHO",0.6,439,5.44769852706753,99,-0.0117539412343877,1
"BRHO",0.6,2778,5.53820389161837,122,-0.00702097103062275,1
"BRHO",0.6,3140,5.55302037655404,122,-0.00737957676518862,1
"BRHO",0.6,2701,5.491241538512,116,-0.00978397423561356,1
"BRHO",0.6,3555,5.50338588532002,111,-0.00982852813090334,1
"BRHO",0.6,1679,5.59907329025956,113,-0.00617489871202317,1
"BRHO",0.6,2041,5.5902931939077,102,-0.00798819290233635,1
"BRHO",0.6,1547,5.23014748109365,120,-0.0116046485078693,1
"BRHO",0.6,1460,5.45880471261763,112,-0.0103269466954849,1
"BRHO",0.6,900,5.63516661312369,122,-0.00708889703886572,1
"BRHO",0.6,2720,5.63590429713437,94,-0.00732380733393137,1
"BRHO",0.6,2057,5.5845048545666,104,-0.00715568860241123,1
"BRHO",0.6,1898,5.570350915062,109,-0.00831378755118508,1
"BRHO",0.6,1605,5.43048593007859,91,-0.0135024457369549,1
"BRHO",0.6,374,5.7293869701189,109,-0.00532757742384674,1
"BRHO",0.6,2649,5.73609565872145,106,-0.00537356481672853,1
"BRHO",0.6,892,5.63137821079044,90,-0.00752622768672828,1
"BRHO",0.6,1419,5.57907479288033,98,-0.00819997961128272,1
"BRHO",0.6,3434,5.4954777062759,105,-0.00865908570026849,1
"BRHO",0.6,1903,5.46751412433722,109,-0.00931630607503353,1
"BRHO",0.6,384,5.72376690976992,91,-0.00626065663960185,1
"BRHO",0.6,2633,5.74291521795794,110,-0.00516846436028651,1
"BRHO",0.6,3230,5.38860344638458,104,-0.0118938915836149,1
"BRHO",0.6,1830,5.40304427532637,99,-0.0122599514091981,1
"BRHO",0.6,1642,5.52889098428872,107,-0.00956963117495921,1
"BRHO",0.6,369,5.52160899100272,94,-0.0113166995713033,1
"BRHO",0.6,1767,5.46361212919677,95,-0.010373346105279,1
"BRHO",0.6,1981,5.68501250077779,98,-0.00693808799846248,1
"BRHO",0.6,3681,5.20678970172581,118,-0.0135459566347883,1
"BRHO",0.6,3376,5.55129867546704,104,-0.00890139349746176,1
"BRHO",0.6,1878,5.6381166036009,102,-0.00637630471063856,1
"BRHO",0.6,1133,5.52007891147699,102,-0.00985714442999137,1
"BRHO",0.6,3307,5.52029073679036,124,-0.00840313658788761,1
"BRHO",0.6,295,5.4497834493713,120,-0.00949942292257939,1
"BRHO",0.6,1275,5.53067643263554,105,-0.00944791210668591,1
"BRHO",0.6,2381,5.46114519002245,95,-0.0109356573374006,1
"BRHO",0.6,3030,5.73061247532025,96,-0.00547060547047954,1
"BRHO",0.6,2419,5.53724586747198,101,-0.00832233655018472,1
"BRHO",0.6,3273,5.32953979975104,117,-0.0106247255666636,1
"BRHO",0.6,12,5.42703557883478,99,-0.012206888502777,1
"BRHO",0.6,3316,5.34020116432071,108,-0.0132334026531824,1
"BRHO",0.6,3742,5.45547335354883,99,-0.010830642775503,1
"BRHO",0.6,3773,5.56289400348233,106,-0.0076777848296187,1
"BRHO",0.6,3905,5.23568034471744,120,-0.0136891439443623,1
"BRHO",0.6,3487,5.4473809366163,112,-0.010061315810981,1
"BRHO",0.6,890,5.6702032742739,95,-0.00598485357504804,1
"BRHO",0.6,3870,5.59108954390723,100,-0.00870489376698246,1
"BRHO",0.6,1673,5.50974902374476,116,-0.00744506946538581,1
"BRHO",0.6,3883,5.62595170169281,107,-0.00664391375433698,1
"BRHO",0.6,3422,5.38552007355412,114,-0.0100092606453278,1
"BRHO",0.6,2858,5.36253558198118,114,-0.0107858936701843,1
"BRHO",0.6,3691,5.37793441253735,107,-0.0123094710777206,1
"BRHO",0.6,272,5.61211428899889,95,-0.00906903685739811,1
"BRHO",0.6,2282,5.53415104886195,91,-0.0104115499855181,1
"BRHO",0.6,1409,5.34757433224804,104,-0.0131984695327729,1
"BRHO",0.6,2147,5.47768230261021,100,-0.0107885776893401,1
"BRHO",0.6,3210,5.56805112312424,95,-0.00843041747602488,1
"BRHO",0.6,1858,5.61678669550937,99,-0.00811783653597887,1
"BRHO",0.6,1999,5.6286232806344,111,-0.00732895887777273,1
"BRHO",0.6,3682,5.29759982599882,113,-0.0119529029419654,1
"BRHO",0.6,992,5.58137240740431,104,-0.00841837955501999,1
"BRHO",0.6,429,5.59895282727133,94,-0.0074357094244986,1
"BRHO",0.6,1327,5.50608161088928,121,-0.00762037026375205,1
"BRHO",0.6,1498,5.56831310598681,98,-0.00978573341334469,1
"BRHO",0.6,2580,5.51806568148402,101,-0.00959590812998924,1
"BRHO",0.6,2370,5.60348989831077,99,-0.00892026281653846,1
"BRHO",0.6,2613,5.47973401048256,105,-0.00958619214804746,1
"BRHO",0.6,396,5.65846642477665,93,-0.00707287698813057,1
"BRHO",0.6,3260,5.79817989632408,104,-0.00514415249069988,1
"BRHO",0.6,2971,5.5846801779726,109,-0.00759449779341178,1
"BRHO",0.6,2626,5.54355900449962,100,-0.00886232907894405,1
"BRHO",0.6,1293,5.53259648111426,89,-0.010676043747659,1
"BRHO",0.6,1177,5.36696229904478,116,-0.0113930530974207,1
"BRHO",0.6,62,5.51399816202878,109,-0.00826387247981268,1
"BRHO",0.6,3589,5.66604294813615,116,-0.00562915136841017,1
"BRHO",0.6,1589,5.67529765871639,105,-0.00630259618609425,1
"BRHO",0.6,663,5.60707637065979,103,-0.00842492406424451,1
"BRHO",0.6,2150,5.68655821724137,101,-0.00674267072303286,1
"BRHO",0.6,2406,5.4546249459833,99,-0.010650976944982,1
"BRHO",0.6,3821,5.43065871892805,100,-0.0117001788294043,1
"BRHO",0.6,546,5.38073123589516,107,-0.010933532510585,1
"BRHO",0.6,1163,5.43152222140409,101,-0.0117192769698465,1
"BRHO",0.6,2604,5.54643356236671,103,-0.00804534123489598,1
"BRHO",0.6,1459,5.4896787919725,116,-0.00834247891495494,1
"BRHO",0.6,1727,5.59944088815211,102,-0.0071233945438023,1
"BRHO",0.6,821,5.52232493208203,110,-0.00911425289166424,1
"BRHO",0.6,2446,5.52737584078414,109,-0.00882443342082401,1
"BRHO",0.6,2616,5.55036185076784,92,-0.0101345933711639,1
"BRHO",0.6,1627,5.35110584917678,109,-0.0118093365813523,1
"BRHO",0.6,1748,5.6446428181306,102,-0.00633117964186303,1
"BRHO",0.6,3793,5.54737329033228,95,-0.00946623954131129,1
"BRHO",0.6,3725,5.60258424304993,101,-0.00830466731930143,1
"BRHO",0.6,1108,5.47269325542501,105,-0.00996587506418029,1
"BRHO",0.6,2226,5.72472280148287,101,-0.00621405136183177,1
"BRHO",0.6,3493,5.62805250962527,103,-0.0067341973686629,1
"BRHO",0.6,782,5.58649717971776,104,-0.00838595876898858,1
"BRHO",0.6,597,5.6450109922975,111,-0.00578415128780365,1
"BRHO",0.6,1314,5.44084799578257,106,-0.0109898666924903,1
"BRHO",0.6,3880,5.46447967699323,115,-0.00816387814378757,1
"BRHO",0.6,2764,5.53766326596767,96,-0.0108637526427702,1
"BRHO",0.6,1708,5.55423341107616,110,-0.00726748287316785,1
"BRHO",0.6,606,5.47153224295023,109,-0.00979688527345335,1
"BRHO",0.6,73,5.4367101819253,101,-0.011790525270206,1
"BRHO",0.75,3243,6.10715330262543,112,-0.00221982362044142,1
"BRHO",0.75,2956,6.1747452051083,102,-0.00159063448586651,1
"BRHO",0.75,1012,6.21119982449231,94,9.25213770657528e-05,1
"BRHO",0.75,3292,6.10427525865354,91,-0.00308130197354327,1
"BRHO",0.75,2792,6.42203155979697,100,0.00513734038246426,1
"BRHO",0.75,1185,6.12344367139307,104,-0.000981422260298035,1
"BRHO",0.75,2090,6.40105832940479,99,0.00412250461121338,1
"BRHO",0.75,1256,6.36510163144747,98,0.00407635897886856,1
"BRHO",0.75,2136,6.07140333069826,110,-0.00239090016055501,1
"BRHO",0.75,3849,6.54123200004268,103,0.00691318920462568,1
"BRHO",0.75,3723,6.13676690921832,108,-0.00216036447035758,1
"BRHO",0.75,2997,6.48207236601956,104,0.00417632319541502,1
"BRHO",0.75,1257,6.49711906120285,96,0.00659352360080972,1
"BRHO",0.75,1459,6.44871761681072,96,0.00528093875875757,1
"BRHO",0.75,2698,6.17603291061226,110,-0.00103820347223759,1
"BRHO",0.75,1501,6.43597944284861,103,0.00448131672099575,1
"BRHO",0.75,2454,6.34137791321229,97,0.00299330663310617,1
"BRHO",0.75,83,6.14156338328961,121,0.00035801450353704,1
"BRHO",0.75,1814,6.51687290231117,95,0.00592090540180103,1
"BRHO",0.75,3905,6.14259329178183,114,0.000347924627048062,1
"BRHO",0.75,2578,6.36285988050478,95,0.00303695727195594,1
"BRHO",0.75,266,6.44547704229115,103,0.00491713990812532,1
"BRHO",0.75,2645,6.33161667956257,103,0.00261808413797469,1
"BRHO",0.75,934,6.28446780885806,114,0.000443227168108173,1
"BRHO",0.75,3875,6.25308438575778,106,-1.06713185041512e-05,1
"BRHO",0.75,3654,6.41660391577682,102,0.00311277154586083,1
"BRHO",0.75,3914,5.95644271623418,111,-0.0035343995088929,1
"BRHO",0.75,829,6.07924748315983,96,-0.00293513501080273,1
"BRHO",0.75,656,6.14225109365022,104,0.000357647364432391,1
"BRHO",0.75,3719,6.25640374673274,100,0.000723109491686307,1
"BRHO",0.75,2616,6.16625567195128,103,-0.000163094666446133,1
"BRHO",0.75,1112,6.2899076691198,106,0.00153285767571531,1
"BRHO",0.75,1780,6.51582350425024,100,0.00570458038380713,1
"BRHO",0.75,3747,6.46476572383244,104,0.00584727937590982,1
"BRHO",0.75,3945,6.43084947247682,105,0.00456977482481802,1
"BRHO",0.75,44,6.24250443147846,101,0.00118006366281271,1
"BRHO",0.75,967,6.55723162470352,100,0.00597109024322444,1
"BRHO",0.75,678,6.05975844741612,108,-0.00118444829708678,1
"BRHO",0.75,3115,6.041973902072,108,-0.00267319911542854,1
"BRHO",0.75,1931,6.21785633789115,110,0.000307668870877387,1
"BRHO",0.75,3419,6.52431220299193,111,0.00639634845596202,1
"BRHO",0.75,461,6.50405797113171,101,0.00584119726195154,1
"BRHO",0.75,824,6.47385880754251,114,0.00544048712292191,1
"BRHO",0.75,294,6.06589796444607,109,-0.00142732446217464,1
"BRHO",0.75,1276,6.26742965349141,111,0.00220769695959952,1
"BRHO",0.75,2724,6.20763708926243,119,-0.000194282118473755,1
"BRHO",0.75,101,6.48121550694593,96,0.00444330168157953,1
"BRHO",0.75,1003,5.98914953454117,109,-0.00314941581905858,1
"BRHO",0.75,3558,6.21654950799482,102,0.00121160978473914,1
"BRHO",0.75,2664,6.36171857424998,99,0.00374853222600233,1
"BRHO",0.75,384,6.33180861298314,103,0.00275481516563098,1
"BRHO",0.75,1138,6.45217848955255,124,0.00401285636477954,1
"BRHO",0.75,2474,6.23984956264845,107,0.00118744690583332,1
"BRHO",0.75,2360,6.1641931470462,103,-0.00140809510517941,1
"BRHO",0.75,237,6.20485707739553,113,0.00148824801698905,1
"BRHO",0.75,2704,6.38162763413949,103,0.00384001993105062,1
"BRHO",0.75,3039,6.17079612583243,112,0.000935805105607726,1
"BRHO",0.75,1334,6.3172460875531,109,0.00290303346123816,1
"BRHO",0.75,224,6.51327892877191,97,0.00659957600363862,1
"BRHO",0.75,2232,6.41352568002637,103,0.0055203306216041,1
"BRHO",0.75,1371,6.17719806770851,98,-0.0016718068929415,1
"BRHO",0.75,2809,6.10809544874863,90,-0.000258959083763118,1
"BRHO",0.75,1174,6.28879136753282,93,0.000898104073768912,1
"BRHO",0.75,802,6.18596091420955,100,0.000950947937636599,1
