"focal","water","post_num","igr","equil","alpha_inter","lambda","microbe"
"ACAM",0.75,887,-1.72351969606658,129,-0.0428649784978991,50.9859052889299,1
"ACAM",0.75,557,-1.12577084005103,125,-0.0365323760804267,47.3389151145681,1
"ACAM",0.75,1234,-1.44698088765732,142,-0.0368387466062827,59.0496968981826,1
"ACAM",0.75,882,-0.863876503633644,122,-0.0353129890920444,51.1060616030199,1
"ACAM",0.75,229,-1.87084595338507,127,-0.0461170797117322,53.4261313314487,1
"ACAM",0.75,392,-1.8461303784757,129,-0.0448433387351624,52.2429118469103,1
"ACAM",0.75,1202,-1.39121257839605,133,-0.0381319386143938,54.6849307847983,1
"ACAM",0.75,1070,-1.98095900254341,131,-0.0470519471019746,57.4392227629578,1
"ACAM",0.75,3910,-1.56653530018466,122,-0.0432878326286576,51.6458485039228,1
"ACAM",0.75,3796,-1.74027552819623,135,-0.0416202821387725,54.116919853377,1
"ACAM",0.75,331,-1.99305613788569,139,-0.0436768948364136,51.1467443475512,1
"ACAM",0.75,2854,-1.50418053925477,134,-0.0385205205581767,50.3117395206999,1
"ACAM",0.75,3263,-1.43851745031475,129,-0.0398949017198357,55.0281532182107,1
"ACAM",0.75,2710,-2.00881226091533,135,-0.0462615167379091,58.5889843331672,1
"ACAM",0.75,818,-2.09264259570021,141,-0.0455085448636759,56.0571915125,1
"ACAM",0.75,1039,-1.82781445214303,127,-0.0462161461284852,58.8325361755239,1
"ACAM",0.75,838,-1.97600415221287,128,-0.0472811861680941,51.9368572317903,1
"ACAM",0.75,3918,-2.06004476428669,136,-0.0466942391181196,57.2894982585644,1
"ACAM",0.75,269,-1.61362864457771,126,-0.0434451581073449,58.2137094769454,1
"ACAM",0.75,3394,-1.88212324758153,135,-0.0437254483692472,54.6895371323761,1
"ACAM",0.75,2809,-1.40517487665014,136,-0.0374395079091993,54.533151789494,1
"ACAM",0.75,1142,-2.04288188320546,144,-0.0438634417025648,58.0480491616688,1
"ACAM",0.75,2690,-1.96634870410991,126,-0.0478731469791509,52.0857477906925,1
"ACAM",0.75,2734,-1.9125550122129,128,-0.0467251933357097,55.7242546983811,1
"ACAM",0.75,3977,-1.94447288932042,133,-0.0452422902448791,53.8002361900983,1
"ACAM",0.75,3299,-1.49324000312651,133,-0.0391842255389555,53.9053684779973,1
"ACAM",0.75,1493,-1.28573090472018,127,-0.0381760772108875,50.9533303448179,1
"ACAM",0.75,1783,-1.87555358655402,131,-0.0447946584654044,53.5721355934669,1
"ACAM",0.75,2221,-2.08357323560189,141,-0.0451602645351111,54.9169837276667,1
"ACAM",0.75,3862,-1.88137694525405,141,-0.0415985399918562,52.9441562799989,1
"ACAM",0.75,740,-1.66111349893306,143,-0.0379685241106142,51.2788309015146,1
"ACAM",0.75,530,-1.23936936264338,128,-0.0380628808562524,55.5726574399258,1
"ACAM",0.75,1924,-1.48496307197592,132,-0.0387194336075992,49.2781526248652,1
"ACAM",0.75,3020,-1.24626842298439,130,-0.0373790958807004,54.2361668355622,1
"ACAM",0.75,1482,-1.43832269706274,132,-0.0378321465619382,47.0376816065872,1
"ACAM",0.75,1144,-1.43107785474852,141,-0.0355703326110605,48.7286331595667,1
"ACAM",0.75,130,-1.71471519988908,129,-0.0436475798199345,57.4478818925923,1
"ACAM",0.75,2749,-1.60808496510484,144,-0.0370042790098219,50.7601834889024,1
"ACAM",0.75,2652,-1.54844057982256,132,-0.0404029212323696,55.9484548917029,1
"ACAM",0.75,371,-1.69368349005604,133,-0.0419422404068478,56.4609070642123,1
"ACAM",0.75,3756,-1.30592981629983,123,-0.0405030529785765,56.5648145340101,1
"ACAM",0.75,2103,-1.92650735681169,125,-0.0476689531909266,52.9404289951329,1
"ACAM",0.75,1487,-1.25416892876269,139,-0.0350289454627594,54.1386854486756,1
"ACAM",0.75,648,-1.88403359327022,144,-0.0406656289396942,52.1113576482519,1
"ACAM",0.75,1803,-1.07525441202258,131,-0.035844098044239,57.7496803182756,1
"ACAM",0.75,2582,-2.13649392185396,136,-0.0480424106172303,55.8298086582561,1
"ACAM",0.75,690,-1.78542808585706,126,-0.0453047452261647,54.3364951813735,1
"ACAM",0.75,2217,-0.761452224355392,124,-0.033681190899309,50.7911402083516,1
"ACAM",0.75,1141,-1.60815752866594,130,-0.0412008930904158,52.1997165742233,1
"ACAM",0.75,2479,-1.65200434902903,144,-0.0381325907717413,55.4419419415208,1
"ACAM",0.75,682,-1.65223775447955,132,-0.0415388132691347,54.9225168782511,1
"ACAM",0.75,437,-1.33091850696608,132,-0.0382841618564919,58.5389163883677,1
"ACAM",0.75,3392,-1.50520403046274,134,-0.0382479569980432,48.7336087115433,1
"ACAM",0.75,3029,-1.71832007661102,141,-0.0395742583476525,54.0341287153733,1
"ACAM",0.75,4,-1.51337214973861,126,-0.0408697808747616,49.304628110557,1
"ACAM",0.75,2254,-1.06104954725311,134,-0.0341045643730207,51.9473062869948,1
"ACAM",0.75,1778,-2.21214790412141,141,-0.0478438778753751,54.6163690288482,1
"ACAM",0.75,855,-1.69285158851522,127,-0.0439719017083377,56.87363909247,1
"ACAM",0.75,2246,-1.68372314205237,126,-0.0437041037725264,53.43158209496,1
"ACAM",0.75,2304,-2.07637324488415,143,-0.0442295228661548,53.4794877530473,1
"ACAM",0.75,2376,-0.814768035815965,123,-0.034838183745662,52.9695919873329,1
"ACAM",0.75,1480,-1.56705934451759,134,-0.0395481148076061,52.478047286389,1
"ACAM",0.75,2647,-1.67915794844492,145,-0.0373749563637335,49.3463363614457,1
"ACAM",0.75,737,-1.01699639722795,128,-0.0348033118473548,48.9377049281397,1
"ACAM",0.75,2538,-1.58817507443761,122,-0.0439881078819871,54.3759813541103,1
"ACAM",0.75,872,-2.00917234882606,139,-0.0448695012416157,58.0667965290181,1
"ACAM",0.75,587,-1.39671429152974,126,-0.0400873201671603,53.1198910613416,1
"ACAM",0.75,2330,-1.8664755315027,143,-0.0409109989902495,53.8605354895906,1
"ACAM",0.75,3574,-1.60112729974247,124,-0.043091612323908,52.0213327468433,1
"ACAM",0.75,385,-1.47849442512541,129,-0.039722682716618,50.4576008393504,1
"ACAM",0.75,2295,-1.83639310337333,132,-0.0436861296376757,52.529602281482,1
"ACAM",0.75,2680,-1.22650442534892,126,-0.0387048131635701,56.6080162022175,1
"ACAM",0.75,2131,-2.0560575038162,144,-0.0435633478871965,53.6350496401267,1
"ACAM",0.75,343,-1.52548145198292,135,-0.0386669767392862,51.6238227792629,1
"ACAM",0.75,2550,-1.55839953807866,133,-0.0400210668671033,54.6222626593733,1
"ACAM",0.75,2070,-1.63322665603995,130,-0.0424576598472,59.1146672315959,1
"ACAM",0.75,190,-1.50839969622564,123,-0.0425268845955004,53.9464518651476,1
"ACAM",0.75,335,-1.50538857410745,131,-0.0398160202879755,53.3095878726866,1
"ACAM",0.75,2271,-1.59214284200822,127,-0.0427807768176494,57.9227558920147,1
"ACAM",0.75,646,-1.36502839351916,128,-0.0388224491977899,51.2646579909103,1
"ACAM",0.75,3291,-1.77377733735648,129,-0.0435693500666979,51.0398315680239,1
"ACAM",0.75,3136,-1.65266077636432,142,-0.0385151956646018,54.0476218992256,1
"ACAM",0.75,3522,-1.70989656852896,136,-0.0415501987892851,59.1690476675854,1
"ACAM",0.75,3106,-2.0182190103098,132,-0.0474418498112032,58.0331642883159,1
"ACAM",0.75,3560,-2.05951949279927,134,-0.0474563893150691,57.9421013921798,1
"ACAM",0.75,814,-1.55769032679168,140,-0.036942092713517,47.0026222503176,1
"ACAM",0.75,333,-1.80404539433699,133,-0.0425836635368679,50.3975458096133,1
"ACAM",0.75,808,-1.75759148093489,139,-0.0403490767007486,51.9689399680912,1
"ACAM",0.75,3256,-1.1168105740684,129,-0.0365802058410339,56.2571914711669,1
"ACAM",0.75,325,-1.96095762243396,145,-0.0412201090777333,50.0355143499073,1
"ACAM",0.75,465,-1.97834902904129,143,-0.041965446306541,49.0521690040035,1
"ACAM",0.75,720,-1.62304941846708,138,-0.0386886188235357,50.1744464737579,1
"ACAM",0.75,1767,-1.91879173262034,128,-0.0456434390003714,47.6727996729056,1
"ACAM",0.75,1378,-1.22916419388143,133,-0.0363030315377902,53.6024879584957,1
"ACAM",0.75,1129,-1.30069214233093,129,-0.0374507406893337,48.7743854057279,1
"ACAM",0.75,1354,-1.43992273235256,129,-0.0398498376392446,54.3071673945093,1
"ACAM",0.75,3991,-1.69421753424162,140,-0.0395245725596353,53.9859331454768,1
"ACAM",0.75,1974,-1.05136598576856,131,-0.035713850613325,58.7852297375831,1
"ACAM",0.75,3588,-1.69422171652366,124,-0.0449913953253516,56.3998127394307,1
"ACAM",0.75,1197,-1.93572123858845,130,-0.0453772043416002,48.9823455962367,1
"ACAM",0.75,3942,-2.01319998139072,142,-0.0431699546482818,51.4360214880449,1
"ACAM",0.75,3907,-1.57490885861978,129,-0.0412845446457048,53.455280432328,1
"ACAM",0.75,2461,-1.3177858207317,127,-0.0388048476601319,52.5312633691522,1
"ACAM",0.75,2868,-1.84395995680752,125,-0.046119997856294,51.4260278688664,1
"ACAM",0.75,3313,-2.00111526338732,145,-0.0419226674612199,50.3228492830554,1
"ACAM",1,2502,-0.341243473421434,146,-0.029875133090237,70.2149539940312,1
"ACAM",1,2389,0.809054314233047,133,-0.0228480969843114,65.2011369736602,1
"ACAM",1,419,0.768631776513719,131,-0.0240672613353535,69.8118463641178,1
"ACAM",1,3116,0.731946073756942,130,-0.0235690165483962,61.8344472369576,1
"ACAM",1,3201,-0.0601299946370537,133,-0.030201481864872,67.8958888804687,1
"ACAM",1,2799,-0.377437411242204,147,-0.0297026453124709,67.9014062958045,1
"ACAM",1,1890,-0.156134264334096,137,-0.030686891755823,73.2943309830978,1
"ACAM",1,1177,0.629606798920137,141,-0.0224670507807429,61.5960713153352,1
"ACAM",1,628,0.423916814748719,133,-0.026156689643801,67.0579521300118,1
"ACAM",1,1837,0.130612339825269,129,-0.0287613192670484,61.9020246754183,1
"ACAM",1,2879,0.966571303856174,149,-0.0195137887334147,67.4322518922926,1
"ACAM",1,2142,-0.254746518245089,144,-0.0297006344978081,71.0616868056856,1
"ACAM",1,3919,0.911308707837739,155,-0.0188038280827228,64.2543838195864,1
"ACAM",1,2797,-0.57998115431815,152,-0.0295576328523568,61.1751184467224,1
"ACAM",1,1703,-0.157353964043519,136,-0.0301248610670297,66.490927827427,1
"ACAM",1,2250,0.968342321169188,132,-0.0212451688302662,61.2018265517072,1
"ACAM",1,2835,0.998521308406767,149,-0.0189533718823506,64.2461254161558,1
"ACAM",1,3908,-0.233396477735626,154,-0.0272323737936193,66.7298619944246,1
"ACAM",1,2656,-0.0667315921765997,129,-0.0310399477790518,66.8423520319978,1
"ACAM",1,3703,0.0555479368030376,139,-0.0279332780086354,67.4452721944345,1
"ACAM",1,1372,0.64987203913336,154,-0.0206710161517003,63.6622570955855,1
"ACAM",1,3832,-0.0375940234665951,131,-0.0309976953120939,72.714164152181,1
"ACAM",1,1069,-0.108464998356624,136,-0.0300859080346569,69.3192146346922,1
"ACAM",1,3523,-0.388617957480286,148,-0.0292959148429143,65.2751296949426,1
"ACAM",1,3617,0.20662444104431,132,-0.0287919141958843,72.9310603420628,1
"ACAM",1,2364,1.28461895413291,138,-0.0186644661630928,67.9197966645458,1
"ACAM",1,847,0.376029622131576,133,-0.0266736179632675,68.2948653475575,1
"ACAM",1,473,0.698941481213076,137,-0.0225275461406616,60.8046415364547,1
"ACAM",1,506,0.886465534043485,142,-0.0216637941753382,73.5495163780155,1
"ACAM",1,2742,0.97455729006131,131,-0.0219408349889481,65.8845611771936,1
"ACAM",1,2642,1.45371901441698,131,-0.0180631798156065,65.5849934592633,1
"ACAM",1,1416,0.509980238427947,140,-0.0243048656477776,68.3523262285822,1
"ACAM",1,3379,0.089852428217944,139,-0.027836779185483,69.2643312238805,1
"ACAM",1,3840,0.926300778548751,140,-0.0210305523315001,66.9822664563415,1
"ACAM",1,2637,0.539418519070275,145,-0.023209080805861,67.7270585306574,1
"ACAM",1,992,0.75347786833329,136,-0.0230852700132262,68.027875464549,1
"ACAM",1,1552,0.60455754591131,140,-0.023389448079079,66.2567025144869,1
"ACAM",1,3474,0.293063830314996,134,-0.0273315932214347,70.2389132261237,1
"ACAM",1,3595,0.551346679498061,130,-0.0255916055908378,66.3809481319994,1
"ACAM",1,555,1.34513540661027,134,-0.018297776707243,64.1134515192054,1
"ACAM",1,1191,0.112191449237261,136,-0.0279692102342542,66.4133765921288,1
"ACAM",1,918,0.923256125492122,137,-0.0209387855176917,62.0163523015874,1
"ACAM",1,675,0.784098691874845,144,-0.0206268024938475,59.366438522961,1
"ACAM",1,3111,0.272568291811004,154,-0.0239569156110228,70.5898081586378,1
"ACAM",1,2163,1.04952986889632,138,-0.0196118663029061,60.6163076921905,1
"ACAM",1,448,0.604889189458738,139,-0.0228488144983347,60.4218351964432,1
"ACAM",1,2501,-0.297224913191486,141,-0.030682644747653,71.3045945618106,1
"ACAM",1,266,0.517291943581734,141,-0.0237843689544211,65.4348989780161,1
"ACAM",1,1015,0.472758661027703,136,-0.0256951406821038,71.4767198229654,1
"ACAM",1,298,0.0782627240859339,152,-0.025373986042577,67.4195870303953,1
"ACAM",1,316,0.416935031022635,145,-0.0241068215342915,67.9935764403859,1
"ACAM",1,1715,0.524609371971855,137,-0.0242893871519586,64.1510704352613,1
"ACAM",1,3717,0.565130129415579,142,-0.0239155135871832,71.8671944061269,1
"ACAM",1,3147,0.0776189810378395,129,-0.0300696682766318,68.9430236916616,1
"ACAM",1,3493,0.133431338363143,130,-0.0293367467647868,68.541085366478,1
"ACAM",1,1099,1.20548174828292,131,-0.0197116909067321,62.9778121628694,1
"ACAM",1,142,0.378336794565199,136,-0.0263741807927606,71.1104047002478,1
"ACAM",1,3247,0.515758840363363,132,-0.0259384160512714,70.2807390784884,1
"ACAM",1,774,-0.307551063541254,147,-0.0289237906622568,65.329609218741,1
"ACAM",1,595,0.644249875878985,131,-0.0237888825078157,59.2900498000736,1
"ACAM",1,129,0.425090146592484,142,-0.0250819675795898,72.5831911708468,1
"ACAM",1,2509,-0.0710387074358261,146,-0.0275286706402224,67.4008666930942,1
"ACAM",1,1315,0.839568114816459,128,-0.0239982522544967,69.4037349235744,1
"ACAM",1,3643,0.26624082396179,149,-0.0250902093841157,73.3797002432505,1
"ACAM",1,926,0.0547461437606541,145,-0.0268339077132931,68.2022066387415,1
"ACAM",1,859,-0.381855451949683,139,-0.0309398602343373,63.0758195518015,1
"ACAM",1,673,0.407665340465176,138,-0.0249776839451301,63.9831319161159,1
"ACAM",1,1314,0.720573129145059,147,-0.0211023617049049,63.1640348864267,1
"ACAM",1,2624,0.491932818260615,139,-0.0246107845866919,67.85862118018,1
"ACAM",1,1242,0.764552815708005,134,-0.023127240758388,65.9982006233122,1
"ACAM",1,2652,0.288322168282115,144,-0.0250405100624641,66.0599415668442,1
"ACAM",1,156,0.75249700428073,128,-0.0249286170233704,71.3425507011481,1
"ACAM",1,521,0.527467857603164,133,-0.0255260437405485,69.0315981283112,1
"ACAM",1,2168,0.731765488598392,129,-0.0251557043974071,73.7132694694441,1
"ACAM",1,1311,0.494031181583505,132,-0.0250120399861251,60.6208473381075,1
"ACAM",1,2369,0.339505984040882,146,-0.0247155466470624,69.5299721172078,1
"ACAM",1,1889,1.25862153582878,140,-0.0183832626292209,65.6996390966296,1
"ACAM",1,2498,0.669941161857534,147,-0.0219738289715379,68.1644968622774,1
"ACAM",1,381,0.744008305403361,136,-0.0231225256539495,67.6283015553482,1
"ACAM",1,1778,0.970318100612948,133,-0.0224989937535198,73.7658758678903,1
"ACAM",1,1659,-0.416889138772574,143,-0.0302695935169617,62.4732026637591,1
"ACAM",1,2613,1.38060213477099,139,-0.0182085350933648,71.638473160736,1
"ACAM",1,1282,0.349010341780855,149,-0.0230649843707503,59.4707482728098,1
"ACAM",1,116,0.796621854888637,137,-0.0227039338185756,68.9060504226607,1
"ACAM",1,3729,0.497915367391531,128,-0.0266612482972999,68.051858452341,1
"ACAM",1,1597,0.901645252249868,139,-0.0210621050897732,64.5348979381838,1
"ACAM",1,957,1.3503111476314,130,-0.0188783896166563,64.2105224671513,1
"ACAM",1,1232,-0.36809832559903,156,-0.0281453292457609,70.259202564989,1
"ACAM",1,236,0.632176116635934,129,-0.024686664789199,62.7569244583457,1
"ACAM",1,190,0.442116472671893,132,-0.0262984337819029,67.7763177305921,1
"ACAM",1,2510,0.168832893980579,144,-0.0263203600960429,69.3954457263609,1
"ACAM",1,1743,0.909815795091377,150,-0.0194333945597925,64.2414446381632,1
"ACAM",1,244,0.828556206685376,151,-0.0204949699102814,70.5548935833582,1
"ACAM",1,1250,1.21268682616713,131,-0.0195634495442889,62.2183032884914,1
"ACAM",1,328,-0.0716353058064319,139,-0.0288319926657122,66.6416602905434,1
"ACAM",1,1461,-0.0595903595016131,141,-0.0283321478764174,66.4585392978238,1
"ACAM",1,1152,1.18859713303449,132,-0.0197719575887655,63.5983047663563,1
"ACAM",1,514,0.435064765386257,154,-0.0219735301899273,61.8669026237565,1
"ACAM",1,677,0.599447990048721,136,-0.024640842273463,71.0152420139959,1
"ACAM",1,1787,0.217239033163253,150,-0.0245564034888365,66.1592236408779,1
"ACAM",1,3288,0.172957153693013,141,-0.026661456518583,67.4709178077281,1
"ACAM",1,3512,0.419268424689425,129,-0.0272502353810628,69.2335962584143,1
"ACAM",1,1944,0.39176455362715,155,-0.0223415122338018,63.9046391409259,1
"ACAM",1,299,0.683803798365909,132,-0.0239776238426259,64.6806443227315,1
"ACAM",1,3572,0.457115757096216,148,-0.0229956144788463,64.4401630949323,1
"ACAM",1,3481,0.192304746795769,144,-0.0264357200658253,72.2876891512495,1
"ACAM",1,3885,0.934336451284008,141,-0.0201484480899129,61.2904890484462,1
"ACAM",1,34,-0.185107967894195,144,-0.0283889712636681,63.6373893169859,1
"ACAM",1,3822,0.74866810277205,140,-0.022299896169135,66.1917061598664,1
"ACAM",1,828,0.313898982381726,155,-0.0233882233542183,68.9710486590608,1
"ACAM",1,1534,0.849688670262226,134,-0.0228549815612478,69.8791970663,1
"ACAM",1,1685,0.712834363335444,142,-0.0223397902423766,67.4659188935656,1
"ACAM",1,3802,-0.236069181480893,141,-0.0290599757370867,60.7320196539215,1
"ACAM",1,2145,-0.460171769307915,152,-0.0297812419283431,72.602569428091,1
"ACAM",1,3605,0.500391241874264,155,-0.0218027122716524,66.2079952518214,1
"ACAM",1,2998,-0.516751072979821,153,-0.0292534088723645,64.7772935996327,1
"ACAM",1,3426,0.203119595989285,133,-0.0275856590563071,64.1533552160025,1
"ACAM",1,647,1.12113155875242,145,-0.0187329957160946,65.8083689928871,1
"ACAM",1,460,0.376023445085494,142,-0.0248920270155645,67.2192457056635,1
"ACAM",1,1374,0.869109623307375,131,-0.0232246791300602,69.7072317810748,1
"ACAM",1,1363,0.530585729353725,143,-0.0239201092404663,70.9389039287993,1
"ACAM",1,425,0.801133002723241,133,-0.0237474186499588,72.6561609086493,1
"ACAM",1,503,-0.131011466779163,151,-0.0275196938283124,72.156327240864,1
"ACAM",1,2318,-0.440118847377914,144,-0.0301638480229733,61.8234379533728,1
"ACAM",1,3075,0.481874372634722,143,-0.0240874610739171,69.1184876626779,1
"ACAM",1,179,1.49258938399328,133,-0.0180114234866703,70.4684381642032,1
"ACAM",1,3275,0.588855356074212,144,-0.023138148019366,69.1137871012659,1
"ACAM",1,1774,0.453223656441884,138,-0.0252617224729303,69.866126296375,1
"ACAM",1,3888,0.932449652737833,142,-0.0208348804780048,68.2363250579929,1
"ACAM",1,2049,-0.254821043111448,146,-0.0294189085368944,72.4991572514282,1
"ACAM",1,920,0.448411470686157,132,-0.0256571702998874,62.8503001056633,1
"ACAM",1,1024,-0.342713122574268,147,-0.0296814704886184,70.057980224183,1
"ACAM",1,3753,1.04752327341281,135,-0.0209972059496865,68.273061224823,1
"ACAM",1,563,-0.399615491477196,143,-0.0308662836588491,69.0905454659761,1
"ACAM",1,697,0.960412782495206,143,-0.0208539950911769,72.4207471403002,1
"ACAM",1,1848,1.11697505635542,137,-0.019430175964295,61.9308966496956,1
"ACAM",1,1701,0.754621905695419,130,-0.024309195383675,69.6734827533878,1
"ACAM",1,1609,1.07538046800478,146,-0.019029846450482,66.5404682361936,1
"ACAM",1,3920,0.331787332108826,133,-0.026912823141705,66.9810108989257,1
"ACAM",1,1728,0.540922835783776,133,-0.0242766356310242,59.26202462946,1
"ACAM",1,875,-0.17625669674793,135,-0.0310197669125141,71.1008086712329,1
"ACAM",1,1639,0.487715869962787,132,-0.0253703870153105,63.0925384067507,1
"ACAM",1,2990,0.978097875289128,146,-0.0198524170874953,67.8851989403468,1
"ACAM",1,939,0.103622229927845,155,-0.0246502278122351,66.9530770025012,1
"ACAM",1,1435,0.245448874804027,142,-0.026147236762038,69.8370552752707,1
"ACAM",1,2403,0.226851639624443,146,-0.0248373051072265,62.9539009612087,1
"ACAM",1,3916,0.876180066153434,130,-0.0236396892126731,72.2651361112919,1
"ACAM",1,2307,0.888985197397276,132,-0.0230966313240399,71.4697967227733,1
"ACAM",1,1355,0.118482636691066,147,-0.0251253551277228,59.904627257195,1
"ACAM",1,3348,1.01820033175261,155,-0.018582037539745,69.5694285340883,1
"ACAM",1,2618,0.721678614779971,136,-0.0223320518045665,59.6112144164477,1
"ACAM",1,2826,0.926531138648217,145,-0.0202873079346163,66.8749475263639,1
"ACAM",1,695,1.24344067235628,134,-0.0191173674937189,64.3399567010712,1
"ACAM",1,596,0.841962505146163,145,-0.0207081397396739,64.9428353247181,1
"ACAM",1,462,1.05181960622288,138,-0.0200952089590961,64.8026878750658,1
"ACAM",1,1344,0.565187214715892,138,-0.0236428752449946,63.0857289943376,1
"ACAM",1,3330,0.324451477881199,140,-0.0257579549464462,68.4799565519169,1
"ACAM",1,1605,0.393338943149418,137,-0.0252498216802424,63.9326232004303,1
"ACAM",1,2815,0.70958293524374,138,-0.0228935644296522,66.2321051234073,1
"ACAM",1,699,-0.289230528559672,154,-0.028191337146512,72.9237049906161,1
"ACAM",1,3723,1.0749237354424,144,-0.0191781715691693,65.4839603087854,1
"ACAM",1,2842,0.0805796564098671,132,-0.0285142483997151,61.6998234292277,1
"ACAM",1,1051,0.872189492101649,152,-0.0195065525343787,64.8370698713585,1
"ACAM",1,3682,-0.481147492852213,152,-0.0292501491684472,65.178335864814,1
"ACAM",1,3100,-0.0712534511803383,148,-0.0270737815565229,66.7729324899097,1
"ACAM",1,1824,-0.404432432565603,148,-0.0298521261387857,69.122670857605,1
"ACAM",1,310,0.277450987755176,132,-0.027127677872348,63.4997259799342,1
"ACAM",1,2568,0.509928970401359,141,-0.0239182603425281,66.0226665325593,1
"ACAM",1,2271,0.933359244027802,134,-0.0217868824097635,65.9993433018296,1
"ACAM",1,3603,1.21541723314735,132,-0.0192509721384171,61.0991013787386,1
"ACAM",1,2397,0.456949876040946,138,-0.0250842986379501,68.195641462601,1
"ACAM",1,474,0.512894042606387,128,-0.0266305213756607,68.6609281341902,1
"ACAM",1,3719,-0.185955087907337,137,-0.0301254013731837,66.1079501993082,1
"ACAM",1,887,0.697682330950887,148,-0.0218683184838065,70.7225284078246,1
"ACAM",1,1279,1.15394013071219,132,-0.0208338038224794,70.4493912202459,1
"ACAM",1,1193,1.1244478063705,140,-0.0190449406648418,62.5591490447012,1
"ACAM",1,2594,0.893142833065449,129,-0.0225619915388293,62.6168834940117,1
"ACAM",1,2666,0.568538631698196,140,-0.0235848683492028,65.8012691605431,1
"ACAM",1,1345,0.845450788385319,149,-0.020123027732642,64.993707335369,1
"ACAM",1,1048,0.576123618343724,136,-0.0238109429186347,62.0284053463303,1
"ACAM",1,679,0.727824848533634,129,-0.024951104882246,71.55255638009,1
"ACAM",1,2846,0.772149312667695,152,-0.0198614730327922,61.7071654632061,1
"ACAM",1,1870,0.566707857992097,140,-0.0238792848494068,68.4933818917329,1
"ACAM",1,2118,0.340212764079267,135,-0.0260702970633142,63.9464561259046,1
"ACAM",1,3509,0.52397003501739,146,-0.0227538267187153,63.7609103213679,1
"ACAM",1,788,0.962925541647009,150,-0.0192251622507315,65.8652659122501,1
"ACAM",1,2674,-0.560702033337301,150,-0.029980670788876,62.8505714719474,1
"ACAM",1,671,0.378626521568646,136,-0.0263307510299791,70.8006371796628,1
"ACAM",1,439,0.941538340914108,132,-0.0222422234937512,67.675213630377,1
"ACAM",1,760,0.0295768207523097,150,-0.0258867121469435,65.4171985380657,1
"ACAM",1,3752,0.382047180191036,134,-0.0264639894745692,68.5813077813866,1
"ACAM",1,18,0.162383868117361,156,-0.0237165840354485,63.244341895078,1
"ACAM",1,117,-0.272336166674496,150,-0.0279553935559028,64.3221636722648,1
"ACAM",1,2667,0.304382256727131,144,-0.0256285684714592,72.6720683933842,1
"ACAM",1,1955,-0.0725246342212244,145,-0.0277948150332404,67.972700246524,1
"ACAM",1,2007,0.115440977629861,135,-0.0287949699964092,72.3379469583256,1
"ACAM",1,1745,0.71485893263216,143,-0.021946876844914,65.2219213955748,1
"ACAM",1,3125,0.0598557302340934,144,-0.0263477824985853,62.1317938846048,1
"ACAM",1,1588,0.598790302864118,134,-0.0242734240202827,64.4471501808775,1
"ACAM",1,3633,0.567999661077963,136,-0.0251642728065828,73.7856164107616,1
"ACAM",1,2703,0.580951226115842,142,-0.0232423249297251,66.3997370927835,1
"ACAM",1,2813,0.921282713180938,139,-0.0210651506026213,65.5847880766821,1
"ACAM",1,1628,0.19791139707997,149,-0.0250978212951371,68.2776502008915,1
"ACAM",1,3831,0.552316643391978,135,-0.0249591382333881,68.9511672642877,1
"ACAM",1,3046,0.740943421714479,147,-0.021049292535012,63.9546835827845,1
"ACAM",1,2343,0.351127170984601,134,-0.0260701631218385,63.1481333391749,1
"ACAM",1,176,-0.341181425619884,153,-0.0282878898821233,68.0994307448227,1
"ACAM",1,1305,0.296225313541614,138,-0.0261310295862391,66.7277393548422,1
"ACAM",1,3200,0.257550947262978,134,-0.0276617417779665,70.5674736566631,1
"ACAM",1,1164,0.695383711979978,145,-0.0221424672533686,68.7109767744372,1
"ACAM",1,3715,0.619527041180678,142,-0.0229889562065792,66.5903680450307,1
"ACAM",1,1397,0.212675327941693,134,-0.0272241130573817,63.3369870630468,1
"ACAM",1,2507,1.13012135374676,129,-0.0202962656683296,60.2543600243215,1
"ACAM",1,99,-0.313618663243584,144,-0.029568667403955,65.3283427885582,1
"ACAM",1,2329,0.139814645701252,140,-0.0266958985167794,64.3170685098493,1
"ACAM",1,798,0.1438117387942,138,-0.0273725666481113,66.9526200115886,1
"ACAM",1,2133,0.888626030439221,146,-0.020958872652228,72.4724354156854,1
"ACAM",1,1570,-0.0650556688207901,146,-0.0275220882882669,67.9591526335024,1
"ACAM",1,3251,0.322553777490302,138,-0.0253231575856574,61.1554689341003,1
"ACAM",1,1879,0.325205411579857,146,-0.0245674869939364,67.2967865507614,1
"ACAM",1,1418,0.418830449198213,141,-0.0250350280276655,70.4416037547845,1
"ACAM",1,959,0.475257942141727,142,-0.02338721688169,60.8863420641028,1
"ACAM",1,166,0.272397944166463,148,-0.0244842258697862,65.6914812281449,1
"ACAM",1,3372,1.29537965318644,134,-0.0183834535667504,61.4309822993268,1
"ACAM",1,1347,0.678928319676512,135,-0.0232177097348576,62.6184241665303,1
"ACAM",1,2234,-0.506686613838107,151,-0.0300007531892807,68.8359840359217,1
"ACAM",1,2767,0.420796239582518,147,-0.0231257836412518,61.8778663865338,1
"ACAM",1,464,0.54857643667077,145,-0.0228040607888322,64.8924335457473,1
"ACAM",1,3136,1.26608234445762,136,-0.0189169739014882,66.1947558810159,1
"ACAM",1,3483,0.371971070088551,147,-0.0239550667684264,66.3187502274957,1
