"focal","water","post_num","igr","equil","alpha_inter","lambda","microbe"
"ACAM",0.6,193,-2.29818064629171,104,-0.0621750571417274,29.4717534116436,1
"ACAM",0.6,1495,-1.94400068200371,106,-0.0499207371758075,25.9732093463931,1
"ACAM",0.6,2420,-2.31028342329944,107,-0.0610820043107263,29.7919736193111,1
"ACAM",0.6,671,-2.35329230602071,105,-0.0643618064830457,30.1092563437167,1
"ACAM",0.6,2678,-2.21794370474983,117,-0.0512865057690763,25.2304509563445,1
"ACAM",0.6,2237,-2.28356562012724,119,-0.0529794450184487,26.6342868803653,1
"ACAM",0.6,2504,-2.41575169206538,115,-0.0614010654969353,27.6088670690937,1
"ACAM",0.6,3574,-2.06910599759562,115,-0.0496703575225735,29.4630665158537,1
"ACAM",0.6,2516,-2.11717954575864,110,-0.0525252300839666,27.5089489341546,1
"ACAM",0.6,1056,-2.31605601718893,116,-0.0550672332139888,25.0416242974596,1
"ACAM",0.6,2660,-1.98954007330502,111,-0.0496220533497279,29.1039338541394,1
"ACAM",0.6,420,-2.24842283934673,107,-0.0579586979674585,27.6502334496481,1
"ACAM",0.6,2416,-2.37350969841784,105,-0.0654758955524151,30.391305451244,1
"ACAM",0.6,684,-1.9218001632835,104,-0.0505529453965865,26.2337590359829,1
"ACAM",0.6,2340,-2.31026332634,117,-0.0546801238755118,26.0767235268959,1
"ACAM",0.6,3044,-2.34768077850271,116,-0.0564509679093958,25.1706472314512,1
"ACAM",0.6,263,-2.12603489110641,111,-0.0517719074159008,26.174674939317,1
"ACAM",0.6,3164,-2.09271549732865,112,-0.050529710298884,26.1600681523286,1
"ACAM",0.6,3205,-2.15159003650735,105,-0.0563196030873994,28.6501724827784,1
"ACAM",0.6,1387,-2.47468543866162,120,-0.0643978179879101,30.5314405167061,1
"ACAM",0.6,1974,-2.42375866956039,121,-0.0589416649705695,27.7462995086296,1
"ACAM",0.6,3741,-2.18871704710965,116,-0.0520932065253618,28.9405064302945,1
"ACAM",0.6,352,-1.89165874340769,107,-0.0497728950432247,30.0102684250201,1
"ACAM",0.6,2290,-2.36039240271167,108,-0.0626697495825098,29.2327532817339,1
"ACAM",0.6,2142,-2.01920072639937,105,-0.0520470275584731,25.9190996694097,1
"ACAM",0.6,1299,-2.12724075059366,111,-0.0526269000887763,28.5988512371142,1
"ACAM",0.6,1084,-2.03158448902762,112,-0.0502386609683541,29.6174102171815,1
"ACAM",0.6,1821,-2.15256409693854,104,-0.0559986391190893,26.1151342296654,1
"ACAM",0.6,1137,-2.17203478826956,113,-0.0521892857691591,26.4006853117914,1
"ACAM",0.6,486,-1.87563964049049,110,-0.047189199928734,27.1441999339234,1
"ACAM",0.6,1834,-2.33699326814629,110,-0.0602604894768117,28.9297503273385,1
"ACAM",0.6,1671,-2.28368501281283,113,-0.0555540038557435,26.0448970260473,1
"ACAM",0.6,74,-2.20015995065246,110,-0.0539962811519314,25.1322891465917,1
"ACAM",0.6,1957,-2.37588300407586,114,-0.0604890170771362,30.6112641795682,1
"ACAM",0.6,2867,-2.0451871786474,111,-0.0494998869348209,25.0564233230302,1
"ACAM",0.6,1001,-2.29139815669701,115,-0.0561886538042059,30.2445321244085,1
"ACAM",0.6,2483,-2.28556567728325,104,-0.0615321584849971,29.0903424586882,1
"ACAM",0.6,2068,-1.92271490986109,107,-0.0490353541958982,25.9732445679582,1
"ACAM",0.6,3469,-1.74563818605461,107,-0.0461399480857861,27.011984942695,1
"ACAM",0.6,3163,-1.78435580325875,103,-0.0494224076072659,29.3372071977954,1
"ACAM",0.6,66,-2.1600518259657,111,-0.0542922564199815,31.3026784413514,1
"ACAM",0.6,3307,-2.4821282863784,120,-0.0643913004199278,27.736074820282,1
"ACAM",0.6,586,-1.7574723164746,107,-0.0461401795675271,26.3020230081579,1
"ACAM",0.6,1447,-2.1581095081463,117,-0.0502543765247229,27.0464492893223,1
"ACAM",0.6,2064,-1.90928293523474,106,-0.0492535311917764,25.9824286234789,1
"ACAM",0.6,240,-2.33397388469341,110,-0.0590901857172544,25.6929724498924,1
"ACAM",0.6,2097,-1.85300762042604,107,-0.0488468158044831,29.3263130361891,1
"ACAM",0.6,1794,-1.86369751557304,108,-0.0484030811148813,28.7922522357126,1
"ACAM",0.6,3427,-2.35502445425105,107,-0.0634771976398525,31.0496123673295,1
"ACAM",0.6,3302,-2.43890418987291,114,-0.0649024755469892,32.0411643539676,1
"ACAM",0.6,1942,-2.00125072649363,106,-0.052392191426177,29.6683568939532,1
"ACAM",0.6,1651,-2.18848101508112,109,-0.0558993882327201,30.5178566034706,1
"ACAM",0.6,3339,-2.32153973579493,107,-0.0601707599037352,25.72828381577,1
"ACAM",0.6,3903,-1.80363306302991,109,-0.0465670448221586,27.8489023160925,1
"ACAM",0.6,3757,-2.2386657370351,115,-0.0540988929923385,29.2791964903082,1
"ACAM",0.6,772,-2.23450135394856,111,-0.0554289243375235,27.6361695903871,1
"ACAM",0.6,3111,-2.17516241835392,102,-0.057927528717844,26.4031488224581,1
"ACAM",0.6,693,-1.83861225310933,106,-0.0482019934140315,26.8291784534695,1
"ACAM",0.6,1409,-2.11784601715624,105,-0.0546066478447454,26.2699499738424,1
"ACAM",0.6,2388,-1.75363890563554,103,-0.0487498644117929,28.867308286588,1
"ACAM",0.6,2313,-2.15932039396654,109,-0.0538781362481993,26.784309368211,1
"ACAM",0.6,2793,-1.88193084764623,110,-0.0468973472207383,25.8410521091334,1
"ACAM",0.6,1302,-2.13700591646783,116,-0.0512754826631117,30.9343651312055,1
"ACAM",0.6,525,-2.33656391764988,110,-0.0593334855598767,26.0904600915329,1
"ACAM",0.6,1937,-2.25704292274404,110,-0.0570012331267009,28.6474024353085,1
"ACAM",0.6,3481,-2.4289019645601,119,-0.0614656462553626,32.0425148807237,1
"ACAM",0.6,680,-2.18513163024054,107,-0.0560805527834256,28.1515095572322,1
"ACAM",0.6,561,-2.24941023982782,116,-0.0529707505237235,25.9597642868625,1
"ACAM",0.6,3907,-2.10866237339776,111,-0.0517349947050332,27.3085228217944,1
"ACAM",0.6,2125,-1.94848819236516,105,-0.0515469795244162,28.9452707729152,1
"ACAM",0.6,2715,-2.11683708033766,120,-0.0484892031992527,28.7565618346939,1
"ACAM",0.6,533,-2.26163731897097,109,-0.0576846504871319,28.6362136938125,1
"ACAM",0.6,1327,-2.08935577825021,108,-0.0520618871750613,25.5629972125717,1
"ACAM",0.6,3718,-1.83612633430495,102,-0.0511681500216153,30.2365821779642,1
"ACAM",0.6,2332,-2.35531480914401,109,-0.0606862520081967,25.8841860817481,1
"ACAM",0.6,873,-2.31961390971524,110,-0.0586427108073718,26.3169485348112,1
"ACAM",0.6,2103,-2.22103060726497,113,-0.0546452727639242,29.7082346181503,1
"ACAM",0.6,884,-1.97495717049168,109,-0.0501808292120982,28.9506950309915,1
"ACAM",0.6,3117,-2.2719333294526,117,-0.0536894229681425,27.3788817925487,1
"ACAM",0.6,2235,-2.27774503641774,110,-0.0580678905289709,29.7378681435984,1
"ACAM",0.6,2742,-1.79526498060686,104,-0.0494674007989734,30.2140211387396,1
"ACAM",0.6,452,-2.35372698857589,109,-0.0607950661543151,26.3372516715376,1
"ACAM",0.6,3953,-2.28285807509165,113,-0.0569591899057162,30.5593621065218,1
"ACAM",0.6,2260,-2.09156094720975,103,-0.056119150259101,29.7253810760317,1
"ACAM",0.6,1127,-2.29996995309765,108,-0.0597177398640735,28.774505942942,1
"ACAM",0.6,3798,-2.38280678329073,116,-0.0594340035818597,29.1456157991273,1
"ACAM",0.6,2217,-2.10004814705568,108,-0.0533858971610052,28.6383324456335,1
"ACAM",0.6,2166,-2.03095952076096,113,-0.0488743132941912,26.8545847521627,1
"ACAM",0.6,1363,-2.24367096578615,106,-0.0596138637603141,31.6501406251081,1
"ACAM",0.6,2822,-2.41022839880262,117,-0.0602675053880416,28.3051875496217,1
"ACAM",0.6,2901,-2.28925497881829,112,-0.0568096022817106,27.5130794906382,1
"ACAM",0.6,1562,-2.32426006037769,114,-0.0578904774459208,29.9382751806334,1
"ACAM",0.6,227,-1.85259907359093,108,-0.0488423995364308,30.8934111005661,1
"ACAM",0.6,2360,-2.34812148563337,108,-0.0613932320122111,27.2317928230058,1
"ACAM",0.6,1133,-1.94583027464014,111,-0.0490889840770323,30.3489117161969,1
"ACAM",0.6,1970,-2.37466600266296,115,-0.0596098100474017,29.4613963553583,1
"ACAM",0.6,638,-2.3590985384149,110,-0.0612580966130336,28.7099468835642,1
"ACAM",0.6,1203,-2.29240183978396,109,-0.0597394436553735,31.7189292607408,1
"ACAM",0.6,1166,-2.1712815632751,115,-0.0526475014235948,31.0328260488175,1
"ACAM",0.6,3640,-2.42847418434106,120,-0.0597333296035635,27.73276643204,1
"ACAM",0.6,3888,-2.24516566203048,106,-0.0592070935052166,30.1353216202998,1
"ACAM",0.6,1428,-2.18877420925881,119,-0.0504803134159147,28.0084841436846,1
"ACAM",0.6,2366,-2.20776835258958,107,-0.0562632475690012,26.6393665403081,1
"ACAM",0.6,2651,-1.93036800692168,106,-0.049774108163846,26.3587821187829,1
"ACAM",0.6,230,-2.34805668150217,118,-0.0561298732177975,27.0981834227511,1
"ACAM",0.6,2277,-2.31363742323299,121,-0.0534885987324117,27.6942993792668,1
"ACAM",0.6,674,-1.72891711620678,105,-0.0465862432722515,26.554501753018,1
"ACAM",0.6,1864,-2.37789630750767,118,-0.0582229461981895,29.4778534948965,1
"ACAM",0.6,1849,-2.21045758900807,108,-0.0570838524732559,30.5030180750756,1
"ACAM",0.6,1767,-2.35078507472411,110,-0.0598638216536634,25.7875053587767,1
"ACAM",0.6,2958,-2.04308866231082,104,-0.0546265176014129,30.4812289012667,1
"ACAM",0.6,2662,-2.2125481621265,114,-0.0529178052750349,26.457717901534,1
"ACAM",0.6,2341,-2.20588497775505,108,-0.0566763763785252,29.6515818636479,1
"ACAM",0.6,2455,-2.15487473121491,115,-0.0515954985767044,29.025350973215,1
"ACAM",0.6,1333,-2.36121481118631,114,-0.0586769225251081,26.8817904235736,1
"ACAM",0.6,1101,-2.13416115106193,116,-0.0500818554529215,27.0359774017921,1
"ACAM",0.6,1645,-2.39383820557771,113,-0.0620980750875898,30.7456352475625,1
"ACAM",0.6,1751,-1.97564795572308,108,-0.0505635856264425,28.5681351634384,1
"ACAM",0.6,631,-2.31355825649499,121,-0.0531586402229889,26.5400549539461,1
"ACAM",0.6,2310,-2.03787078484746,115,-0.0478533711970967,25.7930219196934,1
"ACAM",0.6,3274,-1.98624058693912,109,-0.0499053860156547,27.3318670456828,1
"ACAM",0.6,1089,-2.05007746496469,114,-0.0493663906064595,28.3303228410926,1
"ACAM",0.6,1439,-2.31394685333492,111,-0.058342336979912,27.6871204987463,1
"ACAM",0.6,1656,-1.93356881034882,105,-0.0506708008968835,27.306607917474,1
"ACAM",0.6,3241,-1.77763269041799,106,-0.0472053821428143,27.2097620217789,1
"ACAM",0.6,2202,-2.44509919049224,119,-0.0626810565360992,32.1098289502909,1
"ACAM",0.6,2775,-2.23860847583251,115,-0.053884154225552,28.4995478583432,1
"ACAM",0.6,3086,-2.34720863782725,108,-0.0618395851379292,28.9052499002625,1
"ACAM",0.6,1179,-2.34816118863926,112,-0.0594229919276078,28.0641396816892,1
"ACAM",0.6,2996,-2.25402721186168,110,-0.0566977366543968,27.9644843799645,1
"ACAM",0.6,3564,-2.018714480839,107,-0.0520316202802945,28.9108328738427,1
"ACAM",0.6,1155,-2.2463099257931,106,-0.0589972381312477,29.4127011778607,1
"ACAM",0.6,3730,-2.24929123594327,110,-0.0568812095145688,29.1678756099852,1
"ACAM",0.6,3793,-2.15185485247672,119,-0.0503917647595118,31.1848080420719,1
