"","model.name","Rhat","Neff"
"1","brho_m0_w1",1.05217742281775,64.7515460901139
"2","brho_m1_w1",1.10069002539978,31.6815490731958
"3","brho_m0_w0.75",-Inf,Inf
"4","brho_m1_w0.75",1.00742451176611,1032.45486354948
"5","brho_m0_w0.6",1.00223480313681,1027.07000699195
"6","brho_m1_w0.6",1.00441514752458,1344.64340563942
