"species","water","post_num","n_star","lambda","alpha_ii","g_i","s_i"
"ACAM",0.6,339,116.645083765772,26.9544257067274,-0.0450700281472821,0.516111111111111,0.16
"ACAM",0.6,2393,103.096972953713,26.4254211138532,-0.0506202313201414,0.516111111111111,0.16
"ACAM",0.6,1635,118.514578302304,26.7784871181544,-0.0442520137142531,0.516111111111111,0.16
"ACAM",0.6,2009,93.0580720253218,27.6449688465648,-0.0570204204641111,0.516111111111111,0.16
"ACAM",0.6,2007,90.6847543256001,28.2398804032186,-0.0589676181189294,0.516111111111111,0.16
"ACAM",0.6,1563,99.6059531513322,28.8433330847196,-0.0540974824546414,0.516111111111111,0.16
"ACAM",0.6,1737,93.9722002466407,28.4824018725905,-0.0570810575100887,0.516111111111111,0.16
"ACAM",0.6,621,115.887235719443,24.1580506844055,-0.0435334900202333,0.516111111111111,0.16
"ACAM",0.6,1188,109.438272335422,25.8649313728993,-0.0473075290055331,0.516111111111111,0.16
"ACAM",0.6,374,105.589901315388,31.9607148243019,-0.0529149195979807,0.516111111111111,0.16
"ACAM",0.6,283,112.284309302548,30.4732300326073,-0.0489377265802245,0.516111111111111,0.16
"ACAM",0.6,87,99.7064938212982,27.6336936126475,-0.0532103755408579,0.516111111111111,0.16
"ACAM",0.6,487,110.764545366493,27.2144617545706,-0.0476307630394794,0.516111111111111,0.16
"ACAM",0.6,858,120.495787855996,31.4982750068738,-0.0461347385449146,0.516111111111111,0.16
"ACAM",0.6,2025,112.868764293513,30.8535968527408,-0.0488972647340188,0.516111111111111,0.16
"ACAM",0.6,1038,105.588673215604,30.3879768370209,-0.0519895784652867,0.516111111111111,0.16
"ACAM",0.6,1783,99.3746993459882,31.1893596357059,-0.0557480471561217,0.516111111111111,0.16
"ACAM",0.6,1832,112.158810079257,30.3472781628685,-0.0489209352394904,0.516111111111111,0.16
"ACAM",0.6,2181,101.7622771713,25.3397555962277,-0.050485386726412,0.516111111111111,0.16
"ACAM",0.6,971,113.433158835578,26.1311420374456,-0.0458163597880438,0.516111111111111,0.16
"ACAM",0.6,2005,114.89827390388,27.0937233610429,-0.0458421557617388,0.516111111111111,0.16
"ACAM",0.6,498,93.3547236692889,30.3086557729113,-0.0587484617192535,0.516111111111111,0.16
"ACAM",0.6,1143,96.7429880429727,24.0764335988537,-0.0520804539857733,0.516111111111111,0.16
"ACAM",0.6,1624,101.147943621262,24.1682553157896,-0.049885286011157,0.516111111111111,0.16
"ACAM",0.6,2069,105.299759558116,31.3906238964752,-0.0527295443010311,0.516111111111111,0.16
"ACAM",0.6,1650,113.47233591216,26.1916264169376,-0.0458400188729916,0.516111111111111,0.16
"ACAM",0.6,2016,96.0269720227088,30.6782659110018,-0.057358175149473,0.516111111111111,0.16
"ACAM",0.6,1892,111.397875850936,26.8477764103892,-0.0471240199285121,0.516111111111111,0.16
"ACAM",0.6,1630,114.095558981886,31.3669777640591,-0.0486517467709861,0.516111111111111,0.16
"ACAM",0.6,334,100.888098674009,28.0606797662572,-0.0528816551798775,0.516111111111111,0.16
"ACAM",0.6,1093,120.374173338604,30.600847406522,-0.0457160865716161,0.516111111111111,0.16
"ACAM",0.6,168,113.725069765106,27.9172369338113,-0.0468252043537331,0.516111111111111,0.16
"ACAM",0.6,992,112.042522674226,26.8820167801768,-0.0468749283972824,0.516111111111111,0.16
"ACAM",0.6,2140,107.361482332678,32.1554092186886,-0.0521513698266271,0.516111111111111,0.16
"ACAM",0.6,2481,109.795175417638,29.3846358608923,-0.0494052366837881,0.516111111111111,0.16
"ACAM",0.6,954,100.006782485245,25.9772691703597,-0.0518529966259356,0.516111111111111,0.16
"ACAM",0.6,493,102.739349860295,29.629529288292,-0.0529547590857262,0.516111111111111,0.16
"ACAM",0.6,1485,94.1523644258303,25.6701442648817,-0.0548324766965987,0.516111111111111,0.16
"ACAM",0.6,958,113.064236540434,28.1320612657689,-0.047230250569806,0.516111111111111,0.16
"ACAM",0.6,160,101.620724274636,26.4652115767612,-0.0513842819209321,0.516111111111111,0.16
"ACAM",0.6,1663,109.041756946353,26.5022022335823,-0.0479120508992602,0.516111111111111,0.16
"ACAM",0.6,1703,98.1850674265012,29.7751643650853,-0.0555078064956904,0.516111111111111,0.16
"ACAM",0.6,1017,101.755327249129,26.8530425763637,-0.0515933256591273,0.516111111111111,0.16
"ACAM",0.6,1761,113.429076152939,24.398400408222,-0.0446460262950507,0.516111111111111,0.16
"ACAM",0.6,751,113.146207072361,26.161776755403,-0.0459526193481133,0.516111111111111,0.16
"ACAM",0.6,1165,102.111377079966,25.5602662703457,-0.0504771960701476,0.516111111111111,0.16
"ACAM",0.6,1189,101.902508657852,30.9375750380207,-0.0542110344631215,0.516111111111111,0.16
"ACAM",0.6,137,100.309271980626,27.4330804615925,-0.052749883970308,0.516111111111111,0.16
"ACAM",0.6,1,100.083446391159,25.4437017089005,-0.0514114964302222,0.516111111111111,0.16
"ACAM",0.6,2251,90.3141593364766,30.9113425601253,-0.0611487374436057,0.516111111111111,0.16
"ACAM",0.6,1938,110.58051340057,29.7095047027503,-0.0492470160354752,0.516111111111111,0.16
"ACAM",0.6,2060,94.8995444147294,29.7999073850147,-0.057446505119291,0.516111111111111,0.16
"ACAM",0.6,812,97.8533566753712,30.3904998478147,-0.0561010031814321,0.516111111111111,0.16
"ACAM",0.6,998,107.016834920719,31.6158680278633,-0.0520129543628356,0.516111111111111,0.16
"ACAM",0.6,1885,108.958422559856,25.0587405744324,-0.0469527766687787,0.516111111111111,0.16
"ACAM",0.6,1269,101.895067716987,31.3190202649591,-0.054448009324787,0.516111111111111,0.16
"ACAM",0.6,1517,89.8505059521981,25.4365188030133,-0.0572605866659956,0.516111111111111,0.16
"ACAM",0.6,286,93.1578307633839,32.398100973529,-0.0602592088216194,0.516111111111111,0.16
"ACAM",0.6,1613,111.920257313564,25.8418378863136,-0.04624295582102,0.516111111111111,0.16
"ACAM",0.6,1133,100.727226987896,30.8420000949066,-0.0547840500934774,0.516111111111111,0.16
"ACAM",0.6,2038,102.393873704404,32.2127521451029,-0.054715193060019,0.516111111111111,0.16
"ACAM",0.6,1217,86.6571365845771,27.5643474257983,-0.0611669366490755,0.516111111111111,0.16
"ACAM",0.6,163,109.222688086847,26.4793030562048,-0.0478173484413699,0.516111111111111,0.16
"ACAM",0.6,1234,110.193184177688,27.5955598082194,-0.0481222534661571,0.516111111111111,0.16
"ACAM",0.6,2203,114.751197389137,31.7021527113003,-0.0485532404117141,0.516111111111111,0.16
"ACAM",0.6,832,98.5994259095011,27.3426058700846,-0.0535997216139887,0.516111111111111,0.16
"ACAM",0.6,1481,98.0296789922183,25.7344301250314,-0.0527131535512277,0.516111111111111,0.16
"ACAM",0.6,848,97.5482046546049,28.3132498821961,-0.0548702193826858,0.516111111111111,0.16
"ACAM",0.6,766,103.950373792382,27.551089464396,-0.0509822065153193,0.516111111111111,0.16
"ACAM",0.6,467,118.088398945925,28.1349976668051,-0.0452225155142653,0.516111111111111,0.16
"ACAM",0.6,2374,92.1765143447225,30.66897014519,-0.0597478081242823,0.516111111111111,0.16
"ACAM",0.6,2369,96.9215851128049,28.3869401034312,-0.0552769302385957,0.516111111111111,0.16
"ACAM",0.6,1281,108.129717811428,28.6682202318505,-0.0497239080316793,0.516111111111111,0.16
"ACAM",0.6,1393,108.208606467473,27.0549640073764,-0.04865057354433,0.516111111111111,0.16
"ACAM",0.6,2198,116.344058122254,27.7769990437516,-0.0456872669038889,0.516111111111111,0.16
"ACAM",0.6,1855,100.600988940219,30.2189233743281,-0.0544597181352024,0.516111111111111,0.16
"ACAM",0.6,1566,107.889400993665,31.3044428309528,-0.0514145179760631,0.516111111111111,0.16
"ACAM",0.6,1219,104.85998753519,26.1843390715907,-0.0495998042155245,0.516111111111111,0.16
"ACAM",0.6,443,112.051669614396,28.0028084497918,-0.047577421829317,0.516111111111111,0.16
"ACAM",0.6,205,102.401014994022,26.8991456210296,-0.051300462455469,0.516111111111111,0.16
"ACAM",0.6,1231,116.061738699803,28.4202772217257,-0.0461806092900258,0.516111111111111,0.16
"ACAM",0.6,2419,97.5964406322218,29.190977875405,-0.0554492037635462,0.516111111111111,0.16
"ACAM",0.6,431,114.962063648094,27.7585304939378,-0.0462252779466511,0.516111111111111,0.16
"ACAM",0.6,251,106.700250367583,28.8153612523733,-0.0504830246320097,0.516111111111111,0.16
"ACAM",0.6,765,101.702798459603,31.2311432499128,-0.0544974128839116,0.516111111111111,0.16
"ACAM",0.6,1989,106.621927388703,25.8999005134649,-0.0485816770803316,0.516111111111111,0.16
"ACAM",0.6,685,93.3308339888376,29.7211945542767,-0.058357161421986,0.516111111111111,0.16
"ACAM",0.6,66,110.415967280423,27.8163578018774,-0.0481650042971311,0.516111111111111,0.16
"ACAM",0.6,919,95.8921306454548,25.369180369357,-0.0535993568962097,0.516111111111111,0.16
"ACAM",0.6,1416,99.5839768455407,28.8647069523453,-0.054123833408558,0.516111111111111,0.16
"ACAM",0.6,1780,88.4427763617038,29.8896174320586,-0.0617062410900481,0.516111111111111,0.16
"ACAM",0.6,1418,101.20522010754,27.0674964260138,-0.0520260523606129,0.516111111111111,0.16
"ACAM",0.6,1370,95.6902700965675,30.3749610500714,-0.0573588153580892,0.516111111111111,0.16
"ACAM",0.6,1927,107.116720535187,27.9128232030361,-0.0497111305368624,0.516111111111111,0.16
"ACAM",0.6,59,99.3121026596242,29.5797970149199,-0.0547494463828196,0.516111111111111,0.16
"ACAM",0.6,2357,107.439136763649,30.4296683217588,-0.0511188682708591,0.516111111111111,0.16
"ACAM",0.6,476,93.2617821358339,30.4695122111283,-0.0589169786259012,0.516111111111111,0.16
"ACAM",0.6,1898,96.0409456837548,28.5392108144305,-0.0558917158856984,0.516111111111111,0.16
"ACAM",0.6,801,108.772685860598,25.062540317389,-0.0470356525433671,0.516111111111111,0.16
"ACAM",0.6,1434,112.681501703085,27.8255253791364,-0.0472022818896841,0.516111111111111,0.16
"ACAM",0.6,1425,99.6932351851652,24.3909583547391,-0.0507914746269335,0.516111111111111,0.16
"ACAM",0.6,485,91.1502505155627,30.507629939829,-0.0603083897063075,0.516111111111111,0.16
"ACAM",0.6,433,119.655604844332,28.1738738929794,-0.0446525667866512,0.516111111111111,0.16
"ACAM",0.6,2317,94.592006025513,30.3615687914278,-0.0580157489703595,0.516111111111111,0.16
"ACAM",0.6,1686,121.781630674928,30.6620344817813,-0.0452195166016993,0.516111111111111,0.16
"ACAM",0.6,1975,95.2473924615161,29.7635836302327,-0.0572118967226924,0.516111111111111,0.16
"ACAM",0.6,912,116.37492592686,32.0166140072144,-0.0480401334956753,0.516111111111111,0.16
"ACAM",0.6,2012,95.3498928045044,26.8877930073824,-0.0550855523801543,0.516111111111111,0.16
"ACAM",0.6,1893,95.9418811620848,26.2474692635794,-0.0542588973927967,0.516111111111111,0.16
"ACAM",0.6,1707,112.154516705389,30.9859542309333,-0.0492826157200399,0.516111111111111,0.16
"ACAM",0.6,2106,104.830905206678,26.1164966820656,-0.0495656140833024,0.516111111111111,0.16
"ACAM",0.6,1672,96.1918342506567,29.3846341155029,-0.0563920685723044,0.516111111111111,0.16
"ACAM",0.6,1533,114.10858597051,26.3785029331775,-0.0457051446041689,0.516111111111111,0.16
"ACAM",0.6,1228,100.515520453354,32.4545645684001,-0.0558818281609388,0.516111111111111,0.16
"ACAM",0.6,437,92.6119843406914,32.4896166136661,-0.0606733846757853,0.516111111111111,0.16
"ACAM",0.6,129,112.82103152145,29.6120999431994,-0.0482126191593935,0.516111111111111,0.16
"ACAM",0.6,1797,90.0319566847522,28.8525509627523,-0.059857084291943,0.516111111111111,0.16
"ACAM",0.6,1039,108.130893127771,28.6725241847778,-0.0497260574946319,0.516111111111111,0.16
"ACAM",0.6,1403,98.5795850136954,27.3722066480548,-0.0536317761113789,0.516111111111111,0.16
"ACAM",0.6,2211,118.666772352031,30.3758332523455,-0.0462533534935788,0.516111111111111,0.16
"ACAM",0.6,2182,120.622188280441,28.4052508496469,-0.0444261307402369,0.516111111111111,0.16
"ACAM",0.6,1065,97.1721491993658,27.6088241234295,-0.0545802010829178,0.516111111111111,0.16
"ACAM",0.6,1484,96.3019721485638,24.0783892359787,-0.0523205911533581,0.516111111111111,0.16
"ACAM",0.6,402,91.4973321810646,30.8826130652601,-0.060338318525821,0.516111111111111,0.16
"ACAM",0.6,1887,88.5772442156629,28.4107718007924,-0.060502600983222,0.516111111111111,0.16
"ACAM",0.6,1572,111.281577185318,29.421579505488,-0.048767201449519,0.516111111111111,0.16
"ACAM",0.6,1842,105.930510389503,26.0824224466146,-0.0490272214745138,0.516111111111111,0.16
"ACAM",0.6,1158,107.834548164003,27.9194377479481,-0.0493844733603209,0.516111111111111,0.16
"ACAM",0.6,1197,108.103959297753,29.6172182823164,-0.0503194548420095,0.516111111111111,0.16
"ACAM",0.6,222,100.751872972275,31.3861877277667,-0.0551070102573134,0.516111111111111,0.16
"ACAM",0.6,1588,111.459212570648,26.8141538990856,-0.0470763034233938,0.516111111111111,0.16
"ACAM",0.6,595,112.221154040863,31.3352651008655,-0.0494469013369067,0.516111111111111,0.16
"ACAM",0.6,2164,98.568812401901,28.841846213155,-0.0546656826603098,0.516111111111111,0.16
"ACAM",0.6,1955,96.4481975645015,31.0719831344669,-0.0573638498635941,0.516111111111111,0.16
"ACAM",0.6,1527,94.5120085738486,31.5797495992888,-0.0588713229599765,0.516111111111111,0.16
"ACAM",0.6,2214,91.276093518094,26.2784741739068,-0.0570575261490816,0.516111111111111,0.16
"ACAM",0.6,814,111.133480539879,28.572323944905,-0.0483215320658253,0.516111111111111,0.16
"ACAM",0.6,1617,119.034501207953,26.5527250015537,-0.0439209165622805,0.516111111111111,0.16
"ACAM",0.6,2359,89.3744158693111,31.0654821153719,-0.061899531784351,0.516111111111111,0.16
"ACAM",0.6,224,116.681026934963,29.7280374711739,-0.0466825561621625,0.516111111111111,0.16
"ACAM",0.6,1769,89.4797647467907,24.9997212686322,-0.0571227660240568,0.516111111111111,0.16
"ACAM",0.6,1817,111.998002353902,27.6969105616872,-0.0474101977988407,0.516111111111111,0.16
"ACAM",0.6,57,97.2208662748312,25.4084921542671,-0.0528976632153127,0.516111111111111,0.16
"ACAM",0.6,1886,93.8801714285072,29.9023668039403,-0.0581411121008948,0.516111111111111,0.16
"ACAM",0.6,1015,104.583943115159,30.1095762291053,-0.0523185255595625,0.516111111111111,0.16
"ACAM",0.6,196,105.359200460539,26.6324859870514,-0.0496768754182945,0.516111111111111,0.16
"ACAM",0.6,2324,107.997042238833,31.1940082496832,-0.0512998696385858,0.516111111111111,0.16
"ACAM",0.6,111,100.57803194974,25.6617734703446,-0.0513230901678346,0.516111111111111,0.16
"ACAM",0.6,1295,119.388919635197,29.3517038335416,-0.0454169779870361,0.516111111111111,0.16
"ACAM",0.6,1997,99.7882666611014,30.0941933346919,-0.0548229539767652,0.516111111111111,0.16
"ACAM",0.6,2275,94.0017569719905,30.4004897391797,-0.0584064432279606,0.516111111111111,0.16
"ACAM",0.6,2081,107.890599281781,27.5106451389062,-0.0490939254039475,0.516111111111111,0.16
"ACAM",0.6,90,89.009193764612,30.4272655629025,-0.0617016495562661,0.516111111111111,0.16
"ACAM",0.6,86,101.974268924028,29.4527083765111,-0.0532383322506238,0.516111111111111,0.16
"ACAM",0.6,1811,90.0004091635157,31.3522041349946,-0.0616667801750297,0.516111111111111,0.16
"ACAM",0.6,505,84.9066311556216,26.4303475199694,-0.0614693308290149,0.516111111111111,0.16
"ACAM",0.6,2361,105.169584909441,27.8207769919384,-0.0505706411254364,0.516111111111111,0.16
"ACAM",0.6,956,101.16798080118,25.5373540578281,-0.0509307228196418,0.516111111111111,0.16
"ACAM",0.6,1152,100.751492763536,27.0596582852268,-0.0522547783534486,0.516111111111111,0.16
"ACAM",0.6,1781,94.2074998875898,25.6567349738464,-0.0547896393034895,0.516111111111111,0.16
"ACAM",0.6,907,117.872834010353,28.6482213835813,-0.0456023652725482,0.516111111111111,0.16
"ACAM",0.6,307,99.7950816609108,27.8432011851306,-0.0533097858376307,0.516111111111111,0.16
"ACAM",0.6,1866,98.4640674125474,28.3477123098925,-0.0543837815335277,0.516111111111111,0.16
"ACAM",0.6,1032,100.07522872569,27.446773025637,-0.0528829099315701,0.516111111111111,0.16
"ACAM",0.6,2232,107.068585672855,28.1331702987815,-0.0498757742128678,0.516111111111111,0.16
"ACAM",0.6,831,101.21068037129,28.033821486204,-0.0526947768320043,0.516111111111111,0.16
"ACAM",0.6,102,96.2487002889134,26.5973482832976,-0.0543525038033019,0.516111111111111,0.16
"ACAM",0.6,1474,111.205104257997,24.8740891294315,-0.0458753239262888,0.516111111111111,0.16
"ACAM",0.6,2316,103.879966521185,29.0299088395108,-0.0519919716339314,0.516111111111111,0.16
"ACAM",0.6,2094,111.687846893835,29.6728393963946,-0.0487373316516934,0.516111111111111,0.16
"ACAM",0.6,764,102.088806767371,31.0631771976003,-0.05418900374049,0.516111111111111,0.16
"ACAM",0.6,351,115.572096583659,30.1881137026521,-0.0473879527264494,0.516111111111111,0.16
"ACAM",0.6,2126,118.124986321519,28.8000294590487,-0.0455917104348859,0.516111111111111,0.16
"ACAM",0.6,2471,114.868844494626,27.1799780201959,-0.045907514503415,0.516111111111111,0.16
"ACAM",0.6,739,101.327498745144,30.2519782016971,-0.0540901513433447,0.516111111111111,0.16
"ACAM",0.6,1162,104.2027382464,24.7669672604022,-0.0488778700835766,0.516111111111111,0.16
"ACAM",0.6,1469,90.7413940567427,26.4299986012184,-0.0575165091464628,0.516111111111111,0.16
"ACAM",0.6,708,107.846987165406,30.0536187835696,-0.0507021438712444,0.516111111111111,0.16
"ACAM",0.6,1216,102.346084919336,27.5992724288394,-0.0518144392152462,0.516111111111111,0.16
"ACAM",0.6,1225,111.918243200022,26.3681411548984,-0.0465928344218517,0.516111111111111,0.16
"ACAM",0.6,1865,112.972679726176,24.8112689325304,-0.0451141871055887,0.516111111111111,0.16
"ACAM",0.6,1709,99.1836189501351,27.9687627051401,-0.05372633591802,0.516111111111111,0.16
"ACAM",0.6,396,101.23424355905,29.5920265675588,-0.0537178266576081,0.516111111111111,0.16
"ACAM",0.6,2422,112.61831935079,27.300781598086,-0.046901212574473,0.516111111111111,0.16
"ACAM",0.6,1694,113.023611406338,28.0074717453137,-0.0471711363754701,0.516111111111111,0.16
"ACAM",0.6,2120,98.8879892584541,26.3951965529621,-0.0527523641843237,0.516111111111111,0.16
"ACAM",0.6,1736,92.6047749861174,31.2541616843864,-0.0598669661270978,0.516111111111111,0.16
"ACAM",0.6,533,111.25650879143,28.0737455448473,-0.0479615231080224,0.516111111111111,0.16
"ACAM",0.6,1479,93.7507216618306,27.5285260186856,-0.0565119059932693,0.516111111111111,0.16
"ACAM",0.6,697,104.183649971595,27.0550221841497,-0.0505301449401294,0.516111111111111,0.16
"ACAM",0.6,769,108.494920971482,32.4685755362357,-0.0517796342751109,0.516111111111111,0.16
"ACAM",0.6,1551,111.334780812739,25.7402069482491,-0.0464175559220997,0.516111111111111,0.16
"ACAM",0.6,1843,110.001860904171,27.5835840531853,-0.0481983055501464,0.516111111111111,0.16
"ACAM",0.6,2475,86.8579530758562,25.4761049004306,-0.0592680984886762,0.516111111111111,0.16
"ACAM",0.6,815,110.731394648971,29.5053155329593,-0.0490592368963004,0.516111111111111,0.16
"ACAM",0.6,2273,93.7262717638953,26.4512575955851,-0.0557014162688742,0.516111111111111,0.16
"ACAM",0.6,2134,107.365051729545,26.7842196181709,-0.0488513104836051,0.516111111111111,0.16
"ACAM",0.6,1858,97.3905826892065,29.08833205108,-0.0554963282257557,0.516111111111111,0.16
"ACAM",0.6,608,95.6030482202748,26.8752016994774,-0.0549301936989244,0.516111111111111,0.16
"ACAM",0.6,1214,101.507204434045,28.4607667782489,-0.0528293560103744,0.516111111111111,0.16
"ACAM",0.6,280,98.7706365208081,29.2147050606871,-0.054805956296366,0.516111111111111,0.16
"ACAM",0.6,2289,106.215525071296,30.434397710709,-0.0517105968228892,0.516111111111111,0.16
"ACAM",0.6,1385,102.746313201898,27.9269560921722,-0.0518351841226834,0.516111111111111,0.16
"ACAM",0.6,1117,94.5411405107431,29.6796639965324,-0.0575814210127851,0.516111111111111,0.16
"ACAM",0.6,726,109.749852547655,30.7263179448297,-0.0502138657301935,0.516111111111111,0.16
"ACAM",0.6,2122,111.69278088165,28.6839696216479,-0.0481472145809375,0.516111111111111,0.16
"ACAM",0.6,655,95.5431384342489,30.0985947506895,-0.0572617876883885,0.516111111111111,0.16
"ACAM",0.6,2207,90.4749586937738,31.9290077982969,-0.061733744642796,0.516111111111111,0.16
"ACAM",0.6,1304,95.1404674167328,27.95815488554,-0.0560017999280707,0.516111111111111,0.16
"ACAM",0.6,1911,102.850353921303,29.7041585035893,-0.0529449964354901,0.516111111111111,0.16
"ACAM",0.6,863,86.0036360284812,27.5239083322514,-0.0615986390293981,0.516111111111111,0.16
"ACAM",0.6,629,109.271932585252,29.0406427777255,-0.0494330102582352,0.516111111111111,0.16
"ACAM",0.6,1557,105.589929403033,30.6479476798627,-0.0521452768872347,0.516111111111111,0.16
"ACAM",0.6,580,96.3363883487338,31.1984810747372,-0.0575121414226131,0.516111111111111,0.16
"ACAM",0.6,772,96.1123645592555,26.6903742710753,-0.0544999888299145,0.516111111111111,0.16
"ACAM",0.6,581,105.02519573618,31.9209842279884,-0.0531764877662706,0.516111111111111,0.16
"ACAM",0.6,2389,99.8493093201948,29.5060627842369,-0.0544064533757149,0.516111111111111,0.16
"ACAM",0.6,1526,86.9433907296557,26.5929895328426,-0.0601660488709211,0.516111111111111,0.16
"ACAM",0.6,1492,85.9204107991254,27.0427091365535,-0.0612605651547325,0.516111111111111,0.16
"ACAM",0.6,593,97.1436943243782,27.8602601819077,-0.0547770106428155,0.516111111111111,0.16
"ACAM",0.6,2074,116.052250826633,25.5848690770991,-0.04442964316742,0.516111111111111,0.16
"ACAM",0.6,2476,115.854570117809,24.3118545793691,-0.0436519022782264,0.516111111111111,0.16
"ACAM",0.6,673,87.9402710166547,27.7093876369211,-0.060390081062983,0.516111111111111,0.16
"ACAM",0.6,572,112.866174444596,25.3982230001818,-0.0455581436786879,0.516111111111111,0.16
"ACAM",0.6,993,111.484418514561,29.0355221902977,-0.0484489129959073,0.516111111111111,0.16
