"focal","water","post_num","igr","dens"
"ACAM",0.6,3367,-2.20699297960758,114.262180967018
"ACAM",0.6,536,-2.44381648688613,118.534071136674
"ACAM",0.6,2741,-2.11948887650016,111.402960408834
"ACAM",0.6,988,-2.52949735379565,118.860011457405
"ACAM",0.6,3286,-2.00511545476761,114.722897059311
"ACAM",0.6,2785,-2.36751897247656,108.860414594476
"ACAM",0.6,3411,-2.08157454120159,103.586398619378
"ACAM",0.6,3418,-2.33383799378596,121.149758696185
"ACAM",0.6,3747,-1.51231061526151,123.124327614825
"ACAM",0.6,1067,-2.12385936698702,103.42027293214
"ACAM",0.6,1025,-2.18573067289102,119.270321767171
"ACAM",0.6,29,-1.85662996888639,122.119679119666
"ACAM",0.6,3662,-2.20727056194445,102.49795097022
"ACAM",0.6,1942,-1.98276422054079,105.782698657561
"ACAM",0.6,838,-1.46498198402318,122.501052420725
"ACAM",0.6,1820,-2.24109830554951,113.465538085489
"ACAM",0.6,1652,-2.17249015119381,109.442392047446
"ACAM",0.6,2281,-2.24506741176979,102.594528245253
"ACAM",0.6,1317,-1.9305724626648,111.131553297262
"ACAM",0.6,573,-0.472441313477583,101.642410431381
"ACAM",0.6,1966,-2.32797925455379,128.361369124163
"ACAM",0.6,369,-1.53948616821525,110.342104075002
"ACAM",0.6,2499,-2.50313623650799,133.972708079062
"ACAM",0.6,86,-2.00112166806999,115.871040017882
"ACAM",0.6,1507,-1.96122981336133,123.638881751252
"ACAM",0.6,2375,-2.4929028489479,116.892187557943
"ACAM",0.6,1646,-2.44760453746703,118.890844124596
"ACAM",0.6,355,-1.54688070725826,106.863496913351
"ACAM",0.6,1843,-1.80008386724766,112.64037245278
"ACAM",0.6,2860,-2.16684149240815,121.960172663998
"ACAM",0.6,1073,-1.70030259399491,101.332199792979
"ACAM",0.6,361,-2.38957463439149,109.338403715215
"ACAM",0.6,1340,-1.7397390500129,115.438143008951
"ACAM",0.6,1266,-2.15020162681264,112.24967749356
"ACAM",0.6,3512,-2.20967206907695,110.461515383274
"ACAM",0.6,2806,-2.46768288096407,119.641856839264
"ACAM",0.6,1841,-2.45024572661913,117.115312873302
"ACAM",0.6,2866,-1.46746846400567,109.928110905343
"ACAM",0.6,247,-2.30747178031361,104.659701507834
"ACAM",0.6,751,-2.49600095855787,122.540531232359
"ACAM",0.6,219,-2.11064550597144,111.987633871167
"ACAM",0.6,135,-1.98307640113282,122.366376222582
"ACAM",0.6,111,-1.53930466774851,111.116886911337
"ACAM",0.6,532,-2.16579623958199,100.945977174188
"ACAM",0.6,2425,-2.50392878706053,125.576580978846
"ACAM",0.6,408,-2.20466329635391,106.566855029461
"ACAM",0.6,3123,-2.36538701124312,116.213082297095
"ACAM",0.6,1589,-2.36074588835922,112.258480419377
"ACAM",0.6,912,-2.26076446430193,118.75137752677
"ACAM",0.6,2515,-2.39706394862804,119.508782204461
"ACAM",0.6,3428,-2.27296396790564,115.845890368662
"ACAM",0.6,2178,-2.33709927075203,110.63768648227
"ACAM",0.6,3887,-2.06926072235516,113.438694254275
"ACAM",0.6,3137,-1.86257040947542,117.753927284504
"ACAM",0.6,1836,-2.21691870177181,110.988293590749
"ACAM",0.6,359,-2.295316941481,122.556092109537
"ACAM",0.6,2153,-1.41124132973652,100.262854250664
"ACAM",0.6,1148,-2.34776380400047,124.327265421812
"ACAM",0.6,2042,-1.85285826782562,120.43569919092
"ACAM",0.6,1101,-2.38886062897736,121.990112281915
"ACAM",0.6,1242,-2.47101667874056,128.241260226081
"ACAM",0.6,3682,-2.4344854360303,127.353519179351
"ACAM",0.75,1422,-2.0604948453659,140.461925190338
"ACAM",0.75,1017,-1.81252671292151,135.656052654928
"ACAM",0.75,3908,-1.64976173868437,132.242626062062
"ACAM",0.75,679,-1.52521268360963,129.684718079738
"ACAM",0.75,2177,-1.5978917376628,128.623458308515
"ACAM",0.75,930,-1.27890968901593,122.290990162307
"ACAM",0.75,1533,-1.66937510455735,143.654919134562
"ACAM",0.75,471,-2.13976724828665,134.222326911193
"ACAM",0.75,2347,-1.72717584952421,138.32638593139
"ACAM",0.75,270,-2.21335285170601,158.154196481979
"ACAM",0.75,1211,-2.13527730266844,144.614496895731
"ACAM",0.75,3379,-1.33950061543516,136.700170797686
"ACAM",0.75,597,-0.121376413039928,136.998214800666
"ACAM",0.75,1301,-2.10204360494113,139.818839322802
"ACAM",0.75,3946,-2.17588004296146,139.287416692317
"ACAM",0.75,1974,-1.67206804017686,154.725300965077
"ACAM",0.75,3566,-1.05894418662637,116.939844653697
"ACAM",0.75,330,-1.68547037319784,150.703190926011
"ACAM",0.75,1799,-1.85462840172104,126.492998136118
"ACAM",0.75,3913,-1.69133411014924,135.597340735506
"ACAM",0.75,1615,-1.58256638328133,129.208135066897
"ACAM",0.75,1749,-1.98047876644909,145.884867808267
"ACAM",0.75,37,-1.17187696396174,120.432863593159
"ACAM",0.75,1129,-1.61893502035488,148.106650761226
"ACAM",0.75,729,-2.28343342709214,133.855936023747
"ACAM",0.75,878,-0.677562071458441,131.567395895567
"ACAM",0.75,485,-1.68364358358213,132.779009893762
"ACAM",0.75,3749,-1.99984165812895,141.53528810056
"ACAM",0.75,1826,-1.41260552026553,136.071421383337
"ACAM",0.75,2922,-1.66065554611639,136.1145026683
"ACAM",0.75,2430,-1.05256575782038,139.608482125002
"ACAM",0.75,3673,-1.80478290762259,138.442020793357
"ACAM",0.75,975,-1.14161554038337,133.537672929746
"ACAM",0.75,2849,-1.42706725501677,137.130711189078
"ACAM",0.75,2900,-1.84372462862479,130.312405332025
"ACAM",0.75,2979,-1.07391163218123,125.83560685231
"ACAM",0.75,2374,-1.53263893874521,128.707754614889
"ACAM",0.75,2378,-2.13726832209107,133.70480266215
"ACAM",0.75,554,-2.42542846489453,153.90960303756
"ACAM",0.75,1446,-1.7749008956041,139.242189994877
"ACAM",0.75,2159,-1.33406223644828,139.778815611281
"ACAM",0.75,3476,-1.51351976628815,125.586004966036
"ACAM",0.75,1948,-2.41211326806669,149.127375502103
"ACAM",0.75,2580,-2.1779032713326,139.804948990857
"ACAM",0.75,1530,-0.648736275119934,143.406792085198
"ACAM",0.75,2604,-2.40560844127682,147.224400052707
"ACAM",0.75,2937,-2.04420425604221,143.596951727876
"ACAM",0.75,343,-1.96514870346981,125.699128726519
"ACAM",0.75,2630,-2.12429373021822,120.283864562134
"ACAM",0.75,3193,-2.14419248551005,139.5547566216
"ACAM",0.75,40,-2.23926075090362,138.069915292678
"ACAM",0.75,3756,-1.68841670399164,137.267178351777
"ACAM",0.75,537,-1.46178903762552,139.788492650737
"ACAM",0.75,2423,-1.56391216950047,130.954993967284
"ACAM",0.75,248,-1.77447017273962,126.28174302909
"ACAM",0.75,1222,-1.44714660870843,130.103407063092
"ACAM",0.75,2426,-2.14864980113173,138.292417951331
"ACAM",0.75,2087,-2.19762535750375,132.226480148195
"ACAM",0.75,2483,-2.44778769881098,180.994776708902
"ACAM",0.75,2858,-1.73245564682928,137.282556184565
"ACAM",0.75,1414,-2.1060458900319,118.096617031346
"ACAM",0.75,1304,-1.59602023469617,135.472938044977
"ACAM",0.75,1696,-1.68314749331431,168.472905377002
"ACAM",0.75,526,-2.25688691437343,142.081802972094
"ACAM",0.75,2690,-2.10119721033891,135.217798715616
"ACAM",0.75,1069,-2.22190401153344,145.826227817247
"ACAM",0.75,1426,-1.50728348938229,136.190373028184
"ACAM",0.75,22,-1.98441008848424,146.923835801774
"ACAM",0.75,1742,-2.34492060939456,141.299537398516
"ACAM",0.75,1766,-2.34677634716018,154.649916603765
"ACAM",0.75,2241,-1.64169163290712,131.46937461856
"ACAM",0.75,1395,-1.54034589584174,134.732555462919
"ACAM",0.75,2547,-2.04467392222579,128.052657762035
"ACAM",0.75,1128,-2.35060808542332,163.501952726665
"ACAM",0.75,3398,-2.2160557477983,156.337279089438
"ACAM",0.75,983,-1.23922162876269,121.952559569862
"ACAM",0.75,1791,-2.04183851076449,153.831492512934
"ACAM",0.75,1516,-0.712682853665048,148.0353902753
"ACAM",0.75,3910,-1.88104913467239,153.655992708187
"ACAM",0.75,1640,-1.70116880569683,135.124399307721
"ACAM",0.75,1639,-1.21058674993662,130.642344128156
"ACAM",0.75,843,-1.75235115716852,129.371999266854
"ACAM",0.75,465,-2.35638853280237,126.925014511321
"ACAM",0.75,996,-2.41194228418757,154.556730111737
"ACAM",0.75,1549,-2.38864466517474,145.628496986717
"ACAM",0.75,3880,-1.07407025023367,124.691554100772
"ACAM",0.75,3801,-1.23383683792952,134.850098636932
"ACAM",0.75,1200,-2.2651039615144,146.314767395081
"ACAM",0.75,3417,-1.5885531370794,150.138338815589
"ACAM",0.75,3863,-1.39060080324985,132.807786933404
"ACAM",0.75,1134,-1.22936174580817,143.497549222234
"ACAM",0.75,84,-1.28661768220556,133.004761430214
"ACAM",0.75,1895,-1.66367140021387,129.899737220208
"ACAM",0.75,3101,-1.46584950323517,140.684066429514
"ACAM",0.75,1165,-2.16357585370271,131.952755601872
"ACAM",0.75,2300,-2.30641643115627,148.293477918855
"ACAM",0.75,2781,-0.876939057920428,122.818065685423
"ACAM",0.75,3958,-1.35873025464974,146.687518456918
"ACAM",0.75,2668,-1.90769469175848,146.767620442227
"ACAM",0.75,1328,0.246656315886338,131.182684494646
"ACAM",0.75,3617,-2.38268258454618,132.959811525945
"ACAM",0.75,557,-1.70943799327251,131.630306582462
"ACAM",0.75,1685,-2.39378579932339,154.472899301823
"ACAM",0.75,287,-1.23960422936442,153.461811361917
"ACAM",0.75,2662,-1.19698432223979,125.632054356873
"ACAM",0.75,3217,-2.41082311442768,157.774766360708
"ACAM",0.75,2377,-2.17187381612125,127.737441763598
"ACAM",0.75,2535,-1.34757322757919,119.586955811216
"ACAM",0.75,2903,-2.19895748703427,148.522921369966
"ACAM",0.75,2899,-2.35492986405363,127.430598772357
"ACAM",0.75,3702,-2.12892835575634,132.56365259208
"ACAM",0.75,1522,-1.81731381511185,145.204326838951
"ACAM",0.75,858,-1.72426438209235,146.053904004688
"ACAM",0.75,1840,-2.30486730065769,157.5670626765
"ACAM",0.75,2667,-1.47126501053859,136.756934657646
"ACAM",0.75,576,-1.14008904026038,136.767122833027
"ACAM",0.75,990,-1.81619807637396,130.178740546442
"ACAM",0.75,3562,-1.78327208792946,144.927209740997
"ACAM",0.75,3808,-1.33371136080614,126.716587990513
"ACAM",0.75,3071,-2.29595356459006,142.052938573467
"ACAM",0.75,3175,-2.42804731102732,144.130531796411
"ACAM",0.75,316,-2.05868908886452,144.992346403928
"ACAM",0.75,1075,-1.84863969706122,131.043034095638
"ACAM",0.75,733,-2.18296811448032,163.430176285703
"ACAM",0.75,1314,-0.416289517523038,132.14238625498
"ACAM",0.75,2698,-0.722645442936912,122.169268088919
"ACAM",0.75,3996,-2.20358555860749,143.229524882863
"ACAM",0.75,811,-1.90008166449421,129.943694270303
"ACAM",0.75,955,-1.36711171638824,146.923802585971
"ACAM",0.75,2330,-2.39392481327724,131.689043154685
"ACAM",0.75,1167,-2.37873592909326,164.444957682633
"ACAM",0.75,3514,-2.01678613850678,144.591365189307
"ACAM",0.75,2333,0.882955741806657,149.626511506747
"ACAM",0.75,1706,-2.01927851209971,144.432494384137
"ACAM",0.75,3120,-1.88755483832643,133.402501144558
"ACAM",0.75,501,-2.31777430429759,140.827120177074
"ACAM",0.75,3788,-1.64745791186051,139.748806795981
"ACAM",0.75,2559,-2.41563447949819,161.054553756156
"ACAM",0.75,3367,-1.94040783059155,135.471699992334
"ACAM",0.75,536,-1.57933587325224,132.23759321253
"ACAM",0.75,2741,-0.684507459400474,127.111992848965
"ACAM",0.75,988,-1.19392507601367,121.609855310652
"ACAM",0.75,3286,-1.60739942555918,148.147012682589
"ACAM",0.75,2785,-0.702080854620044,130.088216345978
"ACAM",0.75,3411,-0.931212027535586,147.547425049904
"ACAM",0.75,3418,-1.90204675259305,133.727376742256
"ACAM",0.75,3747,-1.76555040074857,155.735089247522
"ACAM",0.75,1067,-1.30178288158079,114.73766881107
"ACAM",0.75,1025,-2.54963739133166,176.597900709209
"ACAM",0.75,29,-2.18930100339979,143.119176009483
"ACAM",0.75,3662,-2.03426453593499,139.568209178847
"ACAM",0.75,1942,-2.02713604109418,126.849597111299
"ACAM",0.75,838,-2.31583905949023,151.58067742471
"ACAM",0.75,1820,-1.73132356584053,118.576911962904
"ACAM",0.75,1652,-1.99992080660496,158.147015234506
"ACAM",0.75,2281,-1.10465662418648,131.002150271255
"ACAM",0.75,1317,-1.84639461836759,150.053790089867
"ACAM",0.75,573,-2.07427460844351,140.509053255464
"ACAM",0.75,1966,-1.14700232864318,151.284150715336
"ACAM",0.75,369,-1.12431278795096,139.731591426498
"ACAM",0.75,2499,-1.94676032240652,158.0668212814
"ACAM",0.75,86,-1.9988049088972,134.726983459477
"ACAM",0.75,1507,-2.43255406506506,143.948563745001
"ACAM",0.75,2375,-2.18881256499375,122.243662874896
"ACAM",0.75,1646,-1.40250189829683,123.0820818825
"ACAM",0.75,355,-2.18320693146667,153.343416847941
"ACAM",0.75,1843,-1.81868318847787,132.75553823786
"ACAM",0.75,2860,-2.11897245715357,145.04135365504
"ACAM",0.75,1073,-1.59742378640709,130.692897571786
"ACAM",0.75,361,-1.2250702158555,147.263638563551
"ACAM",0.75,1340,-1.82841733826323,128.431113218053
"ACAM",0.75,1266,-2.16882110601936,131.469793511447
"ACAM",0.75,3512,-1.65607709654755,175.389419623728
"ACAM",0.75,2806,-1.64496167341939,144.234729777541
"ACAM",0.75,1841,-1.59533034665581,141.935366542574
"ACAM",0.75,2866,-2.38687373583,162.255477716714
"ACAM",0.75,247,-1.64861394739734,130.150520260454
"ACAM",0.75,751,-2.0897135710144,135.535743726202
"ACAM",0.75,219,-2.5172497895827,195.31142484344
"ACAM",0.75,135,-2.20734524681277,134.321128182609
"ACAM",0.75,111,-1.94463964061013,140.600860747829
"ACAM",0.75,532,-2.2436796694376,134.533988605994
"ACAM",0.75,2425,-1.48516435939043,119.775017110738
"ACAM",0.75,408,-2.08672800046303,151.850580095207
"ACAM",0.75,3123,-2.00314726829237,119.955750026541
"ACAM",0.75,1589,-1.95099240695505,144.390665769716
"ACAM",0.75,912,-0.824620511009438,131.687996459579
"ACAM",0.75,2515,-0.70282836416135,122.737170227601
"ACAM",0.75,3428,-2.51135884457773,160.760898801894
"ACAM",0.75,2178,-2.10933287684835,130.735643762938
"ACAM",0.75,3887,-1.49375084238439,127.476951052517
"ACAM",0.75,3137,-2.08777807202408,155.092853105003
"ACAM",0.75,1836,-1.69733462423151,137.999813262563
"ACAM",0.75,359,-1.81073689987307,150.0254495639
"ACAM",0.75,2153,-1.86865082505478,126.364756006963
"ACAM",0.75,1148,-1.44590545397627,143.864386424046
"ACAM",0.75,2042,-1.59885614464645,123.127514472441
"ACAM",0.75,1101,-1.07682691288555,142.687114103774
"ACAM",0.75,1242,-2.16077744815524,153.283949666821
"ACAM",0.75,3682,-2.34405496178937,173.481832013774
"ACAM",1,1422,-1.24351505862751,162.689733667205
"ACAM",1,1017,0.838537739464839,139.357695665435
"ACAM",1,3908,-0.936517147196331,156.449744295378
"ACAM",1,679,-0.683897924279347,134.693628301875
"ACAM",1,2177,-1.28892605884131,173.750653217419
"ACAM",1,930,0.127988826534226,145.176422059877
"ACAM",1,1533,0.593175376359242,162.610020126961
"ACAM",1,471,0.515800522320152,133.881585107751
"ACAM",1,2347,0.0724182479462124,141.518036784763
"ACAM",1,270,-0.711552790827253,176.245244592884
"ACAM",1,1211,-0.938747837743966,188.435611009912
"ACAM",1,3379,0.234898674885091,148.005056734463
"ACAM",1,597,-0.256018576581524,141.683809063471
"ACAM",1,1301,-0.635213027465961,128.254527717189
"ACAM",1,3946,-0.381223972575785,146.756142246318
"ACAM",1,1974,-0.264946609020467,158.02137025704
"ACAM",1,3566,-0.04757732392615,134.742285986107
"ACAM",1,330,0.390311347407401,149.013637616813
"ACAM",1,1799,-2.0337163152195,197.932281167377
"ACAM",1,3913,-0.201412114343076,133.897338153665
"ACAM",1,1615,-1.02120766145285,156.837575211004
"ACAM",1,1749,1.11536964567242,146.088729482631
"ACAM",1,37,-1.45818765097715,161.676683356356
"ACAM",1,1129,0.334958490923267,143.297606608691
"ACAM",1,729,0.634320788427408,144.145526242939
"ACAM",1,878,-1.50105574200271,171.833987864017
"ACAM",1,485,-0.189079406310156,145.554904739323
"ACAM",1,3749,-0.229245489182739,150.757533470257
"ACAM",1,1826,-0.947194625531891,164.260713603431
"ACAM",1,2922,-1.26793906184868,186.700400766718
"ACAM",1,2430,1.36432663258402,154.189023698028
"ACAM",1,3673,-1.27700003655036,164.787025154973
"ACAM",1,975,-0.34253630074116,157.615155538459
"ACAM",1,2849,-1.22994779765282,161.518796364076
"ACAM",1,2900,-0.0093060699029148,148.051503735809
"ACAM",1,2979,-1.83166150505144,191.196684212354
"ACAM",1,2374,-0.629797468485655,158.029348278895
"ACAM",1,2378,-0.596803949754133,139.138740787948
"ACAM",1,554,-0.359877895457233,147.241630714832
"ACAM",1,1446,0.367575467279725,147.869422486647
"ACAM",1,2159,0.32493279299327,157.809639358707
"ACAM",1,3476,1.65427434084411,137.794578213732
"ACAM",1,1948,-0.0103976758744566,155.247693925247
"ACAM",1,2580,-0.720509078041831,171.004725368642
"ACAM",1,1530,1.02478764812468,147.464905587426
"ACAM",1,2604,1.60374406046246,147.77424900401
"ACAM",1,2937,-0.559904560416894,159.217613203934
"ACAM",1,343,0.468688091913928,158.927454728464
"ACAM",1,2630,-0.298156327105649,136.00433318944
"ACAM",1,3193,-0.171028566621443,143.050453545355
"ACAM",1,40,-0.055766089437763,196.060333849268
"ACAM",1,3756,0.161304813356122,141.155493044674
"ACAM",1,537,-1.3263226181088,172.488648279207
"ACAM",1,2423,-1.16240404552881,188.877903143759
"ACAM",1,248,-0.837450588293461,162.433992647972
"ACAM",1,1222,-0.420919754573483,145.560577540646
"ACAM",1,2426,0.316192214611324,153.810240919687
"ACAM",1,2087,0.949299921384422,130.343359308638
"ACAM",1,2483,0.646511591194129,141.615142558651
"ACAM",1,2858,1.07990544375687,128.315343150146
"ACAM",1,1414,0.312057325796732,135.658049287513
"ACAM",1,1304,0.779642770152271,150.909128935951
"ACAM",1,1696,0.636394103079081,130.253230542749
"ACAM",1,526,-0.0595582350216679,151.663898284263
"ACAM",1,2690,-1.67221317927874,205.626060646551
"ACAM",1,1069,-0.818275819906237,172.940909867374
"ACAM",1,1426,0.0205623885996273,139.211741487686
"ACAM",1,22,-0.452563168627615,131.85697559625
"ACAM",1,1742,-0.392163299272972,165.048130668443
"ACAM",1,1766,0.265802345139111,154.744011172785
"ACAM",1,2241,-0.294481066692228,142.891202020619
"ACAM",1,1395,0.235910692986119,153.775449436514
"ACAM",1,2547,1.20471330502858,163.000415570581
"ACAM",1,1128,1.11104643628308,119.424195260015
"ACAM",1,3398,-1.86541978248995,183.353322012646
"ACAM",1,983,0.475797335927053,157.795941584031
"ACAM",1,1791,-0.0461766503388368,153.454781726157
"ACAM",1,1516,-1.55501657021744,170.233291116305
"ACAM",1,3910,0.949589585606655,132.565511327407
"ACAM",1,1640,0.459940362991394,139.418119938737
"ACAM",1,1639,-0.533549710803536,157.376285162012
"ACAM",1,843,0.552923619537669,145.909480798258
"ACAM",1,465,-0.507823396506721,139.690371017038
"ACAM",1,996,0.517762328757829,135.420657957432
"ACAM",1,1549,-0.84603035496107,155.755881727542
"ACAM",1,3880,1.72860098306715,139.839791938376
"ACAM",1,3801,-0.450497543457446,135.316857924818
"ACAM",1,1200,-1.5891104361726,176.49473737896
"ACAM",1,3417,-0.972587808064389,156.822961967134
"ACAM",1,3863,-0.0563168487882236,165.259621476924
"ACAM",1,1134,-0.33009020312768,159.977705369577
"ACAM",1,84,-0.0136995210224051,131.949116057692
