"focal","water","post_num","igr","dens"
"ACAM",0.6,1217,-1.2026016479417,86.6571365845771
"ACAM",0.6,163,-1.35697786997525,109.222688086847
"ACAM",0.6,1234,-2.46400416055665,110.193184177688
"ACAM",0.6,2203,-2.11936403048157,114.751197389137
"ACAM",0.6,832,-1.85136041478747,98.5994259095011
"ACAM",0.6,1481,-1.67408134452947,98.0296789922183
"ACAM",0.6,848,-2.03617323515044,97.5482046546049
"ACAM",0.6,766,-1.82657970112364,103.950373792382
"ACAM",0.6,467,-1.90907839116816,118.088398945925
"ACAM",0.6,2374,-2.01717027081102,92.1765143447225
"ACAM",0.6,2369,-2.29975391409726,96.9215851128049
"ACAM",0.6,1281,-2.25815234514163,108.129717811428
"ACAM",0.6,1393,-1.91656370599867,108.208606467473
"ACAM",0.6,2198,-2.39235318672679,116.344058122254
"ACAM",0.6,1855,-2.19458252490474,100.600988940219
"ACAM",0.6,1566,-2.13207418884945,107.889400993665
"ACAM",0.6,1219,-1.72176845715282,104.85998753519
"ACAM",0.6,443,-2.37156411129451,112.051669614396
"ACAM",0.6,205,-1.1166216695923,102.401014994022
"ACAM",0.6,1231,-2.45481806069919,116.061738699803
"ACAM",0.6,2419,-1.17002790487231,97.5964406322218
"ACAM",0.6,431,-2.41665711968006,114.962063648094
"ACAM",0.6,251,-2.38916888387734,106.700250367583
"ACAM",0.6,765,-2.22964547381205,101.702798459603
"ACAM",0.6,1989,-2.3756555644581,106.621927388703
"ACAM",0.6,685,-1.6660202796605,93.3308339888376
"ACAM",0.6,66,-2.11040246164301,110.415967280423
"ACAM",0.6,919,-1.92231692385537,95.8921306454548
"ACAM",0.6,1416,-1.50968814420325,99.5839768455407
"ACAM",0.6,1780,-1.22653558217051,88.4427763617038
"ACAM",0.6,1418,-2.22005998470681,101.20522010754
"ACAM",0.6,1370,-1.43784479671772,95.6902700965675
"ACAM",0.6,1927,-2.28734795687031,107.116720535187
"ACAM",0.6,59,-2.24636539948654,99.3121026596242
"ACAM",0.6,2357,-2.28401770221775,107.439136763649
"ACAM",0.6,476,-1.38282948124527,93.2617821358339
"ACAM",0.6,1898,-1.88836720634606,96.0409456837548
"ACAM",0.6,801,-2.22147764427552,108.772685860598
"ACAM",0.6,1434,-2.35235387041385,112.681501703085
"ACAM",0.6,1425,-1.56162317773125,99.6932351851652
"ACAM",0.6,485,-2.02985820533423,91.1502505155627
"ACAM",0.6,433,-1.56500272194654,119.655604844332
"ACAM",0.6,2317,-1.89084452273142,94.592006025513
"ACAM",0.6,1686,-2.33457542284852,121.781630674928
"ACAM",0.6,1975,-2.17287482580865,95.2473924615161
"ACAM",0.6,912,-2.17918577088627,116.37492592686
"ACAM",0.6,2012,-1.45389565179482,95.3498928045044
"ACAM",0.6,1893,-1.55223313321852,95.9418811620848
"ACAM",0.6,1707,-2.08557058140789,112.154516705389
"ACAM",0.6,2106,-2.06421903540119,104.830905206678
"ACAM",0.6,1672,-2.1910775414969,96.1918342506567
"ACAM",0.6,1533,-2.44317273631848,114.10858597051
"ACAM",0.6,1228,-1.98778364018138,100.515520453354
"ACAM",0.6,437,-1.5634075313478,92.6119843406914
"ACAM",0.6,129,-2.26201101625534,112.82103152145
"ACAM",0.6,1797,-1.49228831845619,90.0319566847522
"ACAM",0.6,1039,-2.03917868757902,108.130893127771
"ACAM",0.6,1403,-1.74318868924219,98.5795850136954
"ACAM",0.6,2211,-2.15075203420364,118.666772352031
"ACAM",0.6,2182,-2.41688222347903,120.622188280441
"ACAM",0.6,1065,-1.32846670859784,97.1721491993658
"ACAM",0.6,1484,-1.97512218320687,96.3019721485638
"ACAM",0.6,402,-1.61864128240793,91.4973321810646
"ACAM",0.6,1887,-1.49333346609714,88.5772442156629
"ACAM",0.6,1572,-2.29252750702644,111.281577185318
"ACAM",0.6,1842,-2.25549677102482,105.930510389503
"ACAM",0.6,1158,-1.99604681646333,107.834548164003
"ACAM",0.6,1197,-2.09176542624792,108.103959297753
"ACAM",0.6,222,-2.15332744565339,100.751872972275
"ACAM",0.6,1588,-2.16290981345123,111.459212570648
"ACAM",0.6,595,-2.2992506797872,112.221154040863
"ACAM",0.6,2164,-2.14707745492909,98.568812401901
"ACAM",0.6,1955,-1.81078310365627,96.4481975645015
"ACAM",0.6,1527,-1.52401264441632,94.5120085738486
"ACAM",0.6,2214,-1.78235094206876,91.276093518094
"ACAM",0.6,814,-2.064229340911,111.133480539879
"ACAM",0.6,1617,-2.17986017264592,119.034501207953
"ACAM",0.6,2359,-1.81818601889132,89.3744158693111
"ACAM",0.6,224,-2.42238759243734,116.681026934963
"ACAM",0.6,1769,-1.92176671299596,89.4797647467907
"ACAM",0.6,1817,-2.14841380079137,111.998002353902
"ACAM",0.6,57,-1.97352356140678,97.2208662748312
"ACAM",0.6,1886,-1.98811850739788,93.8801714285072
"ACAM",0.6,1015,-1.610726391873,104.583943115159
"ACAM",0.6,196,-2.23993293428781,105.359200460539
"ACAM",0.6,2324,-2.40121126080705,107.997042238833
"ACAM",0.6,111,-2.09305366618272,100.57803194974
"ACAM",0.6,1295,-2.33347492663394,119.388919635197
"ACAM",0.6,1997,-2.33092707416108,99.7882666611014
"ACAM",0.6,2275,-1.11448120128979,94.0017569719905
"ACAM",0.6,2081,-2.13786301712106,107.890599281781
"ACAM",0.6,90,-1.173191528002,89.009193764612
"ACAM",0.6,86,-2.24573763133072,101.974268924028
"ACAM",0.6,1811,-1.88649224408573,90.0004091635157
"ACAM",0.6,505,-0.276536363524541,84.9066311556216
"ACAM",0.6,2361,-2.31586467119014,105.169584909441
"ACAM",0.6,956,-1.65259091947124,101.16798080118
"ACAM",0.6,1152,-1.84609286770724,100.751492763536
"ACAM",0.6,1781,-1.2016628101297,94.2074998875898
"ACAM",0.6,907,-2.29587095076618,117.872834010353
"ACAM",0.6,307,-1.90185979916242,99.7950816609108
"ACAM",0.6,1866,-2.12408369695862,98.4640674125474
"ACAM",0.6,1032,-2.29932735416441,100.07522872569
"ACAM",0.6,2232,-1.85283079445625,107.068585672855
"ACAM",0.6,831,-1.5342758166105,101.21068037129
"ACAM",0.6,102,-1.94424356848257,96.2487002889134
"ACAM",0.6,1474,-2.48786142241556,111.205104257997
"ACAM",0.6,2316,-1.76830026560715,103.879966521185
"ACAM",0.6,2094,-2.06445280005365,111.687846893835
"ACAM",0.6,764,-2.42914158524283,102.088806767371
"ACAM",0.6,351,-2.43324491134027,115.572096583659
"ACAM",0.6,2126,-2.27587972947179,118.124986321519
"ACAM",0.6,2471,-2.46327980736132,114.868844494626
"ACAM",0.6,739,-1.52996964910449,101.327498745144
"ACAM",0.6,1162,-1.83313901658598,104.2027382464
"ACAM",0.6,1469,-2.0243536194445,90.7413940567427
"ACAM",0.6,708,-2.3739176649745,107.846987165406
"ACAM",0.6,1216,-2.01834047700692,102.346084919336
"ACAM",0.6,1225,-2.18373063890914,111.918243200022
"ACAM",0.6,1865,-1.84959232266196,112.972679726176
"ACAM",0.6,1709,-1.9004318215085,99.1836189501351
"ACAM",0.6,396,-1.9221038371288,101.23424355905
"ACAM",0.6,2422,-2.44652780742411,112.61831935079
"ACAM",0.6,1694,-2.40527973325557,113.023611406338
"ACAM",0.6,2120,-2.08009059378908,98.8879892584541
"ACAM",0.6,1736,-1.67722145517038,92.6047749861174
"ACAM",0.6,533,-2.09639108431666,111.25650879143
"ACAM",0.6,1479,-1.61845315240115,93.7507216618306
"ACAM",0.6,697,-2.46808340777856,104.183649971595
"ACAM",0.6,769,-2.40805289904562,108.494920971482
"ACAM",0.6,1551,-2.04649018254978,111.334780812739
"ACAM",0.6,1843,-2.35268360847173,110.001860904171
"ACAM",0.6,2475,-1.89161206532232,86.8579530758562
"ACAM",0.6,815,-1.92776351023913,110.731394648971
"ACAM",0.6,2273,-1.63325683740851,93.7262717638953
"ACAM",0.6,2134,-2.38565281976146,107.365051729545
"ACAM",0.6,1858,-1.79769547750583,97.3905826892065
"ACAM",0.6,608,-2.06289264780062,95.6030482202748
"ACAM",0.6,1214,-1.81932028635827,101.507204434045
"ACAM",0.6,280,-2.19993235539734,98.7706365208081
"ACAM",0.6,2289,-2.00184684482809,106.215525071296
"ACAM",0.6,1385,-1.37206228723785,102.746313201898
"ACAM",0.6,1117,-1.30044389255735,94.5411405107431
"ACAM",0.6,726,-2.18565948671366,109.749852547655
"ACAM",0.6,2122,-2.30552730584757,111.69278088165
"ACAM",0.6,655,-1.85931794207642,95.5431384342489
"ACAM",0.6,2207,-1.88113835092187,90.4749586937738
"ACAM",0.6,1304,-2.09646531772408,95.1404674167328
"ACAM",0.6,1911,-1.86767718275214,102.850353921303
"ACAM",0.6,863,-1.7599706508065,86.0036360284812
"ACAM",0.6,629,-2.44818992746652,109.271932585252
"ACAM",0.6,1557,-2.37265367051384,105.589929403033
"ACAM",0.6,580,-2.20585694187198,96.3363883487338
"ACAM",0.6,772,-2.07660425771996,96.1123645592555
"ACAM",0.6,581,-2.21268853660425,105.02519573618
"ACAM",0.6,2389,-1.63878613259413,99.8493093201948
"ACAM",0.6,1526,-0.816178161542921,86.9433907296557
"ACAM",0.6,1492,-1.56895877485932,85.9204107991254
"ACAM",0.6,593,-2.30582054068022,97.1436943243782
"ACAM",0.6,2074,-1.81102686934017,116.052250826633
"ACAM",0.6,2476,-2.3786843072125,115.854570117809
"ACAM",0.6,673,-1.42314467502606,87.9402710166547
"ACAM",0.6,572,-2.12070884603983,112.866174444596
"ACAM",0.6,993,-2.22882556517687,111.484418514561
"ACAM",0.6,1345,-2.36881345096862,100.015161037931
"ACAM",0.6,2351,-2.2090421528621,107.102407056253
"ACAM",0.6,2068,-2.29440103664875,108.99140976715
"ACAM",0.6,1723,-1.83544521047991,90.1230348876994
"ACAM",0.6,1965,-2.33462317112043,114.207874918679
"ACAM",0.6,2072,-1.23566758007209,92.9371929450908
"ACAM",0.6,2187,-2.1610970928864,101.503362589992
"ACAM",0.6,1850,-2.02343977057074,105.738344887468
"ACAM",0.6,1265,-1.83787961220538,102.258283674854
"ACAM",0.6,1435,-1.69059114936412,95.1262223948242
"ACAM",0.6,2086,-2.12424166166889,122.225301716733
"ACAM",0.6,1636,-1.23147872988755,106.116987368917
"ACAM",0.6,177,-2.10917290003695,113.572527323036
"ACAM",0.6,83,-2.27672505849068,104.241483736579
"ACAM",0.6,1708,-1.85858246765354,98.9044701303157
"ACAM",0.6,270,-1.63257453304708,102.943192832976
"ACAM",0.6,2224,-2.30344003439025,112.944508734356
"ACAM",0.6,1452,-2.13404265563356,117.551073479975
"ACAM",0.6,783,-1.66687934388009,106.368875596025
"ACAM",0.6,1876,-1.82941601759488,89.0228495707677
"ACAM",0.6,715,-2.37917429741662,114.756540439368
"ACAM",0.6,2421,-1.6335921106798,100.370399735023
"ACAM",0.6,2282,-2.40345710607875,119.557888041376
"ACAM",0.6,8,-1.94322734698292,91.667493952715
"ACAM",0.6,627,-1.91929484777299,96.6035292563011
"ACAM",0.6,504,-1.99552946017998,95.2772394954086
"ACAM",0.6,1576,-1.21744670951874,89.9241158129729
"ACAM",0.6,1305,-2.20041301581926,93.728372678914
"ACAM",0.6,1473,-2.38770078800865,115.501936740552
"ACAM",0.6,1770,-2.05798130626043,91.1086174216281
"ACAM",0.6,886,-2.00507821220847,98.5837898820959
"ACAM",0.6,717,-1.86565058385444,96.6607164282051
"ACAM",0.6,192,-1.46946043278693,96.8782855676337
"ACAM",0.6,1109,-2.15990203840389,105.495254243972
"ACAM",0.6,634,-2.40928910726698,117.467557959757
"ACAM",0.6,460,-1.95688110380529,99.8610061325967
"ACAM",0.6,343,-1.68821337037236,98.1473554490345
"ACAM",0.6,1451,-2.44668858453179,111.378747394346
"ACAM",0.6,1800,-2.25062493751905,117.891664945177
"ACAM",0.6,2040,-1.78242635519567,89.5996871831584
"ACAM",0.6,944,-2.18702426428499,101.061627998581
"ACAM",0.6,1894,-2.07673434404618,109.061782085065
"ACAM",0.6,1275,-2.00328332045333,106.228882903096
"ACAM",0.6,1574,-2.41851355256047,113.884673694263
"ACAM",0.6,587,-1.3821552748846,97.4260528979765
"ACAM",0.6,2341,-1.63258800890452,93.7067114683215
"ACAM",0.6,319,-2.39650742261539,109.966222090168
"ACAM",0.6,1610,-1.57446078874954,100.228992980557
"ACAM",0.6,1771,-1.64967566145465,88.5178333747978
"ACAM",0.6,513,-2.13807102181731,107.567389190614
"ACAM",0.6,1833,-1.57254246018346,94.409067368099
"ACAM",0.6,599,-2.39089344767314,102.420126663023
"ACAM",0.6,1746,-1.72993350336117,99.4257406946768
"ACAM",0.6,2269,-2.35856243291036,109.592056797166
"ACAM",0.6,871,-2.46002148425434,115.192459707867
"ACAM",0.6,65,-2.27297316155099,99.8719030303309
"ACAM",0.6,138,-2.23223646477066,113.554619321021
"ACAM",0.6,2174,-2.20804188295545,106.486373519502
"ACAM",0.6,295,-2.3818059637818,116.772196225486
"ACAM",0.6,1442,-2.25730799289756,108.871451571146
"ACAM",0.6,93,-2.27011050317397,101.348873504741
"ACAM",0.6,2079,-1.98991138401192,97.5840475645739
"ACAM",0.6,409,-2.26550229435606,119.456164130087
"ACAM",0.6,2239,-2.31152046745796,116.207695038142
"ACAM",0.6,1397,-2.19054478444778,99.804284924033
"ACAM",0.6,1571,-2.36192417145082,114.684057163633
"ACAM",0.6,1902,-2.01942703997098,100.587846001778
"ACAM",0.6,292,-1.86532778203617,98.1719937849404
"ACAM",0.6,68,-2.10265793306479,102.434879632222
"ACAM",0.6,258,-2.19968753010534,97.8663514084357
"ACAM",0.6,2291,-1.70816369179054,115.247317017473
"ACAM",0.6,1717,-1.76880554454239,104.284951973257
"ACAM",0.6,677,-2.30422585924182,109.786739467006
"ACAM",0.6,1768,-1.98878375140164,101.601058023986
"ACAM",0.6,220,-2.03158774392188,102.548479828062
"ACAM",0.6,1605,-2.27561373337217,98.714384598491
"ACAM",0.6,1089,-2.24878356910682,105.704797585156
"ACAM",0.6,1632,-2.19408980169491,95.9446489689804
"ACAM",0.6,1836,-1.96630787935229,105.078882173723
"ACAM",0.6,184,-2.44430610278191,121.231465619206
"ACAM",0.6,1976,-2.35407907291227,105.773706672464
"ACAM",0.6,392,-2.01680078680411,119.295512649425
"ACAM",0.6,1104,-1.80982507903607,102.697322758401
"ACAM",0.6,104,-2.16908414076771,108.172652501756
"ACAM",0.6,2448,-1.89266462702992,111.231187630287
"ACAM",0.6,1660,-2.01314336685108,102.511924046927
"ACAM",0.6,1984,-2.0736327539993,94.608505725092
"ACAM",0.6,2318,-1.99938643944435,114.056367357398
"ACAM",0.6,1778,-1.4509225060804,89.1519492181061
"ACAM",0.6,1747,-2.23537020916811,100.940918383618
"ACAM",0.6,1035,-2.16474789840205,100.444546011639
"ACAM",0.6,2026,-1.53032048837376,92.594931699874
"ACAM",0.6,1113,-1.99937058745879,104.482268503646
"ACAM",0.6,1904,-2.47051869530712,113.190274847495
"ACAM",0.6,1916,-2.42394407792206,110.981780771479
"ACAM",0.6,2340,-2.22488109735909,104.985471985554
"ACAM",0.6,953,-2.23289700635261,102.81504374196
"ACAM",0.6,820,-2.14223030637957,96.2944999055072
"ACAM",0.6,425,-2.23098056374499,104.711163253622
"ACAM",0.6,748,-1.44305155607061,97.3531540032854
"ACAM",0.6,19,-2.2218950390089,108.972627992662
"ACAM",0.6,1607,-2.22941348993016,114.915093392229
"ACAM",0.6,67,-1.18683137121755,97.363486578873
"ACAM",0.6,637,-2.43380817577997,117.422672676024
"ACAM",0.6,1535,-1.60429709317857,114.14600224451
"ACAM",0.6,2297,-2.01708531458074,101.514537194812
"ACAM",0.6,4,-2.14870594293265,114.471293135645
"ACAM",0.6,1564,-2.33110546792475,102.251565054718
"ACAM",0.6,216,-2.30448990389543,110.454930714615
"ACAM",0.6,1323,-2.26552041205354,107.07563890145
"ACAM",0.6,2039,-1.69174374244201,109.386716446315
"ACAM",0.6,1018,-2.37751978499108,113.531695427927
"ACAM",0.6,1880,-2.12105809066577,109.210775623908
"ACAM",0.6,1439,-2.09684290394689,99.2707170319623
"ACAM",0.6,459,-1.98598898096536,100.394128336227
"ACAM",0.6,135,-1.90982917060442,103.830912277687
"ACAM",0.6,427,-2.03905306939994,100.472091770392
"ACAM",0.6,2071,-2.12181265936449,119.014907719884
"ACAM",0.6,1488,-1.94418372621315,90.8549332224557
"ACAM",0.6,2295,-2.38348079767708,114.625253776084
"ACAM",0.6,1816,-2.42189358008613,121.246137459288
"ACAM",0.75,2446,-1.85959982815695,106.837121799487
"ACAM",0.75,1361,-0.0074374349556428,93.7287532855744
"ACAM",0.75,906,0.1618249406484,90.4282238353254
"ACAM",0.75,628,-0.701309753779979,116.69053067405
"ACAM",0.75,1925,-0.421040856939549,92.1074232110112
"ACAM",0.75,1952,-0.0856298027638785,94.5976005497972
"ACAM",0.75,1266,0.205106761896169,100.889475269142
"ACAM",0.75,1456,-0.851167927031549,93.9642817519484
"ACAM",0.75,1830,-1.13834466576897,97.0583541409048
"ACAM",0.75,2403,-0.227501914343444,98.991280429243
"ACAM",0.75,498,-1.48118653036972,109.377054567723
"ACAM",0.75,1706,-0.534377423367194,98.18868948063
"ACAM",0.75,2344,-0.464660488146958,95.9204047392989
"ACAM",0.75,2280,-1.09001472974332,106.505557720484
"ACAM",0.75,1127,-1.20267888008695,106.101678203017
"ACAM",0.75,416,-1.10599903832477,96.353550745018
"ACAM",0.75,1540,-0.24141669059229,90.0683762805851
"ACAM",0.75,1529,-1.08368260257489,110.633078026142
"ACAM",0.75,2441,-0.975353183636034,106.278351197215
"ACAM",0.75,1356,-0.18243067627307,91.5188943186854
"ACAM",0.75,1530,-1.73149760046778,104.528546484531
"ACAM",0.75,748,-1.43877018834222,101.590564734196
"ACAM",0.75,557,-1.21116418271931,103.395166475141
"ACAM",0.75,429,-1.12904727773628,104.803990546929
"ACAM",0.75,1636,-1.65154813742127,103.507871208665
"ACAM",0.75,392,0.0313870268638042,104.672039343237
"ACAM",0.75,2234,-1.55563017489726,110.362734386591
"ACAM",0.75,1705,-0.713527591106687,100.524110146892
"ACAM",0.75,2023,0.153027755371692,93.2405155865323
"ACAM",0.75,620,-1.04623312043816,90.719812047654
"ACAM",0.75,1348,-1.37560785824787,101.622698943882
"ACAM",0.75,2101,-0.975148621619751,109.474986103576
"ACAM",0.75,332,-1.19702828333726,98.7596684132703
"ACAM",0.75,172,-1.05303637579202,89.7831096835779
"ACAM",0.75,403,-2.18042265692741,118.770911880291
"ACAM",0.75,87,0.613902880885917,90.9945395660804
"ACAM",0.75,757,-0.764534661321405,101.841793854472
"ACAM",0.75,918,-0.986724039883266,104.470578427118
"ACAM",0.75,556,-1.04070729437734,103.31290044575
"ACAM",0.75,467,-1.22855839410463,104.797130188896
"ACAM",0.75,1118,-0.699909443295121,91.0139519678508
"ACAM",0.75,2321,-0.194000736637858,97.9473747461539
"ACAM",0.75,1325,-0.926813336111533,105.639956941929
"ACAM",0.75,625,-3.05185222142338e-05,94.6159620313218
"ACAM",0.75,1077,0.00661962977862747,93.130148625192
"ACAM",0.75,898,-0.933589893175658,98.0114336442021
"ACAM",0.75,594,0.175013645630089,98.431546752835
"ACAM",0.75,2444,-1.29273347212005,104.006932141851
"ACAM",0.75,1177,-1.27703933739675,110.399203706275
"ACAM",0.75,340,-0.290628694790859,98.0542360247491
"ACAM",0.75,1396,-0.375647612167176,97.2834213376103
"ACAM",0.75,2118,-0.922991921830283,101.408613986904
"ACAM",0.75,365,-1.12380757578871,98.9671689469859
"ACAM",0.75,1692,-1.53076567194574,108.882676344798
"ACAM",0.75,456,-1.51072539642526,102.107329532294
"ACAM",0.75,2072,-1.54854888253711,92.8911437850479
"ACAM",0.75,1627,-1.26964322346699,100.911702067881
"ACAM",0.75,2053,-0.745703117438786,101.087046345103
"ACAM",0.75,2324,-0.849683699436423,107.403501523448
"ACAM",0.75,1464,-1.72993042812992,105.569818929645
"ACAM",0.75,419,-0.732565874630008,94.020481240839
"ACAM",0.75,672,-0.874918290031501,98.1180829547855
"ACAM",0.75,317,-0.53159534305017,105.840390542732
"ACAM",0.75,2166,-0.276865566907612,92.7539209631667
"ACAM",0.75,719,-0.696740855894965,107.338651520564
"ACAM",0.75,781,-0.777471026814007,94.7166167693022
"ACAM",0.75,1304,-1.62297995103557,104.28795159299
"ACAM",0.75,980,-0.889723762416614,112.099699060752
"ACAM",0.75,333,-1.16142124844142,100.128383396897
"ACAM",0.75,1610,-0.662555085935028,97.849387692424
"ACAM",0.75,1653,0.24513176739503,95.3629202177907
"ACAM",0.75,1087,-0.998264170746803,96.7112866331414
"ACAM",0.75,522,-0.410868870061097,99.8482129390441
"ACAM",0.75,1690,-1.39098690657686,104.208071818854
"ACAM",0.75,2356,-1.24321433081066,106.508065933888
"ACAM",0.75,1109,-1.65834412565751,116.002600737613
"ACAM",0.75,2308,-1.04305436057491,110.523166256491
"ACAM",0.75,2193,-1.43110940757055,113.34609842738
"ACAM",0.75,223,-0.805056537172509,106.086709574497
"ACAM",0.75,1094,-0.748461512189819,91.8253239386073
"ACAM",0.75,1611,0.140384507666419,94.3852546949037
