"","model.name","Rhat","Neff"
"1","brho_m0_w1",1.00037921500978,6161.33606010026
"2","brho_m1_w1",1.00038694405402,10987.2392833231
"3","brho_m0_w0.75",1.00044284784807,8106.01023413535
"4","brho_m1_w0.75",1.00096064891847,9602.6195760524
"5","brho_m0_w0.6",1.00033619024545,9774.08301737125
"6","brho_m1_w0.6",1.00045208094928,9638.06224159493
